,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expressed,fdr_hypothesis,fdr,corrected
2439,C4BPB,725,NOT,1.4992617020836475e-08,51.0,True,True,6.406071210362357e-08,False
2440,LMBR1L,55716,NOT,0.0002467805117080581,244.0,True,True,0.00043836846681302857,False
2441,CYCS,54205,NOT,6.992792915521651e-08,79.0,True,True,2.374223616659523e-07,False
2442,BRMS1L,84312,NOT,0.0006612215517946563,256.0,True,True,0.0011053418141332193,False
2443,AHDC1,27245,NOT,1.4930817614885294e-06,139.0,True,True,3.7544377626949558e-06,False
2444,CHST4,10164,NOT,0.2669414977633924,522.5,False,False,0.30593872313823417,False
2445,C9orf72,203228,NORMAL,8.775508182574744e-06,177.0,True,True,1.9348679496359758e-05,False
2446,TMCC2,9911,NOT,0.0702973764824457,450.0,False,False,0.08879046419055711,False
2447,CHD5,26038,NOT,4.529280462642414e-05,215.0,True,True,8.933176721728309e-05,False
2448,C8orf31,286122,NOT,0.0032882124514687088,317.0,True,True,0.004981083337891168,False
2449,FAM83H,286077,NOT,9.634403725281619e-10,4.0,True,True,1.093136886055739e-08,False
2450,RP11-867G23.8,0,NOT,1.9791055568801153e-09,16.0,True,True,1.4011905120944259e-08,False
2451,NCOA7,135112,NORMAL,4.5364923781973155e-08,71.0,True,True,1.6262275541265536e-07,False
2452,FOCAD,54914,NOT,0.04947883185082109,434.0,True,False,0.06394933564439131,True
2453,EMC1,23065,NOT,2.1002250112728297e-09,17.0,True,True,1.4529990816875506e-08,False
2454,ETV7,51513,NOT,0.1260056723617116,479.0,False,False,0.15286151615509605,False
2455,TMEM192,201931,NORMAL,2.3493381424195532e-07,102.0,True,True,6.975733312185937e-07,False
2456,RP11-770J1.5,0,NOT,0.0006909947917452929,286.0,True,True,0.0011499937405972961,False
2457,SIAE,54414,NORMAL,7.1594666223879605e-09,38.0,True,True,3.584921330485565e-08,False
2458,MTA3,57504,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2459,RGCC,28984,NOT,9.06805772149548e-10,3.0,True,True,1.093136886055739e-08,False
2460,ZKSCAN2,342357,NOT,0.06313264839992917,445.0,False,False,0.0803045800094821,False
2461,BHLHB9,80823,NORMAL,0.0031870721722170622,332.0,True,True,0.004836164409709583,False
2462,AMMECR1,9949,NORMAL,4.01259396517199e-09,28.0,True,True,2.2968045310916545e-08,False
2463,CAMK2D,817,NORMAL,0.7101525415643333,599.0,False,False,0.7414859568161897,False
2464,ZNF286A,57335,NOT,1.3874409509661354e-08,42.0,True,True,6.086349016744538e-08,False
2465,ASB14,142686,NOT,2.993134945020048e-09,23.0,True,True,1.8583287863197503e-08,False
2466,AC135048.1,0,NOT,0.940529226774238,605.0,False,False,0.9481584029251262,False
2467,SOGA3,9729,NOT,3.366109975329961e-09,25.0,True,True,2.0300772237548528e-08,False
2468,COQ10A,93058,NORMAL,8.389784493551585e-06,176.0,True,True,1.8581221426423543e-05,False
2469,METTL15,196074,NOT,0.09178300325748355,443.0,False,False,0.11387183146172279,False
2470,RGN,9104,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2471,LPAR1,1902,NOT,0.6745456337061272,594.0,False,False,0.7086769946039864,False
2472,GPRC5C,55890,NORMAL,1.6442621929354076e-06,141.0,True,True,4.101751535445367e-06,False
2473,CDC42SE1,56882,NORMAL,1.6167306173795826e-05,179.0,True,True,3.4247727057305073e-05,False
2474,KLK6,5653,NORMAL,2.228554183152968e-09,18.0,True,True,1.5091443949026863e-08,False
2475,RMDN1,51115,NOT,0.14231459792438458,465.0,False,False,0.17114407790767447,False
2476,GLUD1,2746,NOT,0.02603627408821327,371.0,True,True,0.03506483471379779,False
2477,IER5,51278,NOT,0.0004696726052884277,247.0,True,True,0.0008010261878129715,False
2478,C10orf35,219738,NORMAL,7.37844890371565e-08,80.0,True,True,2.49340189381236e-07,False
2479,PALM2-AKAP2,11217,NOT,0.0006214235970632035,283.0,True,True,0.0010415341650593616,False
2480,EXOSC7,23016,NOT,0.06500342450687646,427.0,False,False,0.08256472485592875,False
2481,KLHL9,55958,NORMAL,1.940965174176652e-05,195.0,True,True,4.045629027980413e-05,False
2482,CCDC88A,55704,NORMAL,2.4074094807268668e-05,200.0,True,True,4.948595761489365e-05,False
2483,AC006538.4,0,NOT,0.9563691369349042,607.0,False,False,0.9623860602994154,False
2484,COPE,11316,NOT,0.00085235684944082,292.0,True,True,0.0014004626758693328,False
2485,CMPK2,129607,NOT,6.279194547294644e-08,77.0,True,True,2.1603880861285596e-07,False
2486,C1QTNF2,114898,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
2487,RAB35,11021,NOT,0.2817749697566426,526.0,False,False,0.3208742651645354,False
2488,FMO1,2326,NOT,1.7686556243952408e-05,181.0,True,True,3.72331536819739e-05,False
2489,SERTAD3,29946,NOT,0.00033551376824008224,266.0,True,True,0.0005846746373757852,False
2490,EIF3M,10480,NOT,1.1299671677369374e-07,88.0,True,True,3.6269384657479735e-07,False
2491,RBFOX3,146713,NORMAL,0.013283366102249478,381.0,True,True,0.018622041590043426,False
2492,SUV39H1,6839,NORMAL,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
2493,HBA1,3039,NOT,9.06805772149548e-10,3.0,True,True,1.093136886055739e-08,False
2494,ZBTB20,26137,NORMAL,4.924034919118614e-05,217.0,True,True,9.655244407238827e-05,False
2495,STXBP5,134957,NORMAL,0.34660510726369287,540.0,False,False,0.38774791011399395,False
2496,GPR21,2844,NORMAL,0.0034990021981686206,335.0,True,True,0.005284138733574868,False
2497,ARHGAP39,80728,NOT,0.0014688224285239577,308.0,True,True,0.0023370353617424215,False
2498,OTUD3,23252,NOT,0.017793863530119643,392.0,True,True,0.024522456520368316,False
2499,STAB1,23166,NOT,1.2910985763594576e-06,136.0,True,True,3.282856624464179e-06,False
2500,SCP2,6342,NORMAL,6.759469873933762e-09,37.0,True,True,3.4333972970363346e-08,False
2501,ZNF791,163049,NOT,0.021290171380317944,381.0,True,True,0.029032815803204333,False
2502,RP11-793H13.10,0,NOT,7.784669528923821e-08,81.0,True,True,2.6092387681831394e-07,False
2503,PDLIM7,9260,NOT,0.41753538160102033,531.0,False,False,0.45965611248774063,False
2504,C7orf13,0,NORMAL,0.00013460788367532326,242.0,True,True,0.0002480110058117757,False
2505,BAIAP3,8938,NOT,8.034644982217638e-05,229.0,True,True,0.00015335155459928151,False
2506,KLF5,688,NOT,1.4930817614885294e-06,139.0,True,True,3.7544377626949558e-06,False
2507,SOBP,55084,NOT,7.524789949242506e-07,125.0,True,True,1.999242484976381e-06,False
2508,LIN37,55957,NOT,0.008525474468102711,365.0,True,True,0.012270063437180232,False
2509,ZNF19,7567,NORMAL,1.5859651576522734e-08,52.0,True,True,6.687221893688803e-08,False
2510,ATP2A2,488,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2511,FGF12,2257,NOT,1.6329285453687908e-07,95.0,True,True,5.028313836229208e-07,False
2512,SRFBP1,153443,NORMAL,0.47800433690945443,564.0,False,False,0.5197661559835605,False
2513,VCPIP1,80124,NOT,0.0248894036212789,387.0,True,True,0.03357261244300718,False
2514,HMBS,3145,NOT,1.1303305284550294e-08,46.0,True,True,5.1466683919506153e-08,False
2515,SMAD3,4088,NOT,7.160522709164976e-07,124.0,True,True,1.908036862576353e-06,False
2516,SSR4,6748,NORMAL,0.028280122568276955,392.0,True,True,0.03785657631669775,False
2517,STXBP4,252983,NORMAL,0.6396530018516378,589.0,False,False,0.6760894277402743,False
2518,SYNPO,11346,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2519,TRIM59,286827,NOT,8.53422673646545e-10,2.0,True,True,1.093136886055739e-08,False
2520,KDM2A,22992,NORMAL,0.26902944110197013,523.0,False,False,0.30786192335960083,False
2521,WHSC1,7468,NOT,3.1749592482457436e-09,24.0,True,True,1.9449440075689794e-08,False
2522,ZSCAN12,9753,NOT,0.8018243863454573,611.5,False,False,0.8249860794590693,False
2523,TEF,7008,NOT,3.836307642831257e-05,211.0,True,True,7.647382244393027e-05,False
2524,CXCR3,2833,NOT,0.0010105215969078705,282.0,True,True,0.0016442272380694605,False
2525,HAS1,3036,NOT,1.8537488586562967e-06,143.5,True,True,4.585924607373267e-06,False
2526,RAB40A,142684,NORMAL,1.0089294427154326e-08,44.0,True,True,4.682766287724099e-08,False
2527,EFCAB10,0,NOT,2.2979860003036705e-06,148.0,True,True,5.587291788211951e-06,False
2528,NHLH2,4808,NOT,0.04728385404001058,432.0,True,False,0.06127286614216358,True
2529,SLC4A1AP,22950,NOT,1.098843115881768e-08,38.0,True,True,5.0539176855318276e-08,False
2530,PEAR1,375033,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2531,R3HDML,140902,NORMAL,0.5146567307949209,570.0,False,False,0.555464510184535,False
2532,ZNF285,26974,NOT,0.5177785856908473,570.5,False,False,0.558689885559612,False
2533,RHBDL2,54933,NOT,2.8226548342339874e-09,22.0,True,True,1.784169859545998e-08,False
2534,AMFR,267,NORMAL,0.21126317015775908,508.0,False,False,0.24644278914682208,False
2535,ACE,1636,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
2536,NT5C3A,51251,NOT,0.1212973114517199,477.0,False,False,0.1475329898844231,False
2537,LZTS3,0,NORMAL,0.0014689163506685506,308.0,True,True,0.0023370353617424215,False
2538,CRELD2,79174,NORMAL,0.0005997209612827203,282.0,True,True,0.00100760354076629,False
2539,MORN4,118812,NOT,0.002475641938757601,324.0,True,True,0.00381913864011766,False
2540,PPP1R15B,84919,NOT,1.4945133405887308e-05,189.0,True,True,3.1783476497193553e-05,False
2541,PPARGC1B,133522,NOT,1.98410437411317e-08,56.0,True,True,8.00640108918594e-08,False
2542,C1QL2,165257,NOT,0.9256131863981404,487.0,False,False,0.9351417983185223,False
2543,CACUL1,143384,NOT,0.31308609275657884,533.0,False,False,0.3531315129518085,False
2544,NECAP1,25977,NORMAL,0.03172531549900326,415.0,True,True,0.04212889732072268,False
2545,STAB2,55576,NOT,8.727877108700991e-07,128.0,True,True,2.2913993473071367e-06,False
2546,ZNF74,7625,NORMAL,6.023629494981426e-09,35.0,True,True,3.1380639181484964e-08,False
2547,THTPA,79178,NORMAL,5.0566306626846815e-08,73.0,True,True,1.7866847181161359e-07,False
2548,MRPS12,6183,NOT,2.0569458285737548e-09,10.0,True,True,1.4515416335217163e-08,False
2549,SENP2,59343,NORMAL,7.1594666223879605e-09,38.0,True,True,3.584921330485565e-08,False
2550,GSTA1,2938,NORMAL,0.5271975580152891,572.0,False,False,0.5676829654499856,False
2551,EWSR1,2130,NOT,3.9020133875222054e-05,199.0,True,True,7.772979851181514e-05,False
2552,CREG2,200407,NORMAL,1.1962409574708818e-08,47.0,True,True,5.3773256675278386e-08,False
2553,RAD23B,5887,NOT,4.3508284630188264e-08,62.0,True,True,1.5684591339451216e-07,False
2554,ZSCAN32,54925,NORMAL,0.21840028269003364,510.0,False,False,0.2540307624205717,False
2555,LPAR5,57121,NOT,4.232339391231796e-07,104.0,True,True,1.1853706709391906e-06,False
2556,CCNI2,645121,NORMAL,1.9791055568801153e-09,16.0,True,True,1.4011905120944259e-08,False
2557,PCDH18,54510,NOT,0.00017662400186114233,249.0,True,True,0.00031959564597792327,False
2558,AC079210.1,0,NOT,8.53422673646545e-10,2.0,True,True,1.093136886055739e-08,False
2559,WNT9A,7483,NOT,9.168574321927343e-07,129.0,True,True,2.395449507127871e-06,False
2560,PRAP1,118471,NOT,3.85325258921922e-06,127.5,True,True,9.032861509135148e-06,False
2561,NDUFB11,54539,NOT,0.0009579035350854602,266.0,True,True,0.0015633239082287506,False
2562,ZNF140,7699,NOT,0.4146705674113692,553.0,False,False,0.45665967265403595,False
2563,NKX2-8,26257,NORMAL,0.22203311073335785,511.0,False,False,0.2578569403642862,False
2564,IGSF8,93185,NORMAL,0.0006214235970632035,283.0,True,True,0.0010415341650593616,False
2565,RPL11,6135,NORMAL,0.00012943824374041834,241.0,True,True,0.00023884273238792213,False
2566,FAM127C,441518,NOT,0.09396487281109463,464.0,False,False,0.11635317739313739,False
2567,SEPSECS,51091,NORMAL,0.07745545963487725,435.0,False,False,0.09726270736297918,False
2568,ASAP2,8853,NOT,2.776905161409715e-06,152.0,True,True,6.668200815033754e-06,False
2569,ZHX1,11244,NOT,0.09567713933073782,445.0,False,False,0.11838261178029721,False
2570,MCIDAS,345643,NOT,2.1912726980674394e-06,147.0,True,True,5.342870269458718e-06,False
2571,OPHN1,4983,NOT,1.5859651576522734e-08,52.0,True,True,6.687221893688803e-08,False
2572,TFAP2C,7022,NORMAL,3.784971871143241e-09,27.0,True,True,2.203754266059976e-08,False
2573,TSKS,60385,NOT,0.3319694831715281,537.0,False,False,0.3727266880143083,False
2574,USP6NL,9712,NOT,0.7721222311141605,607.5,False,False,0.7984682156538235,False
2575,FAM105B,90268,NORMAL,1.4171696914869546e-08,50.0,True,True,6.131131084507173e-08,False
2576,C20orf196,149840,NOT,0.13698297580214464,463.0,False,False,0.16528469001760485,False
2577,HPS1,3257,NOT,4.2958778089915806e-08,70.0,True,True,1.5499433824212521e-07,False
2578,SPRR2A,6700,NOT,2.9937649854285763e-09,23.0,True,True,1.8583287863197503e-08,False
2579,SALL4,57167,NOT,1.4685612927356851e-09,11.0,True,True,1.1838262404110574e-08,False
2580,RSPH3,83861,NOT,0.0004182474950989651,272.0,True,True,0.0007179001091250663,False
2581,ACER3,55331,NOT,0.03662365402169766,421.0,True,True,0.0482037046266535,False
2582,CTCF,10664,NOT,0.09567919106665758,445.0,False,False,0.11838261178029721,False
2583,PCBP4,57060,NOT,3.5111606357238997e-06,157.0,True,True,8.29417475483801e-06,False
2584,C20orf26,26074,NOT,6.813275396349823e-07,123.0,True,True,1.8256449894825995e-06,False
2585,HBP1,26959,NOT,1.8989320193738752e-06,144.0,True,True,4.68027545080378e-06,False
2586,WBP4,11193,NORMAL,4.42961522250766e-06,162.0,True,True,1.0285161689357504e-05,False
2587,HIST1H4C,8294,NORMAL,1.4935231759767563e-05,124.0,True,True,3.1783476497193553e-05,False
2588,MSMB,4477,NOT,0.09978764078953349,467.0,False,False,0.12304293323620208,False
2589,LPCAT4,254531,NOT,1.4945133405887308e-05,189.0,True,True,3.1783476497193553e-05,False
2590,AKIRIN2,55122,NOT,0.00034817239568259514,267.0,True,True,0.0006051592851812889,False
2591,ZDHHC21,340481,NOT,1.4945133405887308e-05,189.0,True,True,3.1783476497193553e-05,False
2592,B4GALT3,8703,NOT,1.5859651576522734e-08,52.0,True,True,6.687221893688803e-08,False
2593,RPL27,6155,NOT,0.11672557026025483,475.0,False,False,0.14230564720860894,False
2594,CCDC170,80129,NORMAL,1.3394511022385218e-08,49.0,True,True,5.886293002078469e-08,False
2595,AL031663.2,0,NOT,0.02937098932694391,393.5,True,True,0.03924992965289364,False
2596,MMP8,4317,NOT,0.0010105215969078705,282.0,True,True,0.0016442272380694605,False
2597,FBXO17,115290,NORMAL,0.0008232379913983508,291.0,True,True,0.0013561014876901413,False
2598,SEC11C,90701,NOT,0.026730738547392646,408.0,True,True,0.03590341693707166,False
2599,RAB1B,81876,NORMAL,2.3103200062738022e-05,187.0,True,True,4.759215133362739e-05,False
2600,GPRC5A,9052,NOT,1.1548334686261787e-09,7.0,True,True,1.093136886055739e-08,False
2601,WDR70,55100,NOT,8.663083653807441e-08,83.0,True,True,2.8664005002781757e-07,False
2602,SLC38A6,145389,NOT,0.05412571718647891,438.0,False,False,0.06962187374507992,False
2603,CFH,3075,NOT,0.00011965517407476322,239.0,True,True,0.00022211939954239573,False
2604,DCTPP1,79077,NOT,7.582444917112655e-09,39.0,True,True,3.752126495076514e-08,False
2605,CRISP2,7180,NOT,2.1142700827693444e-05,185.0,True,True,4.3859061459611585e-05,False
2606,ATP13A2,23400,NOT,0.01479114239356432,385.0,True,True,0.020621175437722832,False
2607,ZNF831,128611,NOT,6.166815818239549e-07,121.0,True,True,1.6666417906772247e-06,False
2608,IL13,3596,NOT,4.632947876381456e-06,152.0,True,True,1.0736892952518724e-05,False
2609,LMBR1,64327,NOT,0.0012847329834403912,304.0,True,True,0.0020599370975434156,False
2610,KCNA1,3736,NORMAL,0.08302429326430476,419.0,False,False,0.10370532654670025,False
2611,AJUBA,84962,NORMAL,0.018744512446766518,394.0,True,True,0.025752461628590073,False
2612,SENP7,57337,NORMAL,0.0012421446192700297,303.0,True,True,0.0019946131528062617,False
2613,USP43,124739,NOT,0.6122971700099231,585.0,False,False,0.6503586824841012,False
2614,IGFBP5,3488,NOT,0.002638429681386069,326.0,True,True,0.004055781522152015,False
2615,SLC38A5,92745,NORMAL,0.5788512112255246,580.0,False,False,0.6180256287961025,False
2616,DRG1,4733,NORMAL,6.759469873933762e-09,37.0,True,True,3.4333972970363346e-08,False
2617,ARL11,115761,NORMAL,2.1002250112728297e-09,17.0,True,True,1.4529990816875506e-08,False
2618,ZNF511,118472,NOT,0.03049993330528615,395.0,True,True,0.04062659787561248,False
2619,FAM206A,54942,NOT,0.004143081725515319,340.5,True,True,0.006202384166900382,False
2620,SLX1A,79008,NORMAL,0.0006438551330081088,284.0,True,True,0.0010768319704439035,False
2621,C15orf38-AP3S2,100526783,NOT,0.036408540549869035,384.0,True,True,0.04795711307655262,False
2622,TNNI1,7135,NOT,8.034644982217638e-05,229.0,True,True,0.00015335155459928151,False
2623,NAA15,80155,NOT,3.3651326713047556e-07,109.0,True,True,9.624613724634047e-07,False
2624,CASZ1,54897,NOT,1.940965174176652e-05,195.0,True,True,4.045629027980413e-05,False
2625,RDH12,145226,NOT,0.888681686055255,623.0,False,False,0.902791892184918,False
2626,VNN2,8875,NOT,1.0235189212610724e-09,5.0,True,True,1.093136886055739e-08,False
2627,C9orf9,11092,NOT,0.00011130606325894513,224.0,True,True,0.00020771440453692093,False
2628,PUM1,9698,NOT,0.6887064978279134,596.0,False,False,0.7217109341812074,False
2629,HTR3E,285242,NORMAL,0.9303501563967577,532.5,False,False,0.9389378367560898,False
2630,ANGPTL4,51129,NOT,0.26902944110197013,523.0,False,False,0.30786192335960083,False
2631,BAK1,578,NORMAL,2.7671672302807515e-08,54.0,True,True,1.0619623749919096e-07,False
2632,ZNF428,126299,NOT,0.18761329108286695,501.0,False,False,0.22082302946491292,False
2633,PEX5L,51555,NORMAL,0.6224429010644494,563.0,False,False,0.6602419940985118,False
2634,PDLIM3,27295,NOT,2.9259876905925688e-08,63.0,True,True,1.1113967657615927e-07,False
2635,TDGF1,6997,NOT,1.4117806307555302e-05,176.0,True,True,3.0183754554825044e-05,False
2636,IRG1,730249,NOT,0.002745070508302991,296.0,True,True,0.004211464745198417,False
2637,ANKFY1,51479,NOT,1.1303305284550294e-08,46.0,True,True,5.1466683919506153e-08,False
2638,SSR1,6745,NORMAL,9.137549357034251e-08,84.0,True,True,3.006116266287692e-07,False
2639,RBBP4,5928,NOT,6.332136917803341e-05,198.0,True,True,0.00012246705769837756,False
2640,PUF60,22827,NORMAL,5.684387116025299e-09,34.0,True,True,3.0036006869247545e-08,False
2641,RASA4,10156,NOT,1.98410437411317e-08,56.0,True,True,8.00640108918594e-08,False
2642,ACRBP,84519,NOT,2.526575207856571e-06,150.0,True,True,6.097595238295929e-06,False
2643,RGS1,5996,NORMAL,0.2566798596505412,520.0,False,False,0.2949082393675576,False
2644,F12,2161,NORMAL,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2645,MYEOV,26579,NOT,2.6253872967106627e-09,14.0,True,True,1.704380516748467e-08,False
2646,KRT81,3887,NOT,6.992792915521651e-08,79.0,True,True,2.374223616659523e-07,False
2647,TNFAIP2,7127,NORMAL,0.04947883185082109,434.0,True,False,0.06394933564439131,True
2648,VNN1,8876,NOT,0.007388985825337352,360.0,True,True,0.010719241697405337,False
2649,CAND2,23066,NOT,0.0028898817115316027,313.0,True,True,0.004421068594288739,False
2650,COL6A6,131873,NOT,1.4685612927356851e-09,11.0,True,True,1.1838262404110574e-08,False
2651,DPY30,84661,NORMAL,1.098843115881768e-08,38.0,True,True,5.0539176855318276e-08,False
2652,SUPT5H,6829,NOT,0.011591827294833556,376.0,True,True,0.01638429197498361,False
2653,CYB561D2,11068,NORMAL,2.6610826344429773e-09,21.0,True,True,1.709564987355985e-08,False
2654,AL358113.1,0,NOT,2.1142700827693444e-05,185.0,True,True,4.3859061459611585e-05,False
2655,HGFAC,3083,NORMAL,0.018152999766972818,375.0,True,True,0.025005427874527985,False
2656,ARFGAP2,84364,NOT,0.0032356328240802893,316.5,True,True,0.004908716697636515,False
2657,POP7,10248,NOT,9.06805772149548e-10,3.0,True,True,1.093136886055739e-08,False
2658,AC069368.3,0,NOT,0.15729920705028502,491.0,False,False,0.18759997009041735,False
2659,AMY2B,280,NORMAL,1.0089294427154326e-08,44.0,True,True,4.682766287724099e-08,False
2660,POLR3GL,84265,NOT,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
2661,C1orf50,79078,NORMAL,0.7245782514840182,601.0,False,False,0.7539977035844674,False
2662,NDNL2,56160,NOT,1.5455144710708664e-05,178.0,True,True,3.28438460914617e-05,False
2663,TM2D1,83941,NORMAL,0.002638429681386069,326.0,True,True,0.004055781522152015,False
2664,OSBPL10,114884,NOT,0.004801496609885659,329.0,True,True,0.00712532032778754,False
2665,C12orf71,728858,NORMAL,0.024254346929756518,386.0,True,True,0.03277092271051779,False
2666,PDE8B,8622,NORMAL,1.226241494446336e-09,8.0,True,True,1.1075794898154324e-08,False
2667,NFE2L1,4779,NOT,5.347465175047991e-05,219.0,True,True,0.00010433415506997294,False
2668,GRHL2,79977,NOT,1.3025210640480111e-09,9.0,True,True,1.1301381909306577e-08,False
2669,SMO,6608,NOT,2.508530941708086e-09,20.0,True,True,1.63281356510954e-08,False
2670,DMTF1,9988,NORMAL,0.015190734966051288,386.0,True,True,0.021150958856978805,False
2671,SPAG9,9043,NOT,6.299968597646833e-05,223.0,True,True,0.00012185864687532084,False
2672,SDSL,113675,NOT,0.0023220926699910435,322.0,True,True,0.003594780076538693,False
2673,SGTB,54557,NORMAL,6.394483073164434e-06,170.0,True,True,1.4454945706479403e-05,False
2674,BRD8,10902,NORMAL,0.06044101211218558,443.0,False,False,0.07710793030337537,False
2675,NCR1,9437,NOT,1.422594945451938e-06,138.0,True,True,3.591309028595971e-06,False
2676,C21orf59,56683,NOT,0.4961523833965189,567.0,False,False,0.5375373109548363,False
2677,TRIM13,10206,NOT,1.2298152190805743e-06,135.0,True,True,3.1371910675748555e-06,False
2678,FOXC2,2303,NOT,0.3718927976556067,545.0,False,False,0.4137628771472749,False
2679,ARFIP1,27236,NOT,4.7318015078691005e-05,203.5,True,True,9.301532891265215e-05,False
2680,CCDC176,80127,NOT,7.37844890371565e-08,80.0,True,True,2.49340189381236e-07,False
2681,LGALSL,29094,NOT,6.692066335454284e-06,171.0,True,True,1.5086186342812575e-05,False
2682,TPK1,27010,NOT,7.556929455863566e-10,0.0,True,True,1.093136886055739e-08,False
2683,KCNMB1,3779,NORMAL,6.562049724185385e-05,224.0,True,True,0.00012657370364593852,False
2684,TCTEX1D1,200132,NORMAL,2.8226548342339874e-09,22.0,True,True,1.784169859545998e-08,False
2685,CHRNA6,8973,NORMAL,0.0056000976672750365,334.0,True,True,0.008245967201003773,False
2686,NHLRC4,283948,NOT,3.1004179851351556e-08,56.0,True,True,1.1681509420547397e-07,False
2687,TADA3,10474,NORMAL,7.666395813806118e-06,174.0,True,True,1.7101883740121472e-05,False
2688,KCNB2,9312,NOT,0.005109677819063092,315.0,True,True,0.007557335986670797,False
2689,ARHGAP11A,9824,NORMAL,8.031090907046913e-10,1.0,True,True,1.093136886055739e-08,False
2690,ZNF589,51385,NORMAL,0.023005269620628852,402.0,True,True,0.03118456000442274,False
2691,INPP5D,3635,NOT,3.2667846089965416e-08,65.0,True,True,1.2228321586222157e-07,False
2692,RP11-598P20.5,0,NORMAL,0.9920632890018949,611.5,False,False,0.9931556164526967,False
2693,RIMS3,9783,NOT,8.775508182574744e-06,177.0,True,True,1.9348679496359758e-05,False
2694,RNF41,10193,NORMAL,1.9791055568801153e-09,16.0,True,True,1.4011905120944259e-08,False
2695,LRRC38,126755,NOT,0.00028816577313437976,234.5,True,True,0.0005065184911372009,False
2696,AAAS,8086,NOT,9.137549357034251e-08,84.0,True,True,3.006116266287692e-07,False
2697,VDAC1,7416,NOT,1.7742215632018938e-08,54.0,True,True,7.318452126149168e-08,False
2698,NDUFS2,4720,NOT,3.281330561639642e-08,57.0,True,True,1.2266822214309635e-07,False
2699,ZNF264,9422,NOT,0.05784519551519503,441.0,False,False,0.07402042611296253,False
2700,FAM188A,80013,NOT,1.0235189212610724e-09,5.0,True,True,1.093136886055739e-08,False
2701,TP53,7157,NOT,0.0007950443242992001,290.0,True,True,0.0013126627833574195,False
2702,GPR143,4935,NOT,0.0038382636477843515,338.0,True,True,0.005764736960135165,False
2703,NAPG,8774,NOT,0.0402356268160887,425.0,True,False,0.052674431206358494,True
2704,EPM2AIP1,9852,NOT,1.016310324350643e-07,86.0,True,True,3.304491032026606e-07,False
2705,NXN,64359,NOT,0.03172531549900326,415.0,True,True,0.04212889732072268,False
2706,UBAP1,51271,NOT,0.002454043088940096,308.0,True,True,0.003790557435751087,False
2707,EYA3,2140,NOT,0.009280120832210179,368.0,True,True,0.013283129287963446,False
2708,TMEM130,222865,NOT,2.2309759044101416e-07,101.0,True,True,6.66207584246935e-07,False
2709,VCP,7415,NOT,0.00032333866823250297,265.0,True,True,0.000564323650607849,False
2710,NFIC,4782,NOT,2.6045288894507434e-07,104.0,True,True,7.664946603962793e-07,False
2711,LINGO1,84894,NORMAL,3.541108275851046e-07,110.0,True,True,1.007122908549997e-06,False
2712,LCORL,254251,NOT,0.03492375090847877,419.0,True,True,0.046106824374778047,False
2713,FBXO46,23403,NOT,1.4930817614885294e-06,139.0,True,True,3.7544377626949558e-06,False
2714,CSTF2T,23283,NOT,0.4586489068506038,538.0,False,False,0.5011486316156977,False
2715,PTPRH,5794,NOT,4.778329681962615e-09,31.0,True,True,2.6163437482061546e-08,False
2716,CC2D2B,387707,NORMAL,1.864398944728653e-09,15.0,True,True,1.3529796104054656e-08,False
2717,TMEM194B,100131211,NOT,8.70153822803599e-07,118.0,True,True,2.2913993473071367e-06,False
2718,IMPA1,3612,NOT,0.6122971700099231,585.0,False,False,0.6503586824841012,False
2719,RANBP9,10048,NOT,0.3876052271812995,548.0,False,False,0.4298292656025773,False
2720,NAPEPLD,222236,NORMAL,0.0004182799676485211,272.0,True,True,0.0007179001091250663,False
2721,NPY4R,100996758,NORMAL,6.279194547294644e-08,77.0,True,True,2.1603880861285596e-07,False
2722,NEBL,10529,NOT,1.0235189212610724e-09,5.0,True,True,1.093136886055739e-08,False
2723,MAP3K2,10746,NORMAL,0.04313897993310964,428.0,True,False,0.056162926998603445,True
2724,AMN,81693,NORMAL,0.0012847329834403912,304.0,True,True,0.0020599370975434156,False
2725,PIEZO2,63895,NOT,2.1002250112728297e-09,17.0,True,True,1.4529990816875506e-08,False
2726,FKBP6,8468,NORMAL,0.5657151312797815,578.0,False,False,0.6053524238240757,False
2727,IRS4,8471,NOT,0.5848532458257023,490.5,False,False,0.6241372248698881,False
2728,CD47,961,NORMAL,5.7295591132679196e-05,208.0,True,True,0.00011139913751457886,False
2729,SLC2A14,144195,NOT,0.42327221109755275,532.0,False,False,0.4652896879866512,False
2730,PLAU,5328,NORMAL,1.7569391573831783e-09,14.0,True,True,1.3037424374482134e-08,False
2731,REEP4,80346,NORMAL,2.1002250112728297e-09,17.0,True,True,1.4529990816875506e-08,False
