,Hugo_Symbol,Entrez_Gene_Id,Normality_NormalSample,Normality_CancerSample,p,stat,expressed,fdr_hypothesis,fdr,corrected
8292,IFITM1,8519,NOT,NOT,0.3646313784507349,1118.0,False,False,0.40868950618319666,False
8293,TMEM176A,55365,NOT,NOT,0.029622768661469765,1566.0,True,True,0.03929759857371296,False
8294,AQP8,343,NORMAL,NOT,1.2409800869646498e-08,2074.0,True,True,3.4510513525940635e-08,False
8295,WFDC1,58189,NORMAL,NOT,2.9448574210556916e-17,2476.0,True,True,1.3176754528214198e-15,False
8296,CENPM,79019,NOT,NOT,5.5183156990572845e-15,116.0,True,True,4.9722598530392896e-14,False
8297,IRAK1BP1,134728,NORMAL,NOT,4.582271026074445e-07,1982.0,True,True,1.065106727333639e-06,False
8298,ZNF799,90576,NOT,NOT,3.9758961563068436e-11,2208.5,True,True,1.5535762519837305e-10,False
8299,FAM106A,0,NORMAL,NOT,0.031435382534604046,1562.5,True,True,0.0415808754429774,False
8300,SLC6A20,54716,NOT,NOT,3.785188178279196e-16,2432.0,True,True,5.364161261671297e-15,False
8301,ACCS,84680,NOT,NOT,2.16727808754971e-07,2002.5,True,True,5.245863662942586e-07,False
8302,STK31,56164,NOT,NORMAL,4.9275886290272276e-09,401.0,True,True,1.4417117021728048e-08,False
8303,HOXD8,3234,NORMAL,NOT,0.0006516382508967539,755.0,True,True,0.0010672213485249736,False
8304,LRFN3,79414,NOT,NORMAL,2.299512236549041e-08,439.0,True,True,6.19333861652396e-08,False
8305,PPIL6,285755,NORMAL,NOT,4.163402221523275e-14,2346.5,True,True,2.9118531731503876e-13,False
8306,POU6F1,5463,NORMAL,NOT,7.67410409392528e-16,2419.5,True,True,9.550635530399356e-15,False
8307,CTD-2162K18.4,0,NOT,NOT,6.551483423153393e-05,670.5,True,True,0.0001204137420310404,False
8308,RUSC2,9853,NORMAL,NOT,1.2467614662070269e-09,2131.5,True,True,3.9511657179831935e-09,False
8309,APOD,347,NORMAL,NORMAL,3.49404764016006e-07,1989.5,True,True,8.244730635673411e-07,False
8310,ZDHHC7,55625,NOT,NOT,2.672061107275384e-11,2217.0,True,True,1.070994330120238e-10,False
8311,DNAJC15,29103,NORMAL,NOT,3.544581992738397e-06,1923.0,True,True,7.476104696053472e-06,False
8312,MRPL42,28977,NORMAL,NOT,3.540977793500112e-14,150.5,True,True,2.529792861154443e-13,False
8313,BCL11B,64919,NORMAL,NOT,2.214989522122345e-06,563.0,True,True,4.787780780113051e-06,False
8314,RP4-583P15.15,0,NORMAL,NORMAL,0.03701831812864451,947.0,True,True,0.048425525592659585,False
8315,FGF2,2247,NORMAL,NOT,3.5079105361695574e-13,2305.5,True,True,1.985555521373824e-12,False
8316,ST20-MTHFS,10588,NORMAL,NOT,0.007530491642883613,862.5,True,True,0.010840770260901201,False
8317,FAM50A,9130,NOT,NOT,0.31409925329120525,1396.5,False,False,0.35653027288667255,False
8318,LILRA1,11024,NORMAL,NOT,8.356003753231135e-16,2418.0,True,True,1.0189875486106573e-14,False
8319,TMEM54,113452,NOT,NOT,5.264313386058536e-14,158.0,True,True,3.573320775802012e-13,False
8320,CNOT6,57472,NOT,NORMAL,0.049814128223569315,1535.0,True,False,0.06413666342115174,True
8321,THADA,63892,NOT,NOT,0.499217111912201,1348.5,False,False,0.5434509529154467,False
8322,ITGAL,3683,NOT,NOT,8.360951127261158e-16,2418.0,True,True,1.0189875486106573e-14,False
8323,LMOD1,25802,NOT,NOT,9.800523207790795e-17,2455.5,True,True,2.156739342860968e-15,False
8324,NEDD8,4738,NORMAL,NORMAL,0.2790526696248168,1092.5,False,False,0.3195647907039251,False
8325,TSN,7247,NOT,NOT,7.116255553877149e-10,355.5,True,True,2.3274008840065835e-09,False
8326,SCAF1,58506,NOT,NOT,0.017540173932940106,905.0,True,True,0.02406387836620009,False
8327,UBE2N,7334,NOT,NOT,2.2034902396236417e-07,498.0,True,True,5.329034563838501e-07,False
8328,BTN1A1,696,NOT,NOT,0.001188379338072375,1719.5,True,True,0.0018905288760659618,False
8329,KIAA1324,57535,NOT,NOT,0.0038695375296271288,1669.5,True,True,0.005779208360915043,False
8330,RP11-455G16.1,0,NOT,NOT,0.0006439047414939843,1740.5,True,True,0.001054755775583973,False
8331,CCZ1,51622,NOT,NOT,5.971207364354964e-10,351.5,True,True,1.9699211009591177e-09,False
8332,TSPAN7,7102,NORMAL,NOT,5.39069279737809e-11,2202.0,True,True,2.0611823389709274e-10,False
8333,NAV1,89796,NORMAL,NORMAL,2.579890687110647e-06,567.5,True,True,5.530166474728431e-06,False
8334,MECR,51102,NOT,NOT,0.007777820008994382,863.5,True,True,0.011178189738384189,False
8335,HEBP1,50865,NOT,NOT,8.917174095859606e-09,2084.5,True,True,2.5282156984404186e-08,False
8336,UBE3C,9690,NORMAL,NOT,4.221083666867051e-08,454.5,True,True,1.1048366718958834e-07,False
8337,ATP13A4,84239,NOT,NOT,1.2840224924516672e-17,2490.0,True,True,1.2851957852852046e-15,False
8338,ACVR1C,130399,NORMAL,NOT,1.4499804713282123e-11,270.0,True,True,6.052491015403745e-11,False
8339,CARHSP1,23589,NOT,NOT,0.7537389918093308,1296.0,False,False,0.7835562371055482,False
8340,HPCAL1,3241,NORMAL,NOT,1.6279213674772338e-17,2486.0,True,True,1.2851957852852046e-15,False
8341,AK1,203,NORMAL,NOT,1.5822813264360198e-17,2486.5,True,True,1.2851957852852046e-15,False
8342,SESN3,143686,NOT,NOT,6.86484458840159e-08,467.0,True,True,1.7604405714429673e-07,False
8343,AVPI1,60370,NORMAL,NOT,2.3315286710801337e-07,2000.5,True,True,5.61667240174443e-07,False
8344,AC120194.1,0,NORMAL,NOT,1.5182232028458714e-05,1878.0,True,True,2.9926181913695148e-05,False
8345,ITIH2,3698,NOT,NOT,2.6866987775433913e-12,2264.5,True,True,1.2771800050099638e-11,False
8346,BCHE,590,NOT,NOT,7.167820815499894e-07,1969.5,True,True,1.6309813565300402e-06,False
8347,ANXA11,311,NOT,NOT,3.7281916419193165e-14,2348.5,True,True,2.6493011359175727e-13,False
8348,AL590822.2,0,NORMAL,NOT,0.6239161029860553,1178.5,False,False,0.6631891877359158,False
8349,CNOT8,9337,NOT,NOT,5.806988093741772e-15,2383.0,True,True,5.2139147255399746e-14,False
8350,TDRD10,126668,NORMAL,NOT,1.1378894126602077e-17,2492.0,True,True,1.2851957852852046e-15,False
8351,HSPA12B,116835,NOT,NOT,5.798709896166244e-17,2464.5,True,True,1.6318250909661168e-15,False
8352,RABL3,285282,NORMAL,NOT,0.0010441375882860751,774.0,True,True,0.0016724596047883122,False
8353,CAPN8,388743,NORMAL,NOT,5.953665820952184e-16,2424.0,True,True,7.785736340420059e-15,False
8354,ERMN,57471,NOT,NOT,0.0031004458383711935,1679.5,True,True,0.004683473404849805,False
8355,TMEM194A,23306,NORMAL,NOT,1.2479820313508735e-14,131.0,True,True,1.0094647225777302e-13,False
8356,OSBPL11,114885,NOT,NOT,3.4872875119092244e-07,1989.5,True,True,8.233277541100431e-07,False
8357,CHSY3,337876,NORMAL,NORMAL,0.00024141299447529577,1783.0,True,True,0.0004150487141282578,False
8358,TAS2R14,50840,NORMAL,NOT,0.99724958767357,1249.0,False,False,0.9980584338717874,False
8359,KDM5C,8242,NOT,NOT,0.0004378293949832084,739.5,True,True,0.000732175395922102,False
8360,EVI5,7813,NOT,NOT,4.363149705145362e-14,2345.5,True,True,3.0404764484221915e-13,False
8361,CHKA,1119,NORMAL,NOT,2.946240331137626e-12,2263.0,True,True,1.3913696479060275e-11,False
8362,MYRF,745,NOT,NOT,7.54297731403442e-17,2460.0,True,True,1.8517055288940204e-15,False
8363,SIRT2,22933,NORMAL,NOT,0.00010215580100868604,1814.0,True,True,0.00018354045371035376,False
8364,AL953854.2,0,NOT,NOT,1.8015294532476916e-07,2007.5,True,True,4.392578871539008e-07,False
8365,PRKAR2B,5577,NORMAL,NOT,9.64437169052757e-13,2285.5,True,True,4.992703654595858e-12,False
8366,PGRMC2,10424,NOT,NOT,7.785215552438908e-05,1823.5,True,True,0.0001417022428283449,False
8367,HTR3A,3359,NOT,NOT,2.0598365865958636e-06,561.0,True,True,4.46918827347947e-06,False
8368,LNPEP,4012,NOT,NOT,5.577402600032235e-07,1976.5,True,True,1.2841480729782335e-06,False
8369,DNAJC28,54943,NOT,NOT,1.946737989163296e-05,1870.0,True,True,3.791420379120173e-05,False
8370,ZNF141,7700,NOT,NOT,0.0009344610020822744,1730.5,True,True,0.001506702801098683,False
8371,MLTK,0,NOT,NOT,4.4720713078621526e-05,1842.5,True,True,8.366366887948742e-05,False
8372,VPS54,51542,NOT,NOT,0.6640060880903118,1186.5,False,False,0.7004564637836701,False
8373,AC016757.3,0,NOT,NOT,0.05752446977133682,1526.0,False,False,0.07335112845347992,False
8374,LURAP1L,286343,NORMAL,NOT,5.3850034790576436e-11,2202.0,True,True,2.0599188463401417e-10,False
8375,C1orf131,128061,NORMAL,NORMAL,2.09929114306525e-15,98.5,True,True,2.1919100701642507e-14,False
8376,ATP6V1D,51382,NOT,NOT,0.00018123830178099704,1793.5,True,True,0.0003163475460509977,False
8377,ELK1,2002,NORMAL,NOT,2.7959575272191994e-09,387.5,True,True,8.447958020592278e-09,False
8378,SUCO,51430,NORMAL,NOT,0.05186675184511901,967.5,False,False,0.06654953744136281,False
8379,PHRF1,57661,NOT,NOT,0.8253738057852434,1217.5,False,False,0.8482313437670699,False
8380,NFRKB,4798,NORMAL,NOT,0.032286991019307876,939.0,True,True,0.04261922288213827,False
8381,RPS25,6230,NOT,NOT,0.29463762780469016,1402.5,False,False,0.3362633609531249,False
8382,SEC24C,9632,NOT,NOT,0.14379929193748375,1462.5,False,False,0.1727224070934122,False
8383,SYMPK,8189,NORMAL,NOT,0.0004785864334517289,743.0,True,True,0.0007957106801212851,False
8384,PIK3C2G,5288,NORMAL,NOT,0.20450364355191886,1065.5,False,False,0.23946252267812362,False
8385,BCKDHA,593,NORMAL,NOT,0.8658648498153312,1275.0,False,False,0.8838773624611623,False
8386,ITGAE,3682,NORMAL,NORMAL,0.19373606703979096,1439.0,False,False,0.22773479573437594,False
8387,C20orf194,25943,NOT,NOT,8.714056184729611e-13,2287.5,True,True,4.543776655333656e-12,False
8388,CHST14,113189,NOT,NOT,3.796915517762251e-05,652.0,True,True,7.165361106548273e-05,False
8389,DENND6A,201627,NOT,NOT,7.249251409620257e-08,2031.5,True,True,1.8541726103226226e-07,False
8390,AGBL5,60509,NORMAL,NOT,4.167126909746385e-06,582.0,True,True,8.72888533598506e-06,False
8391,PDS5A,23244,NORMAL,NORMAL,0.7225131425857381,1198.0,False,False,0.754390512077147,False
8392,COL10A1,1300,NOT,NOT,1.6250741621796827e-13,179.5,True,True,9.853687662918223e-13,False
8393,FOXK2,3607,NOT,NOT,6.395155267267097e-12,253.0,True,True,2.8465938480298662e-11,False
8394,FRRS1L,23732,NOT,NOT,0.018702048846477685,909.5,True,True,0.02556602784069811,False
8395,AL139147.1,0,NOT,NOT,0.005011040604801675,843.0,True,True,0.007390568295735417,False
8396,FERMT2,10979,NORMAL,NOT,1.3623717325990066e-17,2489.0,True,True,1.2851957852852046e-15,False
8397,HAL,3034,NORMAL,NOT,5.4647507826690686e-09,2096.5,True,True,1.5884834220193196e-08,False
8398,SPAG16,79582,NORMAL,NORMAL,0.27449675770364,1409.0,False,False,0.31468123228683925,False
8399,MYBPC1,4604,NOT,NOT,0.1948145170942165,1062.0,False,False,0.22894018930629864,False
8400,PSMC2,5701,NORMAL,NOT,1.1449758349443088e-12,218.0,True,True,5.841540918093011e-12,False
8401,MFAP1,4236,NOT,NOT,0.002127357484964601,804.0,True,True,0.0032842927346080773,False
8402,C19orf35,374872,NOT,NOT,2.303499715845593e-12,2268.0,True,True,1.1090567890533059e-11,False
8403,KIAA1430,57587,NOT,NOT,0.0666616123620118,1516.5,False,False,0.08419422173711413,False
8404,CEP70,80321,NORMAL,NORMAL,0.19022286550279077,1059.5,False,False,0.22384175151503996,False
8405,RAB11FIP4,84440,NOT,NOT,0.006736347151080603,1643.5,True,True,0.009766308551347608,False
8406,SIPA1L1,26037,NOT,NOT,0.7615725563449409,1205.5,False,False,0.7909295343806543,False
8407,IL1RN,3557,NOT,NOT,0.013454432296322948,891.0,True,True,0.018725855455928045,False
8408,MEF2D,4209,NORMAL,NOT,1.4812912150637046e-09,2127.5,True,True,4.636583754344174e-09,False
8409,UGT2B7,7364,NORMAL,NOT,0.0001912236442451753,1790.5,True,True,0.0003326005290309508,False
8410,DPYSL4,10570,NOT,NORMAL,0.0004053233655527167,736.5,True,True,0.0006798020524197264,False
8411,LDB1,8861,NORMAL,NOT,0.028338357040490886,931.5,True,True,0.037721152556208976,False
8412,DAW1,164781,NORMAL,NOT,1.4998533792605874e-13,2322.0,True,True,9.187931605222216e-13,False
8413,ASB1,51665,NOT,NOT,0.2625145407039364,1087.0,False,False,0.3019461100621241,False
8414,ZNF576,79177,NOT,NOT,2.7660300679332113e-05,641.5,True,True,5.3007010199160854e-05,False
8415,MCCC1,56922,NOT,NOT,0.06266823541473916,979.5,False,False,0.07953146552159888,False
8416,B3GNTL1,146712,NORMAL,NOT,0.03487394244075532,943.5,True,True,0.0457850184387359,False
8417,CALHM3,119395,NOT,NOT,0.11860395042200463,1024.0,False,False,0.144368886946176,False
8418,MAPRE3,22924,NOT,NOT,0.00048558099921715964,1756.5,True,True,0.0008062392636689438,False
8419,DPEP1,1800,NOT,NOT,0.9917491660750619,1252.0,False,False,0.9934168412354571,False
8420,TGFA,7039,NORMAL,NOT,3.853531227396904e-12,242.5,True,True,1.789509461109718e-11,False
8421,TRMT1,55621,NORMAL,NOT,1.0947337587345717e-10,313.5,True,True,3.9897733506623894e-10,False
8422,JAK2,3717,NOT,NOT,1.9935048973712277e-13,2316.5,True,True,1.1868876165720177e-12,False
8423,PCDH20,64881,NORMAL,NORMAL,2.701923293318753e-15,2397.0,True,True,2.6855886780273168e-14,False
8424,S100A9,6280,NOT,NORMAL,0.17552202339152878,1053.0,False,False,0.20766177513827555,False
8425,SYT12,91683,NOT,NOT,6.864966204393638e-14,163.0,True,True,4.536812975550884e-13,False
8426,TBC1D22B,55633,NORMAL,NOT,0.1191349483917476,1023.5,False,False,0.1449948029778385,False
8427,ALDH16A1,126133,NOT,NOT,0.0004438305376861202,740.0,True,True,0.0007413828542281596,False
8428,ANKAR,150709,NOT,NOT,8.401089248644372e-07,1965.0,True,True,1.8967562507594854e-06,False
8429,KANK3,256949,NOT,NOT,2.326569436725776e-17,2480.0,True,True,1.2851957852852046e-15,False
8430,ARHGDIG,398,NORMAL,NOT,0.2524272459872655,1416.5,False,False,0.2914215366863103,False
8431,SNX2,6643,NOT,NORMAL,5.501903420603555e-15,2384.0,True,True,4.968394228485437e-14,False
8432,POLR2J3,5439,NOT,NOT,0.0028988596427357966,817.5,True,True,0.004397287244983979,False
8433,CASK,8573,NOT,NOT,2.578841817835617e-13,188.5,True,True,1.5007185807737514e-12,False
8434,CDC27,996,NORMAL,NOT,2.0308847556372756e-06,560.5,True,True,4.409140901550073e-06,False
8435,EIF1AD,84285,NOT,NOT,8.069954859329221e-07,534.0,True,True,1.8268702685743978e-06,False
8436,POMT2,29954,NORMAL,NOT,1.2387946430141498e-12,219.5,True,True,6.294169840608658e-12,False
8437,ARHGEF17,9828,NOT,NOT,2.712516282288737e-14,2354.5,True,True,1.9922924649888576e-13,False
8438,SPATA6L,55064,NOT,NOT,2.528024264281802e-16,2439.0,True,True,3.933093065531783e-15,False
8439,OTUD5,55593,NORMAL,NOT,4.268352140804287e-05,1844.0,True,True,8.005187627010537e-05,False
8440,LY9,4063,NORMAL,NOT,1.2770704902806205e-05,1883.5,True,True,2.539879428919839e-05,False
8441,SIRT4,23409,NOT,NOT,7.363999282169397e-05,1825.5,True,True,0.00013441788630544837,False
8442,MRPS18A,55168,NOT,NOT,4.932249381220519e-06,587.0,True,True,1.0245864365149647e-05,False
8443,NGRN,51335,NORMAL,NOT,0.0038227910747447576,830.0,True,True,0.005716647837276289,False
8444,TSNAXIP1,55815,NOT,NOT,1.0855732572722715e-07,2021.0,True,True,2.717866379620071e-07,False
8445,BIRC2,329,NORMAL,NOT,0.0010433734882599845,1726.0,True,True,0.0016718557656702749,False
8446,PPCDC,60490,NOT,NOT,0.8658644511114229,1275.0,False,False,0.8838773624611623,False
8447,ZNF630,57232,NOT,NOT,0.6342733896445267,1319.5,False,False,0.6728157264307085,False
8448,CIB2,10518,NORMAL,NOT,6.506804569532877e-14,162.0,True,True,4.320723744362424e-13,False
8449,COX15,1355,NORMAL,NOT,0.9560106055753068,1241.5,False,False,0.9635474878855723,False
8450,DLEU7,220107,NOT,NOT,4.779793329493106e-06,1914.0,True,True,9.93752915717817e-06,False
8451,LRRIQ4,344657,NORMAL,NORMAL,0.13165154724581885,1031.0,False,False,0.1590739650745975,False
8452,NIPAL1,152519,NORMAL,NORMAL,1.229294545401914e-10,316.0,True,True,4.439177456909371e-10,False
8453,YES1,7525,NORMAL,NOT,6.309303427974081e-06,594.5,True,True,1.2967664094973497e-05,False
8454,DHX32,55760,NOT,NOT,0.4041261125090183,1128.5,False,False,0.4487613307373962,False
8455,XPR1,9213,NORMAL,NOT,1.385991848435439e-14,133.0,True,True,1.1054020859520873e-13,False
8456,GGNBP2,79893,NOT,NOT,0.3537104029234732,1115.0,False,False,0.3975522000965112,False
8457,C4orf22,255119,NORMAL,NOT,4.987275103747498e-09,2097.0,True,True,1.4585267888477744e-08,False
8458,ADCK4,79934,NOT,NOT,0.8415120396574275,1220.5,False,False,0.8624999507866755,False
8459,GOLGA7B,401647,NOT,NOT,8.087302912775256e-10,2141.5,True,True,2.628868885845107e-09,False
8460,RPS28,6234,NORMAL,NOT,0.2852283593761493,1405.5,False,False,0.3262209873922948,False
8461,PROZ,8858,NOT,NOT,0.001026458321418646,775.5,True,True,0.0016459730346706685,False
8462,GALNT18,374378,NOT,NOT,2.3028062880879443e-12,2268.0,True,True,1.1090567890533059e-11,False
8463,MYH14,79784,NOT,NOT,0.0012994460845682206,1717.0,True,True,0.0020577441663686873,False
8464,PLAG1,5324,NOT,NOT,0.4379981907636411,1137.0,False,False,0.4825214428570818,False
8465,BCAM,4059,NOT,NOT,3.7687279806834387e-10,2159.0,True,True,1.2718260571655872e-09,False
8466,LRRN4CL,221091,NOT,NOT,1.8933458944978295e-12,2272.0,True,True,9.268220551841883e-12,False
8467,PNRC2,55629,NORMAL,NOT,4.546507815333398e-15,2387.5,True,True,4.191203528295067e-14,False
8468,HM13,81502,NOT,NOT,6.938336703057059e-11,303.5,True,True,2.605647098811102e-10,False
8469,FRMD6,122786,NOT,NOT,1.8453766712126385e-12,227.5,True,True,9.06697876020682e-12,False
8470,ENTPD7,57089,NORMAL,NOT,1.5389654109074383e-13,178.5,True,True,9.403795868394515e-13,False
8471,GNG2,54331,NORMAL,NOT,2.453744048096433e-13,2312.5,True,True,1.4325254623476133e-12,False
8472,GLS2,27165,NOT,NOT,0.19972915298432192,1063.5,False,False,0.2341438942489323,False
8473,RSAD1,55316,NORMAL,NOT,0.003951632516088149,1668.5,True,True,0.005896557978355599,False
8474,ISY1,57461,NOT,NORMAL,6.3042790239987795e-15,118.5,True,True,5.602182105945418e-14,False
8475,ZNF274,10782,NORMAL,NORMAL,4.106217896664705e-07,1985.0,True,True,9.606570174009043e-07,False
8476,HACL1,26061,NOT,NOT,3.401005626180841e-08,2051.0,True,True,9.001435911180333e-08,False
8477,ZNF681,148213,NORMAL,NOT,0.17442198879871507,1447.5,False,False,0.20639357877236816,False
8478,TBC1D25,4943,NOT,NOT,0.38873501137276023,1375.5,False,False,0.43317419046919053,False
8479,RAB15,376267,NORMAL,NOT,0.5601876958792507,1165.0,False,False,0.6016453907520853,False
8480,GPR64,10149,NORMAL,NOT,9.147700293307151e-11,2190.5,True,True,3.365847126025155e-10,False
8481,RSL1D1,26156,NOT,NOT,1.0423109326676554e-07,478.0,True,True,2.6156190240897364e-07,False
8482,ING1,3621,NOT,NOT,0.6715478505124453,1312.0,False,False,0.7074566865714572,False
8483,MYO18A,399687,NOT,NOT,1.2179381349129751e-05,1885.0,True,True,2.4270251794464927e-05,False
8484,SDHA,6389,NORMAL,NOT,1.6726678424614218e-09,375.5,True,True,5.193266890460291e-09,False
8485,HDAC4,9759,NOT,NOT,0.4278590136786551,1134.5,False,False,0.47241561230774476,False
8486,FUK,197258,NOT,NOT,5.674106078747612e-07,1976.0,True,True,1.3050217349269739e-06,False
8487,CCDC58,131076,NOT,NOT,1.644663973925622e-16,53.5,True,True,2.9146683970166685e-15,False
8488,AGL,178,NORMAL,NORMAL,0.19137978209040507,1060.0,False,False,0.22507412681457964,False
8489,C22orf31,25770,NORMAL,NOT,0.4298842475956821,1365.0,False,False,0.474470849298684,False
8490,APOA1BP,128240,NOT,NORMAL,9.996463237875633e-11,311.5,True,True,3.661153990121195e-10,False
8491,SCRN2,90507,NOT,NOT,1.1471087434974706e-07,2019.5,True,True,2.8636276797570526e-07,False
8492,TERF2IP,54386,NOT,NOT,2.377891841294698e-16,2440.0,True,True,3.785727244906854e-15,False
8493,RNF43,54894,NORMAL,NORMAL,4.5797847343213874e-11,294.5,True,True,1.7703240386082337e-10,False
8494,GK,2710,NOT,NOT,2.0220669288164316e-11,2223.0,True,True,8.25910596059614e-11,False
8495,TRIM56,81844,NOT,NOT,6.748053852711353e-05,1828.5,True,True,0.0001238220935562296,False
8496,DEK,7913,NOT,NORMAL,1.5772336639842218e-09,374.0,True,True,4.915517146910957e-09,False
8497,R3HDM2,22864,NORMAL,NOT,0.4992428682677921,1348.5,False,False,0.5434509529154467,False
8498,NKAIN4,128414,NOT,NOT,0.017195480853633618,904.0,True,True,0.02362617766217456,False
8499,PRPF40B,25766,NOT,NOT,2.493681971206877e-11,281.5,True,True,1.0048601831723537e-10,False
8500,METTL8,79828,NOT,NOT,2.2521921042123667e-16,59.0,True,True,3.63598602139411e-15,False
8501,RP11-176H8.1,0,NORMAL,NOT,3.219287659647039e-05,1853.5,True,True,6.12412097089845e-05,False
8502,DCAF12,25853,NOT,NOT,0.0016859860974604182,794.0,True,True,0.00263929724269407,False
8503,KLHL32,114792,NORMAL,NOT,4.257732745958134e-12,2255.5,True,True,1.961395551638047e-11,False
8504,UBQLN1,29979,NORMAL,NOT,0.007542483845099968,862.0,True,True,0.01085712927456895,False
8505,HELLS,3070,NOT,NOT,3.037678319830685e-17,24.5,True,True,1.3264071441316098e-15,False
8506,HUWE1,10075,NOT,NOT,3.122859557639759e-05,645.5,True,True,5.949205873205429e-05,False
8507,CYP4Z1,199974,NOT,NOT,6.900170168364611e-08,2032.5,True,True,1.7685525171884075e-07,False
8508,KCNJ6,3763,NOT,NOT,0.6259105204556092,1179.0,False,False,0.6651045236433936,False
8509,SWSAP1,126074,NOT,NOT,0.42784792250993986,1365.5,False,False,0.47241561230774476,False
8510,CLCN1,1180,NORMAL,NOT,0.00014918615933681186,699.5,True,True,0.00026312496960655227,False
8511,HEPN1,641654,NOT,NOT,0.011855923131460984,1610.0,True,True,0.016634564889235058,False
8512,NKG7,4818,NOT,NOT,6.4220149073956704e-12,2247.0,True,True,2.8534029713287093e-11,False
8513,RP11-552F3.12,0,NOT,NOT,0.012088897660585783,885.5,True,True,0.01694132449798162,False
8514,UBL3,5412,NOT,NOT,1.6920596328621803e-16,2446.0,True,True,2.9659498462614296e-15,False
8515,FSCN2,25794,NOT,NOT,2.7489288826493194e-08,2056.5,True,True,7.347196919697827e-08,False
8516,BTF3,689,NORMAL,NOT,0.12666886531928268,1028.0,False,False,0.15354853552131048,False
8517,MYL6B,140465,NORMAL,NOT,4.5246212284119145e-09,399.0,True,True,1.3281704625457236e-08,False
8518,PC,5091,NOT,NOT,4.6905236634708054e-15,113.0,True,True,4.3077509987484404e-14,False
8519,SNX21,90203,NOT,NOT,1.9812434823745964e-12,2271.0,True,True,9.665625856543675e-12,False
8520,LRRC4C,57689,NOT,NOT,9.502346649957562e-09,2083.0,True,True,2.6820736896361943e-08,False
8521,NT5E,4907,NOT,NOT,0.29309274849959277,1403.0,False,False,0.33456471060009657,False
8522,VANGL2,57216,NOT,NOT,1.4746159125012835e-10,320.0,True,True,5.263221051334643e-10,False
8523,PPP5C,5536,NOT,NOT,0.0025562828657949856,812.0,True,True,0.0039038000801457193,False
8524,CD1A,909,NOT,NOT,0.327599444395556,1107.5,False,False,0.37037995862329515,False
8525,ARMCX5,64860,NOT,NOT,0.33962244058289415,1111.0,False,False,0.38287951551547766,False
8526,AGAP2-AS1,0,NOT,NOT,1.805526066684543e-10,324.5,True,True,6.353730454670092e-10,False
8527,TDP2,51567,NOT,NORMAL,0.47332744659645554,1354.5,False,False,0.5178087801816139,False
8528,TAP1,6890,NOT,NOT,0.6565466358116983,1315.0,False,False,0.6933657155875015,False
8529,IGSF11,152404,NOT,NOT,4.764382004186894e-13,200.5,True,True,2.6261869534884682e-12,False
8530,EOMES,8320,NOT,NOT,0.0004269707490018993,1761.5,True,True,0.0007146516509066767,False
8531,SIRPG,55423,NOT,NOT,0.3125015009995141,1103.0,False,False,0.3548550287688697,False
8532,ZFP91-CNTF,0,NOT,NOT,0.3947961552672288,1370.5,False,False,0.4393830422781457,False
8533,INPPL1,3636,NORMAL,NOT,0.004962610879027357,1658.0,True,True,0.007321016476105687,False
8534,GNPTG,84572,NORMAL,NOT,4.482486707076788e-14,2345.0,True,True,3.114841426578902e-13,False
8535,GPR65,8477,NOT,NORMAL,1.904495831418481e-16,2444.0,True,True,3.2041815991560837e-15,False
8536,GFRA1,2674,NOT,NOT,3.191640800171585e-14,2351.5,True,True,2.302112518704139e-13,False
8537,AIF1L,83543,NORMAL,NORMAL,1.3956617528258067e-08,2073.5,True,True,3.852062115364405e-08,False
8538,MRPL39,54148,NOT,NOT,0.023089945456569273,920.0,True,True,0.031150238794395484,False
8539,SNAI1,6615,NOT,NOT,5.359295798049951e-06,1910.5,True,True,1.11016598031801e-05,False
8540,EFEMP1,2202,NORMAL,NOT,1.902534734836901e-16,2444.0,True,True,3.2041815991560837e-15,False
8541,AGTPBP1,23287,NORMAL,NOT,1.5932896053414843e-16,2447.0,True,True,2.858164531918566e-15,False
8542,CCBE1,147372,NORMAL,NOT,5.52242592287425e-15,2384.0,True,True,4.9722598530392896e-14,False
8543,EFCAB5,374786,NOT,NOT,3.072113675214454e-07,1993.0,True,True,7.294950342175902e-07,False
8544,MCL1,4170,NOT,NOT,8.719504903967187e-13,2287.5,True,True,4.5438747274821465e-12,False
8545,CPS1,1373,NORMAL,NOT,0.5440561720389304,1338.5,False,False,0.5863243360881137,False
8546,COPA,1314,NOT,NOT,6.938679987780363e-05,672.5,True,True,0.00012707059979741946,False
8547,RAB38,23682,NOT,NOT,3.3013169563424495e-10,338.0,True,True,1.1239702487350378e-09,False
8548,HCAR3,8843,NORMAL,NOT,0.9862488807973497,1253.0,False,False,0.9887674281176465,False
8549,KLK5,25818,NORMAL,NORMAL,0.7879798312047347,1210.5,False,False,0.8143333073739676,False
8550,ENPP5,59084,NORMAL,NOT,5.146351656804288e-11,2203.0,True,True,1.9729965572857096e-10,False
8551,FARSA,2193,NOT,NOT,8.89938176826602e-13,213.0,True,True,4.633418325702095e-12,False
8552,JMJD7-PLA2G4B,8681,NOT,NOT,0.4649242648797489,1143.5,False,False,0.5093263159234994,False
8553,EMC9,51016,NOT,NOT,3.147796714180718e-11,286.5,True,True,1.248064912496486e-10,False
8554,CNKSR3,154043,NOT,NOT,0.32083529862845095,1105.5,False,False,0.36343801861026165,False
8555,PRKCDBP,112464,NOT,NOT,3.975242396896016e-05,1846.5,True,True,7.478200196708992e-05,False
