,Hugo_Symbol,Entrez_Gene_Id,Normality_NormalSample,Normality_CancerSample,p,stat,expressed,fdr_hypothesis,fdr,corrected
0,HIST3H2A,92815,NOT,NOT,3.992417898227317e-11,291.5,True,True,1.5582697512850635e-10,False
1,LIN7B,64130,NOT,NOT,0.34664948126015327,1113.0,False,False,0.3902896531752026,False
2,LXN,56925,NOT,NOT,1.7671094744159914e-07,2008.0,True,True,4.312915536950587e-07,False
3,CNKSR2,22866,NORMAL,NOT,1.7111044341718963e-12,2274.0,True,True,8.46002550095006e-12,False
4,SCML1,6322,NOT,NOT,0.004456068417772076,1663.0,True,True,0.006603635748221036,False
5,AC024592.12,0,NOT,NOT,0.10895680245830637,1017.0,False,False,0.13346820887936262,False
6,GSDMD,79792,NOT,NOT,3.7463146170598573e-07,1987.5,True,True,8.809908114580593e-07,False
7,AKR1C1,1645,NOT,NOT,0.00739779903005631,861.0,True,True,0.010659519413147281,False
8,C3orf62,375341,NORMAL,NOT,3.912050498137707e-09,2104.5,True,True,1.1583934239857541e-08,False
9,CRISPLD2,83716,NOT,NOT,1.8880820319946962e-05,1871.0,True,True,3.681333758770697e-05,False
10,DOCK5,80005,NORMAL,NOT,8.238232134324727e-09,2086.5,True,True,2.344425142492494e-08,False
11,SLC33A1,9197,NORMAL,NOT,4.4723599402152885e-11,294.0,True,True,1.731899080188727e-10,False
12,GLI1,2735,NOT,NOT,0.5648579514737495,1166.0,False,False,0.6061573556782844,False
13,STK17B,9262,NOT,NOT,3.092514977814856e-12,2262.0,True,True,1.4561795656840093e-11,False
14,RP5-966M1.6,0,NOT,NOT,2.368194739887386e-09,2116.5,True,True,7.206370289158815e-09,False
15,VPS52,6293,NORMAL,NOT,0.7173516621685363,1303.0,False,False,0.7498146858607267,False
16,HAGHL,84264,NOT,NOT,0.011180150651187517,881.5,True,True,0.01574735444166557,False
17,CDC37L1,55664,NOT,NOT,1.9639476929147153e-14,2360.5,True,True,1.4978894655674045e-13,False
18,KRT10,3858,NOT,NORMAL,6.32534799295302e-15,118.5,True,True,5.6036095681160726e-14,False
19,AEN,64782,NORMAL,NOT,0.4119816560668029,1130.5,False,False,0.45639240147197774,False
20,CYHR1,50626,NORMAL,NOT,0.000825814364977351,764.5,True,True,0.0013370143537941648,False
21,VWA1,64856,NORMAL,NOT,1.518608900679967e-06,1948.0,True,True,3.3434257958123437e-06,False
22,EXOSC9,5393,NORMAL,NOT,0.7019634941376263,1306.0,False,False,0.7354158746888291,False
23,TNFAIP8L2,79626,NOT,NOT,1.7794005354384757e-15,2404.5,True,True,1.9064477063856077e-14,False
24,PFDN2,5202,NORMAL,NOT,6.664194845218935e-15,119.5,True,True,5.86768429924348e-14,False
25,TCP1,6950,NOT,NOT,9.129823957543238e-13,213.5,True,True,4.743389740347652e-12,False
26,ALG9,79796,NOT,NOT,3.658108783225866e-09,2106.0,True,True,1.088797884738574e-08,False
27,RPS15A,6210,NORMAL,NOT,0.6994095505367783,1306.5,False,False,0.7331897456727055,False
28,PMEL,6490,NORMAL,NOT,0.1679254319518242,1049.5,False,False,0.1994056822597625,False
29,SFMBT1,51460,NOT,NOT,0.9615066689316705,1257.5,False,False,0.9680672273977041,False
30,CYBA,1535,NOT,NOT,3.3815973998483513e-09,2108.0,True,True,1.0101520851181093e-08,False
31,GINS1,9837,NOT,NOT,2.8597988341441255e-17,23.5,True,True,1.3176754528214198e-15,False
32,GPX3,2878,NORMAL,NOT,8.450565914442319e-18,2497.0,True,True,1.2851957852852046e-15,False
33,IPO9,55705,NORMAL,NOT,5.537195926992678e-12,250.0,True,True,2.4949154835367372e-11,False
34,SHKBP1,92799,NOT,NOT,0.05704765493623838,973.5,False,False,0.07282028499769937,False
35,ARHGAP40,343578,NOT,NOT,0.11282090195101523,1019.5,False,False,0.13782616054712735,False
36,ENO3,2027,NORMAL,NOT,0.12334719269107497,1026.0,False,False,0.14975210863295524,False
37,COX19,90639,NORMAL,NOT,0.0010832759790317052,775.5,True,True,0.0017320985318190214,False
38,LMF1,64788,NOT,NOT,8.162057892954633e-12,2242.0,True,True,3.560594699514931e-11,False
39,S100P,6286,NORMAL,NOT,0.29787211135190417,1098.5,False,False,0.3396080203012239,False
40,RDH14,57665,NORMAL,NOT,0.0018295807122528068,1702.5,True,True,0.002850983835844059,False
41,GDE1,51573,NOT,NOT,6.087288140310258e-07,1974.0,True,True,1.3959631305437369e-06,False
42,LSM14B,149986,NOT,NOT,1.1488166422722712e-13,173.0,True,True,7.224538585822165e-13,False
43,TLE2,7089,NOT,NOT,4.197925449112816e-15,2389.0,True,True,3.9114974181997794e-14,False
44,ACOT8,10005,NORMAL,NOT,0.14380290005319285,1462.5,False,False,0.1727224070934122,False
45,EIF4EBP3,8637,NOT,NOT,1.2570279868900768e-10,2183.5,True,True,4.527764485722702e-10,False
46,LRP2BP,55805,NORMAL,NOT,2.946136366535271e-17,2476.0,True,True,1.3176754528214198e-15,False
47,PELO,53918,NORMAL,NOT,5.508722721251148e-11,2201.5,True,True,2.1039837499361834e-10,False
48,CDIPT,10423,NORMAL,NOT,0.0003595529090509665,1768.0,True,True,0.0006065107415150324,False
49,C19orf44,84167,NORMAL,NORMAL,4.816736324288531e-05,1840.0,True,True,8.965533886659237e-05,False
50,PABPN1,8106,NOT,NOT,1.6242054690568182e-06,554.0,True,True,3.5665627911473923e-06,False
51,NFKBIB,4793,NOT,NOT,0.08476610436834903,999.5,False,False,0.10551990767746451,False
52,ZWINT,11130,NORMAL,NOT,4.4459068113610063e-17,31.0,True,True,1.489383468482557e-15,False
53,DYNLL1,8655,NORMAL,NOT,1.1697304527663833e-06,544.5,True,True,2.6066942171748285e-06,False
54,NRXN3,9369,NORMAL,NOT,7.666064802862054e-06,1899.5,True,True,1.563631521572518e-05,False
55,FYTTD1,84248,NORMAL,NOT,3.400364502716602e-08,449.0,True,True,9.00111810978077e-08,False
56,CAPRIN1,4076,NORMAL,NOT,1.6310693001191766e-08,430.5,True,True,4.467531656819213e-08,False
57,AOC3,8639,NOT,NOT,3.122532880255839e-17,2475.0,True,True,1.3264071441316098e-15,False
58,KIFC3,3801,NOT,NOT,7.58626941102781e-09,2088.5,True,True,2.1658040666915458e-08,False
59,DOCK11,139818,NOT,NOT,6.498462845443584e-17,2462.5,True,True,1.7375813775071286e-15,False
60,NENF,29937,NORMAL,NOT,0.10516043655433369,1014.5,False,False,0.12910571682724145,False
61,TMEM231,79583,NOT,NOT,4.8465168008640806e-08,2042.0,True,True,1.2612771578024554e-07,False
62,DNAH17,8632,NORMAL,NOT,0.06667059972755322,983.5,False,False,0.08419422173711413,False
63,DCHS1,8642,NOT,NOT,3.4682633174594916e-11,2211.5,True,True,1.3651002234931127e-10,False
64,ZFYVE19,84936,NOT,NOT,0.00028724324926047897,723.5,True,True,0.0004903772241303266,False
65,NTRK1,4914,NOT,NOT,3.3751588676522406e-06,1924.5,True,True,7.142701144027007e-06,False
66,CCDC62,84660,NORMAL,NOT,0.004126247112351053,1666.5,True,True,0.006140142894811305,False
67,HS3ST4,9951,NOT,NOT,0.9137301247498919,1234.0,False,False,0.926820967944007,False
68,SLC5A8,160728,NOT,NOT,7.024819458843523e-12,2244.5,True,True,3.099712800805156e-11,False
69,WDR53,348793,NOT,NOT,2.5353944323731246e-17,21.5,True,True,1.2974494055533225e-15,False
70,NLN,57486,NOT,NOT,2.1033225900939706e-15,98.5,True,True,2.1919100701642507e-14,False
71,TBC1D31,93594,NORMAL,NORMAL,1.236314215227303e-15,89.0,True,True,1.4135161057560846e-14,False
72,NOXRED1,122945,NORMAL,NOT,0.17994630305236592,1445.0,False,False,0.21246633551831134,False
73,ZNF597,146434,NOT,NOT,1.6810262548218656e-15,2405.5,True,True,1.8234883788855894e-14,False
74,RNF114,55905,NORMAL,NOT,0.000845631116586722,1734.5,True,True,0.001367944333648808,False
75,JOSD2,126119,NOT,NORMAL,0.2289579899952453,1075.0,False,False,0.26607794383477695,False
76,SFRP2,6423,NOT,NOT,0.000643621367803614,754.5,True,True,0.001054391572196058,False
77,PNMA2,10687,NORMAL,NOT,5.629122999653483e-17,2465.0,True,True,1.6133430234911366e-15,False
78,CDH10,1008,NOT,NOT,6.0438608113455056e-09,2093.5,True,True,1.747116725501901e-08,False
79,HENMT1,113802,NORMAL,NOT,0.0170556888994647,903.5,True,True,0.02343969974051334,False
80,STX16,8675,NORMAL,NORMAL,0.0014639975131033936,788.0,True,True,0.0023053127756116915,False
81,PTX3,5806,NOT,NOT,6.916832682496623e-07,1970.5,True,True,1.5769867307658593e-06,False
82,BFAR,51283,NOT,NORMAL,3.842862426528413e-06,1920.5,True,True,8.075106242340146e-06,False
83,MEP1B,4225,NORMAL,NOT,0.7924765315307093,1212.5,False,False,0.8187328558216018,False
84,SHROOM3,57619,NOT,NOT,3.990086520052919e-16,2431.0,True,True,5.602686199091146e-15,False
85,NUP107,57122,NOT,NOT,1.282305224395621e-13,175.0,True,True,7.949412401072972e-13,False
86,HS6ST1,9394,NORMAL,NOT,3.079597784336884e-11,286.0,True,True,1.2224276591089077e-10,False
87,BRWD3,254065,NOT,NOT,2.338567799592045e-05,636.0,True,True,4.517115458206547e-05,False
88,FGF11,2256,NOT,NOT,4.720710460648249e-17,32.0,True,True,1.5149386998912886e-15,False
89,CCDC138,165055,NOT,NOT,1.5946699089006548e-11,272.0,True,True,6.60713578101915e-11,False
90,FAM193B,54540,NORMAL,NOT,0.0018316130294813698,1702.5,True,True,0.0028531212880334228,False
91,BATF,10538,NORMAL,NOT,4.822783837212182e-05,1840.0,True,True,8.974856273601254e-05,False
92,COL4A2,1284,NORMAL,NORMAL,0.033429206752729694,1559.0,True,True,0.044019176024758466,False
93,AGFG2,3268,NOT,NOT,7.789426977875284e-11,2194.0,True,True,2.8963054464656807e-10,False
94,TVP23B,51030,NOT,NOT,0.002103958929430321,803.5,True,True,0.0032506833472774163,False
95,FBXO42,54455,NORMAL,NOT,0.16472234184681833,1452.0,False,False,0.1959993087489851,False
96,NBEAL1,65065,NOT,NOT,5.382860586147182e-07,1977.5,True,True,1.2420050303952526e-06,False
97,BCL6,604,NOT,NOT,0.0001581394419414701,1798.5,True,True,0.0002779669169249996,False
98,DNAJC3,5611,NORMAL,NOT,3.341533409634363e-08,2051.5,True,True,8.853526020158531e-08,False
99,C1orf233,643988,NOT,NOT,0.01371437299322864,892.0,True,True,0.019069204238411522,False
100,ADH6,130,NOT,NORMAL,0.005236484977803297,1655.5,True,True,0.007698034794235527,False
101,VPS13B,157680,NORMAL,NOT,0.6665345431218666,1313.0,False,False,0.702724215559184,False
102,ZMYM3,9203,NOT,NOT,0.8388338234234061,1280.0,False,False,0.8602038686812867,False
103,SEMA3D,223117,NOT,NOT,0.07758636560559865,1506.5,False,False,0.09711647459145835,False
104,ITGB6,3694,NORMAL,NORMAL,2.8546482418096077e-13,2309.5,True,True,1.6438016125753658e-12,False
105,RBM44,375316,NOT,NOT,0.0036604305572416167,1672.0,True,True,0.005484924993715335,False
106,CEACAM21,90273,NORMAL,NOT,2.163376071061763e-15,2401.0,True,True,2.241835572408159e-14,False
107,ETV6,2120,NOT,NOT,0.00810634252845044,865.5,True,True,0.011624227374365515,False
108,C1RL,51279,NOT,NOT,3.0100727120874674e-07,1993.5,True,True,7.154513772882636e-07,False
109,CCDC181,57821,NOT,NOT,2.1031161825632904e-13,2315.5,True,True,1.2472135960789853e-12,False
110,GPN3,51184,NOT,NOT,0.0013613291708744536,785.0,True,True,0.0021524756242920257,False
111,RAP1GAP,5909,NOT,NORMAL,4.048014150056965e-12,2256.5,True,True,1.872775694757206e-11,False
112,MAGED2,10916,NORMAL,NOT,5.005355615769551e-07,1979.5,True,True,1.1595483205366634e-06,False
113,C1orf85,112770,NORMAL,NOT,0.0006432587497805358,754.5,True,True,0.001053897467987363,False
114,JRKL,8690,NORMAL,NOT,0.00023173642766097778,715.5,True,True,0.00039912729689365814,False
115,BHLHE40,8553,NORMAL,NOT,0.011402008316460165,1617.5,True,True,0.016043796828773264,False
116,NMUR1,10316,NORMAL,NOT,1.513016427373697e-16,2448.0,True,True,2.766431776364328e-15,False
117,SPATA18,132671,NOT,NOT,4.4168691233699154e-13,2301.0,True,True,2.452633047451472e-12,False
118,NTPCR,84284,NORMAL,NOT,2.5612475518368708e-05,639.0,True,True,4.9276702815438185e-05,False
119,CBWD3,55871,NOT,NOT,0.0035419462157580328,826.5,True,True,0.005317844679056146,False
120,TLDC2,140711,NORMAL,NOT,1.256304755351651e-06,1953.5,True,True,2.78954558466578e-06,False
121,C14orf119,55017,NORMAL,NORMAL,0.9752487996611157,1245.0,False,False,0.9794458849544839,False
122,GNAI2,2771,NOT,NOT,8.42669533825244e-17,2458.0,True,True,1.9520310090052717e-15,False
123,MNDA,4332,NOT,NOT,1.5557000456050822e-16,2447.5,True,True,2.8188083987719617e-15,False
124,RP11-347C12.3,0,NOT,NOT,0.00020803575910145452,1788.5,True,True,0.00036042701218309364,False
125,CLEC6A,93978,NOT,NOT,2.297749680927124e-13,2313.5,True,True,1.3469163806588415e-12,False
126,FCGR2A,2212,NOT,NOT,4.301136994810443e-13,2301.5,True,True,2.3929836259372112e-12,False
127,REV1,51455,NOT,NOT,0.15856160304109468,1455.0,False,False,0.1891582044624667,False
128,ECH1,1891,NORMAL,NOT,0.0023325275897488735,1692.0,True,True,0.003582362563381205,False
129,ZNF491,126069,NOT,NOT,1.3353990833590553e-12,2279.0,True,True,6.734654780310668e-12,False
130,SEP15,0,NORMAL,NOT,3.165700890863518e-05,1854.0,True,True,6.0258345382824017e-05,False
131,LRRC24,441381,NOT,NOT,0.6968875498460603,1307.0,False,False,0.7309677291674382,False
132,C1orf109,54955,NOT,NOT,1.2545367836999644e-11,267.0,True,True,5.307891976100143e-11,False
133,GMFG,9535,NOT,NOT,5.608749943591709e-17,2465.0,True,True,1.6133430234911366e-15,False
134,MAGEH1,28986,NOT,NOT,5.393847730390106e-13,2297.0,True,True,2.9389323828961006e-12,False
135,GMFB,2764,NOT,NOT,1.832001504734549e-06,1942.5,True,True,3.999978007367206e-06,False
136,AC068987.1,0,NOT,NOT,2.0390908247982065e-09,380.0,True,True,6.253380791476836e-09,False
137,APOBEC3G,60489,NOT,NOT,0.23707372434223406,1422.0,False,False,0.27495785182251997,False
138,SLC7A2,6542,NOT,NOT,3.713093908700818e-11,2210.0,True,True,1.4568180166433484e-10,False
139,IQCH,64799,NORMAL,NOT,0.43191491559937945,1364.5,False,False,0.476427441860627,False
140,FAM83G,644815,NOT,NOT,3.014073998048888e-11,285.5,True,True,1.1976812092992016e-10,False
141,CCNA2,890,NOT,NOT,2.949336027225502e-17,24.0,True,True,1.3176754528214198e-15,False
142,PSMC1,5700,NOT,NOT,5.988598068270291e-11,300.5,True,True,2.2746928678401337e-10,False
143,TGIF1,7050,NORMAL,NOT,0.0005958345635196633,751.5,True,True,0.0009812242216207991,False
144,C18orf21,83608,NOT,NORMAL,3.6843157227743336e-05,651.0,True,True,6.960471796907985e-05,False
145,CD180,4064,NORMAL,NOT,0.03343928491883678,1559.0,True,True,0.044019176024758466,False
146,TDRKH,11022,NORMAL,NOT,0.9203679149955436,1265.0,False,False,0.9327379064678079,False
147,TXNDC15,79770,NOT,NOT,1.6290896043766125e-14,2364.0,True,True,1.2739937942782245e-13,False
148,RP11-849F2.7,0,NORMAL,NOT,0.29624764568353235,1402.0,False,False,0.33792115327407646,False
149,CTNNA3,29119,NOT,NOT,0.026289778492630655,1572.5,True,True,0.0351432270726762,False
150,IPO5,3843,NORMAL,NOT,0.0011789205884450635,779.0,True,True,0.0018766912242341018,False
151,C8B,732,NORMAL,NOT,4.0008298978317437e-16,2427.0,True,True,5.602686199091146e-15,False
152,CCL3L1,6349,NOT,NORMAL,0.4218828786959933,1367.0,False,False,0.46628449964640334,False
153,ANKRD33B,651746,NORMAL,NORMAL,0.000826890303153734,1735.5,True,True,0.001338380023140706,False
154,DGKD,8527,NORMAL,NOT,1.88740506659051e-10,2174.5,True,True,6.63053810704315e-10,False
155,TMPO,7112,NOT,NOT,1.70697818800263e-11,273.5,True,True,7.042762884582143e-11,False
156,LY86,9450,NOT,NOT,2.9253553387837985e-16,2436.5,True,True,4.398866135772898e-15,False
157,LDOC1,23641,NOT,NOT,0.231638213341261,1076.0,False,False,0.26897886127915205,False
158,MAD2L1,4085,NORMAL,NORMAL,3.315796635566026e-17,26.0,True,True,1.3375205332542975e-15,False
159,BHMT2,23743,NOT,NOT,2.515528255771145e-13,2312.0,True,True,1.4676038709370663e-12,False
160,BAI1,575,NORMAL,NOT,0.8577438815043971,1223.5,False,False,0.8770387287774983,False
161,TOMM70A,9868,NOT,NOT,4.850062396409227e-16,72.5,True,True,6.5610671807337034e-15,False
162,MRI1,84245,NORMAL,NOT,0.0004612561472684894,741.5,True,True,0.0007680933048065505,False
163,ARAP1,116985,NOT,NOT,8.288344142126347e-13,2288.5,True,True,4.341497029278638e-12,False
164,DZIP1,22873,NORMAL,NOT,0.19256729280716423,1060.5,False,False,0.22639172337306124,False
165,VDAC3,7419,NOT,NOT,1.608275141185451e-07,489.5,True,True,3.9425220752062815e-07,False
166,RBM42,79171,NOT,NOT,0.00013733286349386007,696.5,True,True,0.00024315109325165856,False
167,MROH7-TTC4,0,NOT,NOT,0.006070702064109498,1648.5,True,True,0.00885766105425271,False
168,ZNF2,7549,NOT,NOT,0.11279174433652185,1019.5,False,False,0.13782616054712735,False
169,ATP8B2,57198,NOT,NOT,2.135499375638306e-05,1867.0,True,True,4.1403761744278044e-05,False
170,MMADHC,27249,NORMAL,NOT,1.9972492911036738e-06,560.0,True,True,4.337752263492075e-06,False
171,SIK3,23387,NOT,NOT,1.3570034330889016e-05,1881.5,True,True,2.6907982445604655e-05,False
172,GOLIM4,27333,NOT,NOT,0.0019872666180936745,801.0,True,True,0.003080680542099564,False
173,FLJ20306,0,NORMAL,NOT,0.006528118807085243,855.0,True,True,0.009487099384838221,False
174,TSHZ2,128553,NOT,NOT,1.8024131476894437e-05,627.5,True,True,3.521054746843282e-05,False
175,ADAM11,4185,NOT,NOT,1.492991192451451e-07,487.5,True,True,3.6750388785407263e-07,False
176,SPCS2,9789,NORMAL,NOT,0.34842020873154,1113.5,False,False,0.3921025785993487,False
177,SNX18,112574,NOT,NOT,1.0335756550088133e-12,2284.0,True,True,5.326676443996793e-12,False
178,KIF17,57576,NORMAL,NOT,2.3959607823802526e-17,2479.5,True,True,1.2858241595082867e-15,False
179,PARP11,57097,NORMAL,NORMAL,0.20458788012849072,1065.5,False,False,0.23946252267812362,False
180,RAB42,115273,NOT,NOT,0.9067005624794973,1267.5,False,False,0.9207198398071151,False
181,ACP6,51205,NORMAL,NOT,0.696873717458535,1193.0,False,False,0.7309677291674382,False
182,IL7,3574,NOT,NOT,2.042026884357717e-09,2120.0,True,True,6.259051530745131e-09,False
183,RBPMS2,348093,NOT,NOT,1.8870374601442075e-12,2272.0,True,True,9.254657507614628e-12,False
184,AGTR2,186,NOT,NOT,3.064275627562728e-14,2348.5,True,True,2.224174851518745e-13,False
185,PLA2G4D,283748,NORMAL,NOT,6.1107064307880824e-06,593.5,True,True,1.2579745427969886e-05,False
186,ANKRD20A4,441425,NOT,NOT,0.056349368912402345,1527.0,False,False,0.0719623972766874,False
187,MTDH,92140,NOT,NORMAL,3.4182763121697065e-05,648.5,True,True,6.48623937749689e-05,False
188,MT-CYB,4519,NORMAL,NOT,1.1223597151342425e-10,2186.0,True,True,4.0815070165964396e-10,False
189,TRIP6,7205,NOT,NOT,1.401322198699565e-05,619.5,True,True,2.7745376484280786e-05,False
190,CES1,1066,NORMAL,NOT,7.793617451936366e-06,1899.0,True,True,1.5886105189640205e-05,False
191,CYSLTR1,10800,NOT,NOT,2.2846530703852367e-15,2400.0,True,True,2.3458661238256456e-14,False
192,TBL1Y,90665,NORMAL,NOT,0.5815245865369723,1329.0,False,False,0.6224186637190952,False
193,SH3BGRL,6451,NORMAL,NOT,6.654757396371324e-16,2422.0,True,True,8.519008831049732e-15,False
194,TAF15,8148,NORMAL,NORMAL,7.794478816346858e-05,676.5,True,True,0.0001418110811504918,False
195,NMU,10874,NORMAL,NOT,4.5082635894930746e-14,155.0,True,True,3.1177043037827406e-13,False
196,IL17REL,400935,NOT,NOT,0.010014679296278936,877.0,True,True,0.014198078362184539,False
197,AC079354.1,0,NORMAL,NOT,9.609243957976092e-10,2133.5,True,True,3.091241887784674e-09,False
198,NPIPA1,9284,NOT,NOT,0.00309973187537626,1679.5,True,True,0.004683074019700257,False
199,DNAJA3,9093,NORMAL,NOT,3.84509904495834e-10,341.5,True,True,1.2953214898918743e-09,False
200,TIAF1,9220,NOT,NOT,0.00013746649729787087,1803.5,True,True,0.0002433128832808114,False
201,KAT5,10524,NORMAL,NOT,1.0198159855709691e-10,2188.0,True,True,3.728533576875871e-10,False
202,CPNE9,151835,NORMAL,NOT,4.474741496953051e-11,2206.0,True,True,1.732044798562939e-10,False
203,KIAA0895,23366,NOT,NOT,0.39452617505812126,1374.0,False,False,0.4391108610353099,False
204,CHORDC1,26973,NORMAL,NOT,1.1196603195089926e-12,217.5,True,True,5.71914015952627e-12,False
205,IL26,55801,NOT,NOT,0.05435193031749288,1526.5,False,False,0.06956064574267962,False
206,TLR10,81793,NORMAL,NOT,0.03430355799434738,1557.5,True,True,0.04507446294609805,False
207,ELP3,55140,NOT,NOT,0.010317542804838807,1622.5,True,True,0.014602290017498803,False
208,SLC38A11,151258,NOT,NORMAL,0.8794476158698229,1272.5,False,False,0.8966841510197576,False
209,RIOK1,83732,NOT,NOT,6.152192605545838e-14,161.0,True,True,4.124141531269086e-13,False
210,HIBCH,26275,NOT,NOT,0.03342443319011161,941.0,True,True,0.044019176024758466,False
211,OGFOD1,55239,NOT,NOT,0.0008150498431447701,764.0,True,True,0.0013209481227437756,False
212,RRH,10692,NORMAL,NOT,0.0017415824915556137,1704.5,True,True,0.0027214687961667323,False
213,ALDOB,229,NOT,NOT,3.425738081089645e-06,1924.0,True,True,7.246677945393104e-06,False
214,CSNK1G2,1455,NOT,NOT,4.770714659423532e-06,586.0,True,True,9.928212955251358e-06,False
215,ADIPOR2,79602,NORMAL,NORMAL,0.7354740204352038,1299.5,False,False,0.7667931485697916,False
216,GNA14,9630,NOT,NOT,3.128630062244289e-17,2475.0,True,True,1.3264071441316098e-15,False
217,CCDC68,80323,NOT,NOT,1.1978573274517503e-16,2452.0,True,True,2.4196306588067955e-15,False
218,ZNF564,163050,NOT,NOT,3.52543562025967e-05,1850.5,True,True,6.678572249148568e-05,False
219,ANKRD6,22881,NORMAL,NOT,1.071623066413039e-05,1889.0,True,True,2.1535933541513783e-05,False
220,NDUFS3,4722,NOT,NOT,0.00035489576056298643,731.5,True,True,0.0005991814174868638,False
221,EFCAB4B,84766,NORMAL,NOT,0.0017686820385387797,796.0,True,True,0.002760320012264651,False
222,DLGAP1,9229,NORMAL,NOT,0.0033151157902758794,1676.5,True,True,0.004993340768769363,False
223,STRN,6801,NORMAL,NOT,1.2528111231345481e-06,546.5,True,True,2.783219155368997e-06,False
224,SCARF2,91179,NOT,NOT,1.8988558914649098e-06,1941.5,True,True,4.134451162724517e-06,False
225,C5orf22,55322,NORMAL,NORMAL,6.948131691081375e-13,208.0,True,True,3.6886593412240545e-12,False
226,PTPN2,5771,NOT,NOT,0.06168851904451536,978.5,False,False,0.07835245608042471,False
227,FBXO45,200933,NORMAL,NOT,1.0366733769232925e-16,45.5,True,True,2.198817866194362e-15,False
228,TOP2B,7155,NORMAL,NOT,0.0006848764111055884,1743.0,True,True,0.0011190466671250386,False
229,ZNF16,7564,NORMAL,NOT,9.749707225829477e-11,311.0,True,True,3.578206762825669e-10,False
230,CYP2F1,1572,NOT,NOT,1.5705748969929753e-09,2125.0,True,True,4.898299574932957e-09,False
231,AMIGO1,57463,NOT,NOT,2.866655659435473e-14,2353.5,True,True,2.0927547309489138e-13,False
232,STX16-NPEPL1,0,NORMAL,NOT,0.000473598284193843,1757.5,True,True,0.0007875828224344087,False
233,PPDPF,79144,NOT,NOT,0.003388219637693885,1675.5,True,True,0.005096786332389574,False
234,ESPN,83715,NOT,NOT,4.807129199720271e-12,247.0,True,True,2.193427282756674e-11,False
235,LAPTM4A,9741,NOT,NOT,9.821253335340089e-10,2137.0,True,True,3.152985529975842e-09,False
236,KCNK3,3777,NOT,NOT,1.0739755926748692e-17,2493.0,True,True,1.2851957852852046e-15,False
237,FABP7,2173,NORMAL,NOT,9.275996368344126e-05,684.5,True,True,0.00016732049416638274,False
238,PDE2A,5138,NORMAL,NOT,5.632640315851327e-16,2425.0,True,True,7.391246646528179e-15,False
239,TTLL11,158135,NOT,NOT,4.2573005056171785e-14,2346.0,True,True,2.9727108421397233e-13,False
240,FBXO38,81545,NORMAL,NOT,3.3540165591328797e-16,2434.0,True,True,4.906065712025444e-15,False
241,ANKMY1,51281,NORMAL,NOT,7.122078544948741e-10,2144.5,True,True,2.3288644115841284e-09,False
242,GTF2IRD1,9569,NORMAL,NOT,2.6231730144062266e-15,102.5,True,True,2.6340595611416794e-14,False
243,BIRC6,57448,NOT,NOT,0.00023141518222375627,715.5,True,True,0.00039873302143580584,False
244,EIF1AY,9086,NOT,NOT,0.06450345464839982,1518.0,False,False,0.0816933415726618,False
245,SEC22A,26984,NOT,NOT,2.7428977672449467e-08,443.5,True,True,7.332646073840368e-08,False
246,ZC3H15,55854,NOT,NOT,6.603905366148783e-11,302.5,True,True,2.4925161721699857e-10,False
247,DHCR24,1718,NORMAL,NOT,4.2676884951484846e-14,2346.0,True,True,2.9775573002298095e-13,False
248,ZDHHC2,51201,NOT,NORMAL,4.282167203896214e-05,1844.0,True,True,8.025423717994831e-05,False
249,C1orf220,400798,NORMAL,NOT,7.408599536183276e-06,600.0,True,True,1.512986842269371e-05,False
250,GLG1,2734,NOT,NOT,0.00025793400912852614,719.5,True,True,0.00044191312185810666,False
251,CBR4,84869,NOT,NOT,0.8013150345946123,1287.0,False,False,0.8263953872484069,False
252,DKKL1,27120,NORMAL,NOT,0.032025888990313195,938.5,True,True,0.042300762114942235,False
253,AK3,50808,NORMAL,NOT,6.22604934812836e-08,2035.5,True,True,1.6019511839278733e-07,False
254,CNPY3,10695,NOT,NOT,0.4776132637950855,1146.5,False,False,0.5221734855898885,False
255,RELT,84957,NORMAL,NOT,0.22498679037704472,1426.5,False,False,0.2617623116758787,False
256,HEATR2,54919,NOT,NOT,8.242621843540768e-14,166.5,True,True,5.354309723045002e-13,False
257,TSTD2,158427,NORMAL,NOT,0.47334470810675744,1354.5,False,False,0.5178087801816139,False
258,PRKX,5613,NOT,NOT,7.0750926578964445e-12,255.0,True,True,3.117118736678426e-11,False
259,PARD6A,50855,NORMAL,NOT,7.583122771230599e-05,1824.5,True,True,0.00013815486803734297,False
260,ANKRD18B,441459,NOT,NOT,2.9121619255830277e-12,237.0,True,True,1.3771584249780126e-11,False
261,GKN2,200504,NOT,NOT,7.458242031015232e-18,2498.0,True,True,1.2851957852852046e-15,False
262,FAM89B,23625,NORMAL,NOT,0.11756629491395992,1022.5,False,False,0.14318306787928758,False
263,RABL2B,11158,NOT,NOT,3.915574468125424e-06,1920.0,True,True,8.218900235342248e-06,False
264,PFN4,375189,NORMAL,NOT,0.013981619486540708,893.0,True,True,0.019423600854844448,False
265,EPS8L3,79574,NOT,NOT,0.7484058009195635,1205.0,False,False,0.7786867290115107,False
266,RPS6KL1,83694,NORMAL,NOT,0.5214150663439842,1343.5,False,False,0.5648144705479725,False
267,HDAC2,3066,NORMAL,NOT,3.9419046978708906e-17,29.0,True,True,1.4383199463030255e-15,False
268,TMEM182,130827,NOT,NOT,8.111101951221235e-16,81.5,True,True,9.970954066931848e-15,False
