,Hugo_Symbol,Entrez_Gene_Id,FC,log2FC,ABS,segnificant,expressed,segnificance (-log10)
3793,SNX25,83891,0.23512837748349874,-2.0884794275080676,2.0884794275080676,1.0,under expressed,9.121654631913783
3794,CTSA,5476,0.9952530190095009,-0.006864752279926816,0.006864752279926816,0.0,not expressed,0.7876888695350441
3795,NSMAF,8439,1.0432387878576992,0.06106941541173866,0.06106941541173866,0.0,not expressed,0.33852226840295224
3796,FAM212A,389119,0.9672900195396998,-0.04797958158630817,0.04797958158630817,0.0,not expressed,0.04385289882619079
3797,ACSL6,23305,1.5272621528619201,0.6109477204010474,0.6109477204010474,1.0,over expressed,2.0385816361920486
3798,MFSD9,84804,1.6172721235807053,0.6935624483289918,0.6935624483289918,1.0,over expressed,7.702517576949476
3799,PTPN20A,26095,1.0737939181464824,0.10271713876434065,0.10271713876434065,0.0,not expressed,0.16196581950125646
3800,SESTD1,91404,0.7264698531381923,-0.4610251643801624,0.4610251643801624,0.0,not expressed,3.9049837235756284
3801,GPR27,2850,1.6083811258849183,0.6856093115369118,0.6856093115369118,1.0,over expressed,2.044627921981026
3802,GLRB,2743,0.7758726781298524,-0.3661081714716863,0.3661081714716863,0.0,not expressed,2.278413058920521
3803,NIPAL2,79815,1.0574477087698366,0.08058632323772146,0.08058632323772146,0.0,not expressed,0.07410576811119159
3804,MYNN,55892,2.2673877802921205,1.1810311492885688,1.1810311492885688,1.0,over expressed,6.450860793692127
3805,TMSB4Y,9087,1.1422109375,0.19182910462675407,0.19182910462675407,0.0,not expressed,0.5995428081290339
3806,PDP1,54704,1.7017827151758733,0.7670468444564381,0.7670468444564381,1.0,over expressed,5.659303572281202
3807,PSMC6,5706,1.368258309762742,0.4523406184069722,0.4523406184069722,0.0,not expressed,5.521684159239537
3808,LRRC31,79782,0.3614421853496404,-1.468163196202986,1.468163196202986,1.0,under expressed,7.848578144343887
3809,FASTKD1,79675,1.4984683368636325,0.5834885995455599,0.5834885995455599,0.0,not expressed,7.296061274110726
3810,CDC37,11140,0.8148960230604113,-0.2953121049728531,0.2953121049728531,0.0,not expressed,3.8201364767701187
3811,UBE2Z,65264,1.3964515873823906,0.48176555868479776,0.48176555868479776,0.0,not expressed,7.782265688466688
3812,OAS2,4939,0.7364918582035519,-0.4412585182946494,0.4412585182946494,0.0,not expressed,2.081633952207972
3813,RNF216,54476,1.2060117872082352,0.2702440077883824,0.2702440077883824,0.0,not expressed,3.7696892267727007
3814,NKPD1,284353,13.830286617016478,3.7897591499053145,3.7897591499053145,1.0,over expressed,9.016272161717271
3815,THNSL1,79896,2.253808410988394,1.1723648818523122,1.1723648818523122,1.0,over expressed,8.320723889304078
3816,MLNR,2862,2.2862635442153088,1.192991716770877,1.192991716770877,1.0,over expressed,1.8167138699223184
3817,CD37,951,0.28067951603589836,-1.8330043149405806,1.8330043149405806,1.0,under expressed,8.70353104179764
3818,ABRACL,58527,2.145786965980549,1.1015068522456786,1.1015068522456786,1.0,over expressed,6.832594893359966
3819,SLC9A3R2,9351,0.20529867464506438,-2.284203781075358,2.284203781075358,1.0,under expressed,8.93748063817109
3820,PVRL2,5819,0.8811640588618276,-0.1825174436516406,0.1825174436516406,0.0,not expressed,2.537450081758513
3821,FRG1B,100134091,0.9427243028472831,-0.08509217453772604,0.08509217453772604,0.0,not expressed,0.4175681050361041
3822,CASQ1,844,1.1601287231043884,0.21428488973324428,0.21428488973324428,0.0,not expressed,3.4262219225486135
3823,PROSER1,80209,1.0526602854722464,0.07403992493033582,0.07403992493033582,0.0,not expressed,0.09794481338731109
3824,ANAPC11,51529,1.522163420430116,0.6061232558110182,0.6061232558110182,1.0,over expressed,6.673994992312533
3825,TCEA1,6917,1.3958725851697968,0.4811672587875611,0.4811672587875611,0.0,not expressed,6.296998675971375
3826,CECR2,27443,1.153163515532019,0.20559709783022945,0.20559709783022945,0.0,not expressed,0.10201509697316014
3827,AP5B1,91056,0.8290567134865269,-0.2704572989960707,0.2704572989960707,0.0,not expressed,2.718449806708683
3828,SPATA22,84690,0.7826843792945487,-0.3534974428295106,0.3534974428295106,0.0,not expressed,2.065493468846959
3829,ATP6V0B,533,0.8720872394488365,-0.19745563233380378,0.19745563233380378,0.0,not expressed,1.2162123187525566
3830,GALK1,2584,1.0023944014296005,0.0034502620586168973,0.0034502620586168973,0.0,not expressed,0.44171740284012495
3831,SAC3D1,29901,2.2403478887661827,1.1637227762237616,1.1637227762237616,1.0,over expressed,8.396574784349598
3832,ZNF559,84527,0.759131391696996,-0.39757848362842974,0.39757848362842974,0.0,not expressed,4.655563127348712
3833,YRDC,79693,1.75348051610582,0.8102214000953282,0.8102214000953282,1.0,over expressed,4.959703287051381
3834,RND2,8153,4.246153304306101,2.0861564596487296,2.0861564596487296,1.0,over expressed,5.253692403516872
3835,TRANK1,9881,0.44052899950672947,-1.1826911016952224,1.1826911016952224,1.0,under expressed,7.824122552708278
3836,TLCD1,116238,1.9341341433731831,0.9516878575179407,0.9516878575179407,1.0,over expressed,5.3737391404068875
3837,GGA2,23062,0.5822070343074897,-0.7803958244764532,0.7803958244764532,1.0,under expressed,7.17870304330531
3838,EPAS1,2034,0.11931175375001167,-3.0671919207429,3.0671919207429,1.0,under expressed,9.121654631913783
3839,MEGF11,84465,0.9217403596759723,-0.11756767238887995,0.11756767238887995,0.0,not expressed,4.077604936984414
3840,VMAC,400673,1.1078815588939692,0.14780365437457446,0.14780365437457446,0.0,not expressed,0.7469710703619139
3841,ASB7,140460,1.099139351830279,0.13637430662345873,0.13637430662345873,0.0,not expressed,1.2665963360322645
3842,NPIPB4,23117,0.8258126678718037,-0.27611354542673044,0.27611354542673044,0.0,not expressed,1.7046683467567227
3843,MATR3,9782,0.9495756446630088,-0.07464516261868955,0.07464516261868955,0.0,not expressed,1.1530709823513798
3844,XKR9,389668,1.9274963771009965,0.9467281484706142,0.9467281484706142,1.0,over expressed,3.3785329342432817
3845,ZFHX3,463,0.7051320433050718,-0.5040346524342146,0.5040346524342146,0.0,not expressed,3.5876708156590675
3846,DHRSX,207063,1.0761673989654377,0.10590250807398317,0.10590250807398317,0.0,not expressed,0.18012776562894117
3847,PGLYRP2,114770,3.3766274023558585,1.7555829923657207,1.7555829923657207,1.0,over expressed,1.074157676501411
3848,C6orf132,647024,1.6928105826233075,0.7594205516161139,0.7594205516161139,1.0,over expressed,4.470812286350639
3849,COG1,9382,0.9241838540921936,-0.113748209694316,0.113748209694316,0.0,not expressed,1.5515519976769545
3850,SLX4,84464,1.2198923886282167,0.2867538877555148,0.2867538877555148,0.0,not expressed,2.1565286893622364
3851,CDIP1,29965,0.6033373506129448,-0.7289631972965239,0.7289631972965239,1.0,under expressed,6.719092418131768
3852,BVES,11149,1.2671702019669038,0.34161031535652553,0.34161031535652553,0.0,not expressed,0.5172479562804755
3853,MYADM,91663,0.234186625876941,-2.0942694073144774,2.0942694073144774,1.0,under expressed,7.873073136042784
3854,SF3B14,0,1.8202659912211565,0.8641492834879789,0.8641492834879789,1.0,over expressed,8.9546396721212
3855,TMEM252,169693,0.06736306179775285,-3.891898476250966,3.891898476250966,1.0,under expressed,9.04277763741475
3856,RGS18,64407,0.24276533027821692,-2.0423656922685645,2.0423656922685645,1.0,under expressed,9.095225458117138
3857,OFD1,8481,1.1280114292012553,0.1737816854392226,0.1737816854392226,0.0,not expressed,0.2308216706451968
3858,TNIP1,10318,0.6481970512969595,-0.6254956371580663,0.6254956371580663,1.0,under expressed,6.495174014530407
3859,FTSJ2,29960,1.5238742899046822,0.6077438944247477,0.6077438944247477,1.0,over expressed,7.366948080110037
3860,TMEM201,199953,2.1224164826670004,1.0857077846792493,1.0857077846792493,1.0,over expressed,8.651976802386294
3861,RAC1,5879,1.3061381210701302,0.3853074665984009,0.3853074665984009,0.0,not expressed,4.909367906732627
3862,ADAD2,161931,5.50767720675875,2.461444008664102,2.461444008664102,1.0,over expressed,6.9240466272656915
3863,NT5DC2,64943,1.9271213491891015,0.9464474197712659,0.9464474197712659,1.0,over expressed,7.11951610710954
3864,CXorf28,0,5.053097345132742,2.337167972947655,2.337167972947655,1.0,over expressed,3.596100110669955
3865,B3GAT3,26229,1.2581707750244495,0.33132775652519497,0.33132775652519497,0.0,not expressed,3.1912118376286527
3866,TRIM68,55128,0.852259213084812,-0.23063580462900313,0.23063580462900313,0.0,not expressed,1.853262712275061
3867,DESI1,27351,1.156350769850534,0.20957909434583324,0.20957909434583324,0.0,not expressed,1.315867655663981
3868,TNFRSF1B,7133,0.384413188770575,-1.3792702607333038,1.3792702607333038,1.0,under expressed,8.396574784349598
3869,AASDHPPT,60496,1.3489482771654822,0.43183503197229833,0.43183503197229833,0.0,not expressed,5.233820872985007
3870,LRRC8D,55144,2.3109141125332484,1.208463641577531,1.208463641577531,1.0,over expressed,8.245228108406758
3871,TNFRSF19,55504,0.4417674602894979,-1.1786409383215264,1.1786409383215264,1.0,under expressed,5.115408762003892
3872,SLC13A5,284111,16.854405252710336,4.075053814223478,4.075053814223478,1.0,over expressed,6.923973340178562
3873,AIRE,326,1.682610744580584,0.7507014619822652,0.7507014619822652,1.0,over expressed,0.6876339567068915
3874,PNLDC1,154197,11.303744144508478,3.4987288112463193,3.4987288112463193,1.0,over expressed,0.25748821144026374
3875,LDLRAD1,388633,0.11603948690304079,-3.107312273453526,3.107312273453526,1.0,under expressed,6.606643038532107
3876,RAB3IL1,5866,1.0767091516864684,0.10662859149040572,0.10662859149040572,0.0,not expressed,0.3151429277619297
3877,MAFF,23764,0.3547433689809474,-1.4951523778396292,1.4951523778396292,1.0,under expressed,6.832522638744825
3878,CTDSPL2,51496,1.541331418207491,0.6241771045497853,0.6241771045497853,1.0,over expressed,5.334083752979348
3879,ARL5A,26225,1.0345534361914037,0.049008164422038,0.049008164422038,0.0,not expressed,0.005201187341153234
3880,CEP170,9859,0.8579910451296787,-0.22096550452200855,0.22096550452200855,0.0,not expressed,1.6272177331019104
3881,STX4,6810,0.8353964504066977,-0.2594670813741283,0.2594670813741283,0.0,not expressed,3.57400620230913
3882,TALDO1,6888,1.7834393617436404,0.8346621639409983,0.8346621639409983,1.0,over expressed,5.048916964123988
3883,DOLPP1,57171,1.9148274120496034,0.9372143644735076,0.9372143644735076,1.0,over expressed,7.873073136042784
3884,RASA3,22821,0.637337325946998,-0.6498709395794424,0.6498709395794424,1.0,under expressed,6.0590913773817645
3885,ZNF814,730051,0.991495696436582,-0.012321584403058384,0.012321584403058384,0.0,not expressed,0.15305869293897637
3886,TMEM229B,161145,0.5576046513366609,-0.8426854991897315,0.8426854991897315,1.0,under expressed,5.233820872985007
3887,GYLTL1B,120071,8.379936407726616,3.0669392958810047,3.0669392958810047,1.0,over expressed,8.859141826100139
3888,CORO2B,10391,0.23301593412701202,-2.101499482067824,2.101499482067824,1.0,under expressed,8.677734173875983
3889,C16orf54,283897,0.24244806423998352,-2.0442523599096667,2.0442523599096667,1.0,under expressed,9.042485724093911
3890,CCDC87,55231,2.4782013586129983,1.3092934139798422,1.3092934139798422,1.0,over expressed,5.2936071897821355
3891,RRAGA,10670,0.6696689006964727,-0.5784801237803452,0.5784801237803452,0.0,not expressed,8.39697231120347
3892,TMC3,342125,0.5031864782488223,-0.9908349406063178,0.9908349406063178,1.0,under expressed,1.9794653418419816
3893,SULT1B1,27284,1.3599577687840925,0.44356185168757045,0.44356185168757045,0.0,not expressed,2.7326367294302036
3894,MRPS25,64432,0.8638598992582207,-0.21113073971461682,0.21113073971461682,0.0,not expressed,3.2220507715552187
3895,INPP5J,27124,0.8221585336516225,-0.2825114848485198,0.2825114848485198,0.0,not expressed,2.0940235645999468
3896,CENPC,1060,0.9309525167595781,-0.10322050989864415,0.10322050989864415,0.0,not expressed,0.8348323558806722
3897,SPINK2,6691,5.919665510666728,2.565515659006974,2.565515659006974,1.0,over expressed,1.7440811923938546
3898,COQ6,51004,1.0190052522301996,0.027161487565487887,0.027161487565487887,0.0,not expressed,0.13774893561322207
3899,GNG10,2790,0.7467909037770087,-0.42122373984028305,0.42122373984028305,0.0,not expressed,4.5627955499336
3900,SHQ1,55164,0.8672066707816891,-0.20555224056337437,0.20555224056337437,0.0,not expressed,3.5876708156590675
3901,ABCC10,89845,1.3669712121062307,0.45098286065509136,0.45098286065509136,0.0,not expressed,3.057149650266456
3902,PNPLA2,57104,0.38026018066881184,-1.3949412212865946,1.3949412212865946,1.0,under expressed,8.989904124351433
3903,LDHAL6A,160287,1.2860302875616811,0.36292462027121847,0.36292462027121847,0.0,not expressed,3.53894075258487
3904,ST7L,54879,0.9975309734375901,-0.003566457030009998,0.003566457030009998,0.0,not expressed,0.10611400630301272
3905,NAB2,4665,1.2762892126521415,0.35195528708130946,0.35195528708130946,0.0,not expressed,1.1530608826680524
3906,OVGP1,5016,0.5438713770507159,-0.8786625934702122,0.8786625934702122,1.0,under expressed,6.606643038532107
3907,TEX26,122046,0.13543622879332845,-2.884314387664253,2.884314387664253,1.0,under expressed,4.525886144798166
3908,SLCO2B1,11309,0.23862600459233513,-2.0671768236391688,2.0671768236391688,1.0,under expressed,8.900833113775949
3909,C12orf39,80763,0.42226217319763537,-1.2437890804842382,1.2437890804842382,1.0,under expressed,7.848578144343887
3910,STAT5A,6776,0.4883614873272078,-1.0339786624425336,1.0339786624425336,1.0,under expressed,7.726776490269861
3911,ZEB1,6935,0.29334999936984746,-1.769305105977174,1.769305105977174,1.0,under expressed,9.121654631913783
3912,SPESP1,246777,2.2170841236011443,1.1486635119281212,1.1486635119281212,1.0,over expressed,0.04385289882619079
3913,MTMR9,66036,0.7505904552952684,-0.4139021502336629,0.4139021502336629,0.0,not expressed,4.959703287051381
3914,LSMD1,84316,0.8279946214972231,-0.2723066986174548,0.2723066986174548,0.0,not expressed,1.9695373045476383
3915,ENGASE,64772,1.0569163667825896,0.07986122156292702,0.07986122156292702,0.0,not expressed,0.15749782526376324
3916,ELF2,1998,0.8318716923527952,-0.26556707022431303,0.26556707022431303,0.0,not expressed,3.326564059053577
3917,C2orf66,401027,2.0253613999492766,1.018179361525231,1.018179361525231,1.0,over expressed,2.284352041538081
3918,EHF,26298,2.0323554435799176,1.0231527406166336,1.0231527406166336,1.0,over expressed,2.662079423425575
3919,PAGE5,90737,3.945270769989317,1.9801243180119763,1.9801243180119763,1.0,over expressed,0.10209176312996304
3920,PIANP,196500,2.35854134331971,1.2378948903648792,1.2378948903648792,1.0,over expressed,1.2957809272898875
3921,BCL2L2-PABPN1,599,0.7707106652080875,-0.3757387395621512,0.3757387395621512,0.0,not expressed,2.4292245709967974
3922,GJB3,2707,31.42304375845262,4.973751027350894,4.973751027350894,1.0,over expressed,9.095225458117138
3923,SLC39A14,23516,1.8681824162702927,0.9016353320280948,0.9016353320280948,1.0,over expressed,4.844555626767667
3924,POU4F3,5459,1.0030072527861313,0.004332038174174398,0.004332038174174398,0.0,not expressed,0.0898894936033806
3925,HNF4A,3172,0.8654739776951675,-0.20843765231973746,0.20843765231973746,0.0,not expressed,2.032446368994452
3926,TAF3,83860,0.7296066880290533,-0.45480914068333034,0.45480914068333034,0.0,not expressed,6.193556027352337
3927,CHM,1121,0.9101035718889244,-0.13589735820472862,0.13589735820472862,0.0,not expressed,2.905827837577669
3928,AC093677.1,0,1.0966379901831431,0.13308735804651728,0.13308735804651728,0.0,not expressed,0.24740046750035732
3929,C8orf33,65265,1.4695873420496777,0.5554111052957028,0.5554111052957028,0.0,not expressed,6.238272459477577
3930,NOP9,161424,1.0051172955555454,0.007363871396213741,0.007363871396213741,0.0,not expressed,0.18012776562894117
3931,DAXX,1616,1.2181329447763374,0.28467159490505967,0.28467159490505967,0.0,not expressed,4.662706147863298
3932,TRAPPC1,58485,0.7118948228187907,-0.4902639854461383,0.4902639854461383,0.0,not expressed,6.946934175169525
3933,MAPK9,5601,0.7429630597037872,-0.42863761347344764,0.42863761347344764,0.0,not expressed,5.154723868604863
3934,TMEM155,132332,0.89946852645034,-0.15285529426488395,0.15285529426488395,0.0,not expressed,0.7417712030124103
3935,GPR55,9290,0.9135815200577498,-0.13039462675084387,0.13039462675084387,0.0,not expressed,1.0446167675006797
3936,USP12,219333,0.5142854060593758,-0.9593588801518771,0.9593588801518771,1.0,under expressed,8.70353104179764
3937,KIAA1551,55196,1.0188283826340452,0.026911056042981708,0.026911056042981708,0.0,not expressed,0.0153147543911095
3938,MCUR1,63933,1.0819112058699656,0.11358209980454644,0.11358209980454644,0.0,not expressed,0.3822967890016833
3939,WDR45B,56270,1.6278583405231095,0.7029751588689319,0.7029751588689319,1.0,over expressed,6.946934175169525
3940,INTS8,55656,1.888256170374908,0.9170545012776742,0.9170545012776742,1.0,over expressed,8.989904124351433
3941,FLJ00104,0,0.946336737470056,-0.07957446202623254,0.07957446202623254,0.0,not expressed,0.6531299902675242
3942,RP11-298I3.5,0,0.9096843815330783,-0.13656201131129203,0.13656201131129203,0.0,not expressed,0.5434623074726828
3943,DLD,1738,1.315907901028196,0.39605851993977786,0.39605851993977786,0.0,not expressed,4.1687969781976095
3944,NDUFS7,374291,0.9243576378707217,-0.11347695043689812,0.11347695043689812,0.0,not expressed,0.9922893128798845
3945,ARX,170302,1.1986797765775747,0.2614462989132046,0.2614462989132046,0.0,not expressed,2.5958383337194366
3946,GRK6,2870,0.9337567420835838,-0.09888134013361496,0.09888134013361496,0.0,not expressed,1.3311556652724175
3947,NTN5,126147,1.5538227248371357,0.6358219164951531,0.6358219164951531,1.0,over expressed,1.4994365995254033
3948,PHB2,11331,1.7152376707839434,0.778408496342311,0.778408496342311,1.0,over expressed,7.750992146811191
3949,GSKIP,51527,1.1559473867382788,0.2090757346732285,0.2090757346732285,0.0,not expressed,1.8766743153083603
3950,MRPL11,65003,1.6358139560000424,0.7100086773636349,0.7100086773636349,1.0,over expressed,7.848578144343887
3951,INO80,54617,0.7074514657805163,-0.4992969186453825,0.4992969186453825,0.0,not expressed,7.366948080110037
3952,JAK1,3716,0.5893265519149178,-0.762860827080626,0.762860827080626,1.0,under expressed,7.319650880255715
3953,RP11-296A16.1,0,0.9089368911478187,-0.13774796547212065,0.13774796547212065,0.0,not expressed,0.19558755869468533
3954,PCDHGC5,5098,2.345485074626866,1.2298863203477228,1.2298863203477228,1.0,over expressed,0.6078295079472545
3955,RAB2A,5862,1.1503746413291285,0.20210377870631058,0.20210377870631058,0.0,not expressed,2.2231372715547493
3956,BDKRB1,623,0.698092919394304,-0.5185090162929189,0.5185090162929189,0.0,not expressed,1.530260101477459
3957,RBL1,5933,6.437281359320339,2.686451527232771,2.686451527232771,1.0,over expressed,5.713018138093878
3958,NDUFA9,4704,1.5928783164548908,0.6716360603645843,0.6716360603645843,1.0,over expressed,6.038357338140399
3959,P4HA1,5033,2.015614661203283,1.0112198553518092,1.0112198553518092,1.0,over expressed,7.343279814448254
3960,ECI1,1632,1.0924582943883914,0.12757820455193847,0.12757820455193847,0.0,not expressed,0.1893836539929793
3961,P2RX3,5024,1.156513872135102,0.20978257089454475,0.20978257089454475,0.0,not expressed,1.5312462901885258
3962,GABRB3,2562,1.239046927299004,0.30923082872103297,0.30923082872103297,0.0,not expressed,0.1574988757621177
3963,GPR61,83873,1.4114619985925403,0.49719028700219076,0.49719028700219076,0.0,not expressed,1.6712716381976347
3964,ALS2CR12,130540,0.2230890700354232,-2.164308262578133,2.164308262578133,1.0,under expressed,8.833107922793625
3965,MRPL35,51318,1.7773281165562065,0.8297100451429754,0.8297100451429754,1.0,over expressed,7.799706358005533
3966,ANXA6,309,0.4366225818819134,-1.1955413472280176,1.1955413472280176,1.0,under expressed,8.220141748831526
3967,CHAMP1,283489,1.1737531496866664,0.23112902925816567,0.23112902925816567,0.0,not expressed,0.13129355843464144
3968,GSTM2,2946,2.168092695169986,1.1164264393501016,1.1164264393501016,1.0,over expressed,0.4295789799147599
3969,ENOX1,55068,1.2467392424734975,0.31815975471981583,0.31815975471981583,0.0,not expressed,0.3880963331297035
3970,FCRL1,115350,0.15344174770504754,-2.7042370369952873,2.7042370369952873,1.0,under expressed,7.605875707015295
3971,ARG1,383,0.4396675741510245,-1.185514958371657,1.185514958371657,1.0,under expressed,2.746861406058914
3972,PNMT,5409,0.34130954315881995,-1.5508473415246407,1.5508473415246407,1.0,under expressed,7.533727505250683
3973,C2orf82,389084,2.264113590263691,1.1789463397948972,1.1789463397948972,1.0,over expressed,6.901051772748015
3974,RGL3,57139,0.28909561482143187,-1.790381369584525,1.790381369584525,1.0,under expressed,8.549342225909957
3975,KCNE2,9992,1.796709881250681,0.8453574724697658,0.8453574724697658,1.0,over expressed,2.648081096053313
3976,RPN1,6184,1.426916930600679,0.5129013493204766,0.5129013493204766,0.0,not expressed,6.31886147272422
3977,C10orf107,219621,0.10931938429751316,-3.1933788553565785,3.1933788553565785,1.0,under expressed,8.911328181146969
3978,ARMC7,79637,0.8103763125752628,-0.3033360903307972,0.3033360903307972,0.0,not expressed,4.2361337630418205
3979,EIF4E2,9470,1.1354254751231847,0.1832330163058193,0.1832330163058193,0.0,not expressed,1.829998281982746
3980,TCTN1,79600,0.7290326457614134,-0.4559446756388945,0.4559446756388945,0.0,not expressed,5.353745248669006
3981,SHCBP1,79801,5.894650318108443,2.5594062323239477,2.5594062323239477,1.0,over expressed,9.095225458117138
3982,HDAC9,9734,0.6743315134266202,-0.5684700744096358,0.5684700744096358,0.0,not expressed,2.9192419596191432
3983,NCF4,4689,0.3285461671329925,-1.6058319833536236,1.6058319833536236,1.0,under expressed,8.93748063817109
3984,ZNF585A,199704,0.9680202828777758,-0.046890818357929256,0.046890818357929256,0.0,not expressed,0.4663784489585816
3985,MFSD8,256471,0.8639412177798305,-0.2109949395617074,0.2109949395617074,0.0,not expressed,2.336495386767675
3986,CD79A,973,0.9480713667382434,-0.07693243179332025,0.07693243179332025,0.0,not expressed,0.24240174964138675
3987,LAS1L,81887,1.3712357047274524,0.45547658046342576,0.45547658046342576,0.0,not expressed,6.299733783294968
3988,HTRA3,94031,1.7527861042396977,0.8096499520697421,0.8096499520697421,1.0,over expressed,2.1064502943422605
3989,RFX2,5990,0.32160940856732223,-1.6366184822297591,1.6366184822297591,1.0,under expressed,7.654036348411331
3990,PLA2G4E,123745,2.785556795310523,1.4779657317106998,1.4779657317106998,1.0,over expressed,0.44171740284012495
3991,TSR3,115939,1.147061266786756,0.19794245057680637,0.19794245057680637,0.0,not expressed,2.6063121687257387
3992,C1orf27,54953,1.1527102508190874,0.20502991781237995,0.20502991781237995,0.0,not expressed,1.5375410167945869
3993,PLP1,5354,8.4623597832154,3.081060024198925,3.081060024198925,1.0,over expressed,1.345148962974778
3994,CSRNP3,80034,1.2829902817208998,0.3595102424726739,0.3595102424726739,0.0,not expressed,0.05876245412108974
3995,DYNLRB2,83657,0.15794407331820656,-2.6625142923695435,2.6625142923695435,1.0,under expressed,7.533727505250683
3996,SFT2D1,113402,0.8192957802319795,-0.28754371061845,0.28754371061845,0.0,not expressed,4.820777408767893
3997,BCL9L,283149,0.9568744312583761,-0.06359847977561787,0.06359847977561787,0.0,not expressed,0.5302940069500839
3998,MAU2,23383,0.9578649794480729,-0.062105786743310826,0.062105786743310826,0.0,not expressed,0.49155430561772534
3999,KIR3DL1,3811,0.09676410817570734,-3.369384168711284,3.369384168711284,1.0,under expressed,9.095225458117138
4000,NF1,4763,1.3490504700781403,0.4319443227631314,0.4319443227631314,0.0,not expressed,3.5713536898422142
4001,TATDN3,128387,0.9346688601146251,-0.0974727657027424,0.0974727657027424,0.0,not expressed,0.6297514751106371
4002,AGAP1,116987,1.2200977511339637,0.28699673748223886,0.28699673748223886,0.0,not expressed,1.3252871319556148
4003,CD38,952,0.616646700194525,-0.6974839424066278,0.6974839424066278,1.0,under expressed,3.6863782906441247
4004,RAB25,57111,1.4891813531524964,0.5745194566479899,0.5745194566479899,0.0,not expressed,4.3256502279393505
4005,KIAA0355,9710,0.4767717550578898,-1.0686293247855079,1.0686293247855079,1.0,under expressed,8.292846144611183
4006,DEDD,9191,1.1722425026902474,0.2292710520455632,0.2292710520455632,0.0,not expressed,2.9944681107408613
4007,ENAM,10117,0.1571967924116198,-2.6693563150711332,2.6693563150711332,1.0,under expressed,8.729461151555078
4008,ZNF563,147837,0.7526672185947704,-0.4099159566868861,0.4099159566868861,0.0,not expressed,4.930938035083145
4009,RBM3,5935,0.679481131070076,-0.5574946064253778,0.5574946064253778,0.0,not expressed,7.191651361918213
4010,DSCAM,1826,1.2947294612597873,0.37265067268102287,0.37265067268102287,0.0,not expressed,0.7761910848184645
4011,CALB2,794,0.9114093418087676,-0.13382893684309455,0.13382893684309455,0.0,not expressed,0.6607468038306602
4012,SACM1L,22908,0.440603373276818,-1.182447554476103,1.182447554476103,1.0,under expressed,9.121654631913783
4013,RINL,126432,1.0326199235244016,0.046309339055952546,0.046309339055952546,0.0,not expressed,0.5505087872253718
4014,SLA2,84174,0.472723626153229,-1.0809311242413333,1.0809311242413333,1.0,under expressed,5.867960133237655
4015,VENTX,27287,0.5334451038410936,-0.9065882821154178,0.9065882821154178,1.0,under expressed,6.855398937784221
4016,ZEB2,9839,0.25411634100547065,-1.976438943700979,1.976438943700979,1.0,under expressed,9.121654631913783
4017,HSD17B6,8630,0.06679366599168667,-3.904144890603044,3.904144890603044,1.0,under expressed,9.121654631913783
4018,SLC37A4,2542,1.3527516999225624,0.43589705427051023,0.43589705427051023,0.0,not expressed,4.0424802557643105
4019,TSPAN8,7103,0.41137592546949886,-1.2814707279132964,1.2814707279132964,1.0,under expressed,6.31886147272422
4020,PRSS12,8492,1.24260138061506,0.3133635623259012,0.3133635623259012,0.0,not expressed,0.32056816303788094
4021,PET112,5188,1.0680161134076673,0.09493341346551198,0.09493341346551198,0.0,not expressed,0.026627704282069505
4022,QRICH1,54870,0.8052852652873843,-0.31242815897353216,0.31242815897353216,0.0,not expressed,4.489177528323458
4023,LCMT2,9836,1.165511344145804,0.22096304656308718,0.22096304656308718,0.0,not expressed,0.803266791704176
4024,TNIK,23043,0.472625045331145,-1.0812320123008459,1.0812320123008459,1.0,under expressed,6.809758104400324
4025,ITFG1,81533,0.8906215457954667,-0.1671155812018988,0.1671155812018988,0.0,not expressed,2.0263587320205674
4026,ANAPC2,29882,0.8977929686210473,-0.15554529755935478,0.15554529755935478,0.0,not expressed,2.3321061587361402
4027,RTF1,23168,1.0779650257439326,0.10831037103632511,0.10831037103632511,0.0,not expressed,1.0830268456475152
4028,CSF3R,1441,0.17636937554834795,-2.503328019140027,2.503328019140027,1.0,under expressed,9.095225458117138
4029,KCTD9,54793,0.8470839009724243,-0.23942322388696494,0.23942322388696494,0.0,not expressed,2.297315442034797
4030,CFDP1,10428,0.9088507189382755,-0.13788474736982287,0.13788474736982287,0.0,not expressed,1.2457115256887792
4031,CAPSL,133690,0.13329908174475608,-2.9072612526964074,2.9072612526964074,1.0,under expressed,6.231645214120846
4032,MSH6,2956,2.84834749509566,1.5101251641656843,1.5101251641656843,1.0,over expressed,9.095225458117138
4033,IGLL5,100423062,2.274999579877508,1.185866278889931,1.185866278889931,1.0,over expressed,1.2665963360322645
4034,ADAM17,6868,1.3375600664997027,0.41960368081877586,0.41960368081877586,0.0,not expressed,3.1633623035585936
4035,FKBP4,2288,3.717991487020924,1.8945234669634847,1.8945234669634847,1.0,over expressed,9.121654631913783
4036,RERG,85004,0.43543110525586626,-1.1994836239815998,1.1994836239815998,1.0,under expressed,6.01635223331173
4037,PRDM6,93166,0.3646195415563862,-1.455536211099464,1.455536211099464,1.0,under expressed,8.120190735950489
4038,DSC3,1825,68.61465974025975,6.100444940601483,6.100444940601483,1.0,over expressed,9.042485724093911
4039,PTGFR,5737,0.33212981162635696,-1.590180871428786,1.590180871428786,1.0,under expressed,7.062327491879241
