CFL2	1073	1051.79	981.29	1508.65	1127.35	1111.82	1498.22	1030.12	934.76	988.12	1733.13	1313.23	1781.89	981.29	915.51	1561.89	1388.16	1709.26	1233.75	1781.89	638.15	723.08	947.83	684.02	2319.15	981.29	1936.53	1037.29	1697.45	1037.29	1340.84	1225.22	1151.06	995.0	1487.87	1662.49	941.27	1304.15	1369.04	1322.37	1313.23	693.58	1225.22	1191.69	1191.69	1498.22	1540.37	1216.75	1143.1	633.73	866.07	1238.9432000000004
KCNAB1	7881	87.03	70.01	49.56	79.45	94.67	24.46	121.79	19.53	75.11	70.01	180.02	67.59	76.71	63.89	79.45	51.71	67.12	51.35	69.03	39.5	135.24	29.06	120.1	102.97	37.59	167.9	49.21	61.68	130.6	31.0	66.65	98.73	36.53	59.97	165.57	29.06	40.07	52.82	62.56	51.71	68.07	39.79	59.55	38.4	54.33	36.27	67.12	33.06	146.03	50.98	71.21220000000001
MYLK3	91807	17.38	11.3	7.51	16.03	6.06	4.62	17.0	3.99	27.05	2.63	17.13	10.0	1.57	19.82	5.54	15.45	29.7	4.66	9.85	0.61	12.09	14.14	2.51	4.24	0.2	9.85	6.73	1.53	12.74	2.53	6.62	3.38	2.07	10.08	13.12	12.74	3.08	9.34	10.39	9.41	6.52	0.0	9.41	1.14	4.39	5.45	2.84	0.83	5.02	25.54	8.716599999999996
KCNJ12	3768	27.05	20.41	22.1	44.89	27.05	20.26	29.27	21.16	26.28	35.0	56.68	33.06	40.93	23.93	15.91	15.56	20.41	43.63	22.92	50.98	41.22	28.45	51.71	9.63	37.05	24.99	22.59	28.04	18.29	24.11	27.84	17.25	54.33	12.74	48.18	24.81	38.12	18.16	25.35	21.78	13.52	44.89	36.53	36.01	29.48	45.21	12.74	36.53	44.25	18.29	29.791400000000003
ZNF704	619279	205.5	95.34	301.33	215.77	187.71	102.97	182.55	53.57	162.14	267.73	211.31	146.03	162.14	149.12	103.69	191.67	223.41	218.79	172.65	134.3	150.17	199.85	121.79	98.04	116.78	289.02	199.85	228.13	180.02	166.73	161.02	214.27	105.15	150.17	237.86	218.79	85.82	217.27	197.09	175.07	97.36	231.32	253.23	299.25	267.73	180.02	117.6	59.13	142.01	163.28	176.23080000000002
DSCAML1	57453	25.35	8.38	7.69	30.12	51.35	16.03	27.84	6.94	18.43	7.17	25.35	37.32	12.0	21.32	14.67	19.25	27.05	21.94	11.04	17.77	29.91	10.96	7.75	9.34	9.34	17.0	11.64	24.63	11.91	9.2	19.97	16.15	5.45	27.84	18.16	14.89	7.06	10.88	21.47	15.34	9.48	16.39	13.83	5.92	11.13	17.0	6.11	6.67	15.56	33.78	16.8354
SWAP70	23075	708.18	775.05	1001.93	796.86	928.3	1051.79	607.87	616.37	764.36	1104.13	866.07	1250.98	738.29	633.73	423.61	890.44	753.83	928.3	854.13	854.13	1066.48	808.0	1135.2	780.44	1175.27	1051.79	836.53	785.88	909.17	748.61	743.43	1008.9	759.08	718.08	866.07	872.1	1059.11	775.05	583.07	808.0	1250.98	575.03	934.76	866.07	819.3	1015.93	514.56	748.61	796.86	713.11	845.4764000000001
UBE4B	10277	503.95	454.09	555.41	543.96	493.56	299.25	511.0	356.05	518.15	579.04	493.56	314.17	514.56	493.56	291.04	441.64	674.59	536.45	420.68	543.96	429.54	450.94	587.13	249.73	376.41	547.75	529.06	620.67	500.46	466.88	480.04	466.88	426.57	389.72	486.75	660.68	236.21	480.04	438.59	536.45	563.18	607.87	483.38	616.37	463.65	466.88	555.41	417.77	532.74	400.71	480.1426
DHDH	27294	49.56	70.51	77.79	57.08	58.3	67.59	66.18	215.77	127.0	38.67	25.17	20.86	110.43	63.89	170.25	77.79	41.22	64.34	75.64	62.56	65.72	90.77	90.14	102.25	58.71	40.36	47.17	45.21	49.56	60.39	43.02	36.53	25.91	78.89	23.08	78.89	21.63	24.63	72.01	93.35	62.56	66.65	36.27	33.3	44.89	58.3	103.69	129.69	89.51	78.34	67.84040000000002
C20orf27	54976	896.64	743.43	780.44	921.88	629.35	759.08	1001.93	733.19	1519.15	395.18	629.35	329.84	629.35	738.29	909.17	728.11	529.06	813.63	476.71	1331.57	775.05	1051.79	872.1	563.18	934.76	423.61	808.0	486.75	674.59	651.58	842.36	551.56	1135.2	728.11	575.03	575.03	612.11	514.56	854.13	915.51	915.51	759.08	947.83	616.37	629.35	698.41	780.44	1051.79	775.05	1008.9	764.4618000000002
RASSF3	283349	866.07	974.5	1135.2	961.07	703.28	638.15	785.88	674.59	961.07	934.76	1233.75	1088.92	723.08	802.41	884.29	1143.1	941.27	1104.13	1286.18	713.11	854.13	743.43	896.64	884.29	764.36	974.5	854.13	1183.45	981.29	1096.5	808.0	733.19	612.11	575.03	1359.57	1015.93	688.78	1088.92	708.18	748.61	915.51	967.76	854.13	1143.1	872.1	854.13	579.04	902.89	708.18	703.28	892.5193999999998
CRIM1	51232	1540.37	748.61	1369.04	1572.76	1407.55	733.19	1359.57	444.72	1268.46	1628.26	2400.97	1540.37	1104.13	954.43	718.08	1369.04	1594.73	1617.0	2104.58	928.3	1295.13	1225.22	1304.15	633.73	1295.13	1977.24	1268.46	2178.83	1378.57	1250.98	1167.14	1397.83	1119.56	669.92	1781.89	2400.97	1208.34	1733.13	921.88	1023.0	693.58	1529.73	1467.37	2148.82	1674.06	1477.58	836.53	860.08	995.0	1127.35	1328.9072
C11orf96	387763	921.88	3564.78	1447.15	575.03	1023.0	7331.05	954.43	2468.49	2573.36	6840.04	1159.07	7485.11	4123.49	2018.8	2193.99	1757.34	2319.15	1806.78	4210.15	1594.73	3372.43	1457.23	6607.01	3820.7	7642.41	1781.89	1896.65	872.1	2400.97	3081.75	1757.34	3665.02	4066.71	3168.41	1540.37	842.36	10154.69	1037.29	1088.92	4268.94	708.18	748.61	2485.67	2319.15	1498.22	6164.49	1467.37	1427.22	6079.61	842.36	2892.637799999999
TRIM71	131405	17.25	14.45	11.04	17.25	7.28	2.18	20.41	6.01	21.63	3.89	6.21	3.17	12.27	8.25	10.63	12.93	9.41	19.97	9.2	14.03	1.55	16.39	3.0	1.81	7.63	10.31	28.45	41.52	8.06	12.09	16.88	4.31	9.7	16.15	8.06	19.68	6.84	26.1	30.78	10.16	17.9	21.94	13.03	8.78	21.01	8.71	21.01	6.41	5.02	8.71	12.788999999999998
ICAM4	3386	186.4	301.33	262.2	129.69	211.31	400.71	171.45	99.43	379.04	780.44	151.22	525.39	198.47	332.14	277.2	251.48	470.14	285.03	341.51	156.59	131.51	201.25	423.61	624.99	371.22	312.0	490.14	239.52	237.86	258.57	297.17	406.31	151.22	764.36	209.84	165.57	299.25	285.03	417.77	733.19	134.3	83.45	277.2	234.57	281.09	802.41	366.09	57.08	351.14	153.34	313.44440000000003
GABARAPL1	23710	2240.11	2855.44	3716.2	2193.99	2573.36	4512.4	2271.4	2075.59	2915.45	3395.89	3124.78	3690.52	2468.49	3395.89	2573.36	2915.45	3257.52	2976.74	3060.45	2537.92	2468.49	2627.46	2645.74	3257.52	3280.18	3280.18	2777.33	3124.78	2591.27	3372.43	2555.58	3103.19	1844.76	2701.35	2664.15	2367.9	3081.75	3146.52	3018.3	3614.55	1757.34	2835.7	3124.78	2855.44	3742.05	3303.0	2502.97	2537.92	2591.27	3146.52	2893.427399999999
SULT1A2	6799	316.37	307.69	264.03	265.87	199.85	309.83	249.73	334.46	293.07	271.48	305.55	371.22	329.84	368.65	466.88	368.65	281.09	309.83	366.09	172.65	111.99	414.87	92.05	332.14	214.27	275.28	249.73	387.02	320.8	339.14	332.14	229.72	166.73	444.72	234.57	177.53	438.59	397.93	493.56	312.0	163.28	339.14	334.46	202.66	620.67	264.03	186.4	209.84	199.85	414.87	301.05619999999993
PDZRN3	23024	493.56	260.38	232.94	521.76	389.72	187.71	273.37	297.17	241.19	228.13	551.56	356.05	289.02	346.29	277.2	293.07	351.14	679.29	327.56	470.14	500.46	412.0	629.35	265.87	236.21	376.41	336.79	351.14	287.01	246.28	256.78	301.33	518.15	181.28	511.0	435.55	114.36	400.71	231.32	209.84	199.85	351.14	381.68	395.18	260.38	575.03	124.37	301.33	476.71	237.86	343.4524
ABHD5	51099	563.18	669.92	836.53	633.73	583.07	1111.82	591.22	426.57	825.0	656.11	555.41	656.11	743.43	647.07	698.41	599.49	575.03	381.68	426.57	435.55	802.41	551.56	708.18	1051.79	728.11	764.36	759.08	698.41	995.0	334.46	575.03	836.53	395.18	555.41	395.18	438.59	713.11	567.1	656.11	1001.93	603.67	583.07	728.11	612.11	616.37	387.02	1023.0	603.67	947.83	769.69	660.3593999999999
TRMT5	57570	115.97	117.6	109.66	134.3	139.07	151.22	100.13	127.89	96.68	108.9	111.21	105.15	110.43	91.41	146.03	142.01	128.79	74.58	131.51	66.18	115.16	94.01	77.79	103.69	99.43	161.02	123.5	129.69	92.05	77.79	101.54	114.36	133.36	96.01	151.22	124.37	126.12	113.56	109.66	56.28	125.24	175.07	100.13	100.13	87.03	74.06	108.14	106.63	85.22	128.79	111.9954
ACO1	48	693.58	559.28	785.88	915.51	616.37	429.54	785.88	371.22	890.44	563.18	703.28	432.53	802.41	595.34	688.78	599.49	536.45	466.88	540.19	753.83	603.67	642.59	660.68	521.76	575.03	679.29	612.11	638.15	825.0	480.04	540.19	651.58	693.58	463.65	486.75	543.96	624.99	836.53	708.18	521.76	599.49	1015.93	633.73	669.92	559.28	368.65	567.1	961.07	660.68	669.92	634.9064000000001
VIM	7431	40621.74	31215.04	45386.27	50359.33	44452.21	40621.74	39785.74	33922.56	43537.38	32315.87	45386.27	43236.64	39785.74	40062.48	30999.42	35609.13	39785.74	57051.4	36864.92	46662.28	49666.0	53601.03	56657.31	27938.14	62431.08	33688.23	41763.8	39237.98	55107.99	26431.04	34396.12	50011.46	40062.48	35363.15	50709.61	58655.36	37379.55	42641.37	31650.8	42641.37	38164.99	49322.93	44452.21	53973.86	36864.92	42346.82	28723.62	50709.61	44145.15	42937.97	42386.75700000003
IRAK3	11213	249.73	195.72	277.2	253.23	447.82	521.76	173.85	267.73	199.85	283.05	260.38	441.64	236.21	220.32	154.42	249.73	256.78	153.34	131.51	269.6	514.56	248.0	198.47	348.71	265.87	728.11	209.84	327.56	309.83	137.14	195.72	373.81	242.88	303.44	204.07	260.38	620.67	231.32	232.94	403.5	212.78	332.14	387.02	239.52	267.73	195.72	559.28	246.28	343.89	248.0	292.661
CRIPAK	285464	84.63	100.83	137.14	69.03	144.01	72.52	94.67	72.52	78.89	115.97	95.34	103.69	89.51	152.28	73.03	132.44	108.14	90.77	63.89	224.97	63.0	115.97	70.51	106.63	106.63	128.79	137.14	126.12	126.12	84.04	131.51	144.01	108.9	135.24	58.3	156.59	50.27	78.89	109.66	161.02	131.51	150.17	115.16	67.12	142.01	189.02	318.57	59.97	143.01	111.21	114.62720000000003
HMHA1	23526	1242.34	1417.35	1216.75	872.1	1044.52	878.17	1167.14	961.07	974.5	1096.5	1175.27	1313.23	928.3	1457.23	813.63	1066.48	830.75	1561.89	656.11	1397.83	928.3	1639.59	1073.91	988.12	1023.0	954.43	1051.79	651.58	1081.39	1322.37	1331.57	988.12	1073.91	1378.57	1044.52	830.75	1008.9	808.0	1437.15	1674.06	2240.11	703.28	1242.34	1023.0	1819.35	1151.06	607.87	836.53	1427.22	1242.34	1133.0857999999998
LYG1	129530	7.17	23.42	9.27	8.85	19.82	13.62	6.16	35.76	5.59	10.0	9.06	17.38	7.28	39.79	22.1	16.03	10.96	21.47	1.79	11.73	6.62	11.82	4.43	23.42	9.06	13.32	37.59	22.43	14.45	7.69	22.75	13.22	27.64	20.86	7.34	24.46	3.89	13.12	10.88	14.03	31.0	29.27	14.14	9.85	10.47	16.51	22.75	3.35	33.54	26.86	16.0802
RASGRP2	10235	500.46	954.43	555.41	638.15	567.1	603.67	470.14	426.57	599.49	371.22	536.45	486.75	228.13	1044.52	579.04	674.59	379.04	785.88	293.07	780.44	591.22	728.11	480.04	743.43	507.46	438.59	660.68	441.64	629.35	376.41	457.25	518.15	738.29	318.57	423.61	435.55	406.31	486.75	547.75	616.37	2075.59	463.65	543.96	341.51	753.83	483.38	400.71	473.41	543.96	718.08	576.3632000000001
SLC12A4	6560	1268.46	947.83	1081.39	1407.55	1088.92	860.08	1143.1	902.89	1159.07	1135.2	1685.71	1369.04	1135.2	1457.23	1023.0	1216.75	915.51	1350.18	1175.27	1104.13	1242.34	1437.15	1044.52	981.29	1167.14	1143.1	1159.07	967.76	1250.98	1350.18	1340.84	1322.37	1572.76	1322.37	1037.29	1340.84	1135.2	1159.07	1088.92	1397.83	848.22	1119.56	1427.22	1551.09	1594.73	1572.76	813.63	1104.13	1216.75	1104.13	1204.7949999999998
VMO1	284013	211.31	674.59	679.29	293.07	277.2	688.78	318.57	307.69	890.44	218.79	197.09	303.44	165.57	848.22	813.63	497.0	540.19	277.2	124.37	423.61	638.15	293.07	198.47	764.36	334.46	316.37	483.38	140.04	490.14	267.73	395.18	785.88	503.95	201.25	169.07	232.94	521.76	334.46	381.68	441.64	444.72	132.44	384.34	167.9	483.38	167.9	199.85	336.79	571.05	1037.29	411.39380000000017
SLC35A4	113829	1331.57	1066.48	1572.76	1540.37	1233.75	1001.93	1477.58	1175.27	1477.58	1250.98	1769.57	1295.13	1417.35	1233.75	884.29	1208.34	1286.18	1259.69	1388.16	1225.22	1605.83	1487.87	1340.84	679.29	1286.18	1208.34	1268.46	1268.46	1268.46	1498.22	1487.87	1191.69	1437.15	1467.37	1477.58	1259.69	1250.98	1388.16	1143.1	1242.34	1135.2	1322.37	1561.89	1561.89	1268.46	1457.23	1208.34	1709.26	1259.69	1199.98	1320.7628000000002
EIF2S1	1965	1216.75	1378.57	1407.55	1477.58	1369.04	1977.24	1008.9	1685.71	1059.11	1733.13	1519.15	1936.53	1437.15	1104.13	1819.35	1572.76	934.76	1073.91	1583.71	878.17	1832.01	1159.07	1447.15	2047.0	1844.76	1605.83	1111.82	1397.83	1216.75	1023.0	1286.18	1540.37	1427.22	1350.18	1639.59	1340.84	2468.49	1457.23	1119.56	1008.9	1819.35	1250.98	1519.15	1313.23	1008.9	967.76	1268.46	1806.78	1350.18	1183.45	1419.7044
ZMYND12	84217	131.51	144.01	47.17	81.71	248.0	115.97	156.59	104.42	130.6	75.11	99.43	60.82	83.45	123.5	126.12	191.67	115.97	57.08	54.33	46.84	123.5	67.12	47.17	90.77	24.11	81.71	89.51	63.0	80.57	44.57	96.01	99.43	20.71	148.09	114.36	94.67	40.36	69.52	171.45	69.52	99.43	70.01	50.27	33.54	37.59	41.22	41.22	35.0	69.03	287.01	91.89540000000004
MCM3	4172	825.0	571.05	698.41	1135.2	669.92	379.04	830.75	547.75	660.68	567.1	842.36	536.45	808.0	665.29	503.95	656.11	603.67	775.05	660.68	733.19	819.3	723.08	647.07	423.61	595.34	599.49	665.29	656.11	728.11	674.59	656.11	703.28	759.08	616.37	866.07	866.07	525.39	728.11	591.22	543.96	961.07	780.44	674.59	884.29	633.73	616.37	426.57	825.0	551.56	674.59	681.7101999999999
DLL4	54567	406.31	392.44	563.18	267.73	514.56	503.95	703.28	271.48	457.25	785.88	688.78	591.22	540.19	579.04	343.89	454.09	514.56	521.76	1081.39	246.28	409.15	559.28	518.15	470.14	842.36	536.45	325.29	363.56	1498.22	679.29	529.06	435.55	743.43	397.93	555.41	2915.45	669.92	473.41	325.29	348.71	334.46	265.87	532.74	2417.67	842.36	450.94	113.56	343.89	316.37	463.65	602.0964
BARD1	580	47.5	50.63	37.05	85.22	75.64	28.24	53.57	41.22	45.21	45.53	51.71	29.27	53.57	159.9	44.25	114.36	46.84	40.64	43.32	38.4	45.85	46.5	38.4	29.91	36.01	62.56	49.91	62.56	116.78	66.65	35.76	64.34	45.21	30.78	55.89	59.97	21.78	45.85	35.5	40.93	211.31	48.87	38.95	40.07	35.76	40.36	57.49	37.32	105.89	45.21	55.6888
TBX3	6926	532.74	309.83	728.11	529.06	341.51	253.23	450.94	297.17	327.56	457.25	974.5	325.29	155.5	603.67	532.74	718.08	753.83	769.69	813.63	305.55	432.53	612.11	246.28	486.75	318.57	638.15	674.59	753.83	423.61	332.14	363.56	218.79	417.77	224.97	698.41	373.81	336.79	629.35	450.94	155.5	283.05	450.94	547.75	409.15	559.28	728.11	258.57	295.11	218.79	429.54	462.97240000000005
TNK2	10188	529.06	796.86	529.06	476.71	733.19	341.51	518.15	583.07	536.45	540.19	638.15	497.0	366.09	1044.52	417.77	723.08	406.31	941.27	381.68	764.36	660.68	848.22	753.83	470.14	555.41	563.18	884.29	463.65	896.64	511.0	587.13	780.44	728.11	587.13	414.87	1066.48	373.81	450.94	638.15	713.11	1199.98	769.69	507.46	620.67	769.69	769.69	579.04	283.05	1143.1	785.88	642.7987999999998
BCL2L11	10018	279.14	232.94	303.44	249.73	309.83	138.1	256.78	186.4	231.32	283.05	234.57	206.94	202.66	205.5	155.5	218.79	197.09	244.57	161.02	420.68	314.17	204.07	429.54	181.28	198.47	271.48	289.02	329.84	215.77	190.34	220.32	215.77	171.45	137.14	215.77	285.03	119.26	255.0	251.48	251.48	363.56	258.57	190.34	262.2	229.72	271.48	269.6	190.34	332.14	199.85	240.65060000000005
EXTL1	2134	13.32	4.7	6.06	11.64	9.78	4.66	5.73	10.55	4.9	5.87	17.25	4.17	6.94	14.45	6.46	5.82	9.78	14.89	6.84	13.93	8.38	10.31	11.64	1.62	3.63	5.5	4.03	10.63	6.46	4.9	7.69	9.85	10.16	6.78	7.63	5.73	0.49	5.59	8.06	5.41	8.0	8.13	3.69	4.31	9.27	11.3	2.1	9.2	11.04	5.77	7.700800000000002
ZNF793	390927	53.19	49.21	19.82	38.67	54.72	22.75	29.91	22.92	15.68	29.91	47.17	40.64	15.0	43.63	53.95	50.27	33.3	59.13	14.24	22.1	44.25	32.59	40.36	58.71	22.26	47.5	55.89	48.52	49.56	43.94	32.59	58.3	44.25	31.9	40.93	64.34	18.43	35.25	50.63	29.06	86.43	82.87	38.12	49.91	37.59	24.11	18.43	24.63	39.79	29.06	39.928200000000004
CCR7	1236	224.97	301.33	157.68	59.55	117.6	138.1	97.36	105.15	48.18	101.54	83.45	105.15	232.94	131.51	102.25	63.89	90.14	258.57	82.29	363.56	167.9	189.02	153.34	127.89	157.68	73.03	47.17	55.1	127.0	94.67	117.6	41.22	60.82	27.25	82.29	78.34	43.94	90.14	57.89	101.54	1167.14	61.25	81.14	43.63	69.52	76.71	29.27	90.77	137.14	66.65	131.64520000000005
CENPK	64105	60.82	121.79	14.03	70.51	74.06	31.9	30.34	109.66	35.0	21.94	30.34	27.84	72.01	80.57	84.63	105.15	30.78	57.89	31.9	33.54	60.39	46.18	41.52	52.08	29.7	43.94	27.25	40.07	83.45	17.25	34.02	51.71	58.71	28.04	36.27	60.39	23.25	53.95	37.05	37.85	190.34	80.01	22.75	53.57	17.13	23.25	15.8	29.7	34.26	69.03	50.47220000000003
SLC6A12	6539	78.34	111.21	133.36	139.07	60.82	52.82	44.57	59.55	136.19	56.68	74.06	36.01	78.34	91.41	61.68	57.08	108.14	68.07	48.87	115.97	131.51	124.37	91.41	54.33	39.79	32.59	49.21	84.63	64.8	46.84	69.03	43.94	76.17	92.05	28.24	59.55	65.72	73.03	63.89	74.58	78.34	123.5	68.55	84.63	60.39	49.56	86.43	89.51	86.43	126.12	76.62760000000002
CHN2	1124	161.02	162.14	153.34	166.73	199.85	134.3	133.36	171.45	130.6	164.42	189.02	103.69	112.77	190.34	127.0	201.25	142.01	187.71	202.66	153.34	146.03	154.42	204.07	94.01	100.83	164.42	145.02	164.42	185.11	169.07	132.44	183.82	105.15	102.97	204.07	149.12	77.79	143.01	142.01	133.36	120.1	234.57	103.69	194.36	120.94	79.45	100.13	127.89	170.25	208.38	150.95799999999997
P2RY13	53829	159.9	236.21	154.42	181.28	151.22	128.79	127.89	170.25	112.77	85.82	204.07	121.79	52.08	181.28	118.43	157.68	178.77	171.45	49.21	147.06	128.79	169.07	185.11	67.59	86.43	211.31	151.22	128.79	133.36	77.25	98.73	169.07	81.71	71.0	148.09	125.24	108.9	187.71	155.5	193.01	312.0	173.85	157.68	140.04	101.54	72.52	113.56	197.09	102.97	130.6	141.40200000000002
FXR1	8087	1447.15	1350.18	1277.29	1378.57	1447.15	934.76	1268.46	1208.34	1286.18	1407.55	1388.16	1096.5	1313.23	1304.15	1023.0	1457.23	1477.58	1594.73	1487.87	1388.16	1340.84	1143.1	1397.83	941.27	1127.35	1540.37	1437.15	1594.73	1304.15	1216.75	1250.98	1313.23	1037.29	1135.2	1551.09	1628.26	974.5	1508.65	1397.83	1295.13	1697.45	1769.57	1081.39	1397.83	1225.22	1127.35	1407.55	1023.0	1167.14	1322.37	1317.8162000000002
GYG2	8908	52.08	38.95	8.65	22.1	32.82	16.75	50.27	26.67	23.08	15.56	32.59	36.27	29.7	45.53	9.27	21.32	15.68	15.0	13.32	29.48	36.27	12.18	33.54	9.34	10.71	27.64	10.47	33.54	34.75	29.91	28.45	42.41	18.29	37.59	24.11	27.05	23.59	18.16	25.91	12.64	20.11	52.08	14.89	18.56	12.0	23.93	16.51	13.12	30.78	46.84	25.609199999999994
CCDC77	84318	107.38	112.77	146.03	128.79	140.04	82.29	129.69	132.44	120.94	138.1	107.38	73.54	88.88	169.07	150.17	140.04	139.07	163.28	116.78	115.97	151.22	147.06	126.12	124.37	90.77	165.57	131.51	161.02	121.79	109.66	102.25	128.79	94.01	83.45	123.5	150.17	27.44	122.64	104.42	132.44	166.73	137.14	102.97	114.36	119.26	105.89	130.6	71.0	106.63	129.69	121.70239999999998
GDF11	10220	131.51	108.14	81.71	115.97	115.97	33.54	100.13	77.25	51.71	64.34	131.51	99.43	52.45	87.65	71.5	76.71	73.54	136.19	52.82	100.13	120.1	77.79	131.51	67.12	80.01	62.12	59.55	56.28	141.02	89.51	77.25	85.82	115.97	63.89	127.0	167.9	84.63	44.57	50.63	64.34	89.51	67.12	83.45	151.22	59.55	100.13	31.0	91.41	99.43	51.71	87.07480000000004
RP11-345J4.5	0	231.32	486.75	318.57	246.28	271.48	414.87	486.75	540.19	395.18	299.25	348.71	236.21	242.88	389.72	718.08	423.61	267.73	376.41	616.37	400.71	587.13	423.61	318.57	884.29	226.54	186.4	353.59	343.89	249.73	273.37	376.41	417.77	543.96	248.0	384.34	406.31	389.72	293.07	387.02	395.18	563.18	559.28	211.31	301.33	124.37	291.04	400.71	414.87	295.11	283.05	376.8843999999999
AC004466.1	0	47.17	43.02	65.26	38.4	56.68	49.21	89.51	68.55	63.0	76.17	55.1	72.52	58.71	73.54	29.7	78.34	53.57	57.89	45.53	65.26	30.12	80.57	26.47	64.34	75.11	40.93	108.9	62.12	73.54	91.41	117.6	97.36	73.54	114.36	49.91	89.51	33.54	64.8	83.45	81.14	61.25	84.63	80.57	43.94	102.97	85.22	98.73	26.1	131.51	54.72	68.30979999999998
LEMD1	93273	8.92	35.25	14.24	6.01	14.89	78.89	7.51	74.06	24.46	12.27	6.67	12.18	42.11	16.39	21.63	31.45	19.68	12.74	10.39	13.42	1.55	20.41	6.67	22.26	13.12	9.48	14.56	4.35	15.45	14.89	23.25	19.82	4.7	10.63	0.0	10.71	22.75	22.1	5.11	31.0	9.34	23.08	9.78	3.89	8.06	26.47	16.75	4.21	22.26	14.03	17.476800000000004
MAN2B1	4125	3124.78	3639.7	3491.39	3515.68	3395.89	2777.33	3146.52	3847.29	3467.27	2485.67	2956.17	1832.01	4010.71	3874.05	2627.46	2627.46	3467.27	2935.74	2119.22	5366.37	3060.45	4607.24	5479.15	1794.29	3794.3	2061.24	2537.92	2935.74	4123.49	2485.67	3690.52	3235.01	3146.52	3491.39	1769.57	2591.27	2835.7	2555.58	3018.3	3690.52	3491.39	3419.52	2956.17	3060.45	3349.13	2417.67	3768.09	3146.52	5292.48	4358.66	3257.438600000001
KIAA1522	57648	703.28	563.18	674.59	733.19	813.63	444.72	947.83	460.44	1088.92	713.11	532.74	450.94	603.67	684.02	366.09	642.59	733.19	607.87	547.75	753.83	525.39	753.83	493.56	271.48	511.0	483.38	941.27	759.08	555.41	723.08	764.36	656.11	450.94	780.44	490.14	684.02	420.68	660.68	813.63	684.02	426.57	896.64	591.22	674.59	583.07	813.63	866.07	429.54	665.29	753.83	643.7706000000002
GATA2	2624	796.86	490.14	769.69	587.13	476.71	246.28	947.83	334.46	599.49	854.13	1008.9	651.58	381.68	1096.5	624.99	848.22	1096.5	967.76	1322.37	363.56	733.19	1066.48	432.53	656.11	450.94	743.43	759.08	660.68	473.41	921.88	961.07	316.37	836.53	267.73	860.08	575.03	379.04	629.35	780.44	287.01	409.15	384.34	1088.92	591.22	665.29	872.1	277.2	376.41	878.17	444.72	664.8536
ZNF365	22891	63.0	53.57	87.03	72.01	46.18	21.78	50.98	39.5	74.58	54.33	81.71	36.01	41.81	64.8	146.03	105.89	144.01	51.35	50.63	38.67	53.95	51.35	59.97	115.97	32.59	68.07	63.0	87.65	44.57	69.52	66.65	62.12	44.89	49.91	47.5	57.49	27.64	88.26	77.79	60.39	92.05	79.45	52.82	73.54	68.55	34.26	101.54	38.67	58.71	58.71	64.229
TOX	9760	111.99	164.42	120.1	131.51	96.68	119.26	130.6	80.01	148.09	167.9	90.77	87.03	194.36	100.13	115.97	129.69	180.02	134.3	156.59	167.9	80.01	91.41	105.89	81.71	134.3	127.0	133.36	137.14	123.5	164.42	159.9	95.34	73.54	147.06	90.14	103.69	125.24	175.07	122.64	146.03	175.07	102.25	182.55	110.43	88.88	111.21	155.5	108.9	107.38	78.89	125.31540000000005
SIX2	10736	15.68	5.32	2.48	8.99	60.82	5.73	3.82	2.36	31.9	2.23	5.63	2.94	3.86	4.94	6.36	7.0	18.16	43.32	2.48	16.27	29.27	6.11	8.19	0.39	1.1	5.87	10.55	15.11	6.94	3.79	10.47	10.55	12.93	9.06	12.45	13.83	7.69	3.76	31.22	6.84	11.04	24.46	2.14	1.39	8.32	2.43	0.4	4.28	12.0	44.89	11.355199999999996
APOH	350	269.6	198.47	90.77	152.28	204.07	82.87	113.56	45.53	56.68	796.86	239.52	121.79	223.41	161.02	220.32	105.89	303.44	41.81	58.3	164.42	75.11	59.97	220.32	271.48	214.27	237.86	49.56	223.41	106.63	669.92	237.86	248.0	27.64	432.53	93.35	190.34	358.54	146.03	181.28	157.68	82.87	134.3	171.45	379.04	102.25	150.17	112.77	77.79	144.01	51.71	185.175
FFAR4	338557	92.7	94.01	126.12	161.02	67.12	60.39	78.89	12.64	214.27	29.06	65.72	12.0	14.14	159.9	125.24	77.79	113.56	39.79	45.85	85.82	43.63	127.89	50.98	42.41	70.01	18.29	173.85	114.36	69.52	42.11	87.65	103.69	55.49	59.55	11.3	81.71	22.26	82.29	102.25	50.98	151.22	126.12	67.12	80.57	87.65	38.95	111.99	73.54	108.14	121.79	81.0668
THEMIS2	9473	1350.18	2148.82	2835.7	1794.29	2004.85	2976.74	1769.57	1745.2	2502.97	1313.23	1427.22	1119.56	2133.97	2061.24	1583.71	1819.35	1651.0	1369.04	728.11	2627.46	2739.08	2664.15	2701.35	1467.37	2119.22	1313.23	1977.24	1572.76	2255.7	1037.29	2255.7	2255.7	1662.49	1167.14	1073.91	1733.13	1268.46	2224.63	1896.65	2555.58	2400.97	1662.49	2451.44	1378.57	1794.29	1175.27	2485.67	2133.97	4066.71	2645.74	1941.9622000000004
MED7	9443	253.23	248.0	197.09	223.41	212.78	267.73	236.21	307.69	218.79	211.31	205.5	214.27	204.07	264.03	490.14	316.37	214.27	226.54	366.09	217.27	182.55	163.28	146.03	368.65	182.55	256.78	271.48	293.07	264.03	249.73	239.52	246.28	224.97	255.0	264.03	262.2	194.36	279.14	287.01	178.77	301.33	309.83	197.09	171.45	229.72	176.29	260.38	194.36	165.57	273.37	243.67220000000006
