,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expression,fdr,fdr_hypothesis
7177,UNG,7374.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7178,EVI2A,2123.0,NOT,1.383114626082743e-09,10.0,expressed,1.150375790350476e-08,True
7179,MATN1,4146.0,ND,0.5657197991441898,532.0,not,0.6053524238240757,False
7180,PSMD1,5707.0,ND,2.6253872967106627e-09,14.0,expressed,1.704380516748467e-08,True
7181,KRBOX1,100506243.0,ND,0.009544603414181752,369.0,expressed,0.013636839300305166,True
7182,HTRA1,5654.0,ND,0.73183063851359,602.0,not,0.760580813399246,False
7183,THSD7B,80731.0,ND,0.1212973114517199,477.0,not,0.1475329898844231,False
7184,THAP2,83591.0,NOT,0.49006249702346216,566.0,not,0.5315728768102668,False
7185,MOSPD3,64598.0,ND,0.34660510726369287,540.0,not,0.38774791011399395,False
7186,NUDT14,256281.0,NOT,0.3616451100155419,543.0,not,0.4034236907864191,False
7187,PRDX1,5052.0,ND,2.11615211152453e-05,197.0,expressed,4.3859061459611585e-05,True
7188,CCDC113,29070.0,NOT,0.06735523133123138,448.0,not,0.08533012769485349,False
7189,QRSL1,55278.0,ND,0.0021080676979184686,319.0,expressed,0.003282573416399995,True
7190,DDB2,1643.0,NOT,0.003997649318754802,292.0,expressed,0.005995779821278798,True
7191,CENPJ,55835.0,NOT,2.344791097412956e-08,59.0,expressed,9.197608130746778e-08,True
7192,CLASP2,23122.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7193,RAB27A,5873.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7194,HIST1H2BC,8339.0,NOT,0.024807493454958803,405.0,expressed,0.033469966372572116,True
7195,ACIN1,22985.0,NOT,0.07811604935246409,455.0,not,0.09798538720329779,False
7196,SERINC3,10955.0,ND,1.0494687921867338e-05,181.0,expressed,2.2856244812185863e-05,True
7197,FAM198A,729085.0,ND,8.02029719177541e-06,175.0,expressed,1.7820017233173017e-05,True
7198,PTGDR,5729.0,ND,9.167238065402004e-07,129.0,expressed,2.395449507127871e-06,True
7199,PRR14L,253143.0,NOT,1.5859651576522734e-08,52.0,expressed,6.687221893688803e-08,True
7200,MYT1,4661.0,NOT,0.16222696131263792,472.0,not,0.19318986316895623,False
7201,CEP120,153241.0,NOT,1.5859651576522734e-08,52.0,expressed,6.687221893688803e-08,True
7202,NPY1R,4886.0,ND,6.166815818239549e-07,121.0,expressed,1.6666417906772247e-06,True
7203,GSN,2934.0,ND,0.0012420629369640991,303.0,expressed,0.0019946131528062617,True
7204,NEDD4L,23327.0,ND,1.3553138198586392e-06,137.0,expressed,3.4335014280771362e-06,True
7205,KCNJ15,3772.0,ND,1.0872449061578735e-09,6.0,expressed,1.093136886055739e-08,True
7206,GYPE,2996.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7207,SLC22A5,6584.0,ND,7.906875722375847e-07,126.0,expressed,2.0930321499240386e-06,True
7208,EIF4B,1975.0,NOT,0.21555363079600698,488.0,not,0.2510577785869081,False
7209,RP4-559A3.7,0.0,NOT,0.08841591464603511,461.0,not,0.10994939257692009,False
7210,MOCS2,4338.0,NOT,1.1962409574708818e-08,47.0,expressed,5.3773256675278386e-08,True
7211,ZBTB24,9841.0,NOT,0.08122665233384185,418.0,not,0.10161419502260251,False
7212,C4orf47,441054.0,NOT,0.0009134810927946906,294.0,expressed,0.0014944962475640002,True
7213,C5orf51,285636.0,NOT,2.6605190478582345e-09,21.0,expressed,1.709564987355985e-08,True
7214,TUBB2B,347733.0,ND,8.02029719177541e-06,175.0,expressed,1.7820017233173017e-05,True
7215,RP11-986E7.7,0.0,ND,1.7204942335517304e-07,96.0,expressed,5.272580784922148e-07,True
7216,PLXDC1,57125.0,ND,0.09978764078953349,467.0,not,0.12304293323620208,False
7217,SMEK1,55671.0,ND,0.7173519866295903,600.0,not,0.7478746400807623,False
7218,TIE1,7075.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7219,THAP6,152815.0,NOT,0.7017413828323193,574.0,not,0.7340791079343779,False
7220,EXOSC8,11340.0,NOT,0.1318067775774277,461.0,not,0.15946229306324416,False
7221,KCTD17,79734.0,NOT,0.2607556207263785,521.0,not,0.2992859841902989,False
7222,GLOD5,392465.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7223,KIAA1211L,343990.0,ND,3.541108275851046e-07,110.0,expressed,1.007122908549997e-06,True
7224,SEMA6D,80031.0,NOT,0.35658693993847124,542.0,not,0.3982955765832853,False
7225,RGPD3,653489.0,NOT,0.0034986202946596656,335.0,expressed,0.005284138733574868,True
7226,NUAK1,9891.0,ND,0.11899531368679402,476.0,not,0.1449093111931631,False
7227,PILRB,29990.0,NOT,0.015428290815446435,369.0,expressed,0.021466150437889592,True
7228,SPIN2A,54466.0,ND,0.011680427549637357,359.0,expressed,0.01650215329604016,True
7229,MAN1B1,11253.0,NOT,5.836857988721509e-06,168.0,expressed,1.3272570982646316e-05,True
7230,SLAMF6,114836.0,NOT,0.00016350590049904026,247.0,expressed,0.0002972599906462766,True
7231,CASP5,838.0,NOT,4.508498608679214e-09,30.0,expressed,2.5164560085600458e-08,True
7232,GNG12,55970.0,NOT,0.027399815211928934,409.0,expressed,0.0367664912060022,True
7233,CD40LG,959.0,ND,1.4171696914869546e-08,50.0,expressed,6.131131084507173e-08,True
7234,GNPDA2,132789.0,NOT,7.117476845502777e-05,226.0,expressed,0.00013667675912189912,True
7235,LPIN2,9663.0,ND,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
7236,HILPDA,29923.0,ND,2.0893271788382714e-06,146.0,expressed,5.108722861207521e-06,True
7237,TRIM39,56658.0,NOT,4.338058901565941e-07,114.0,expressed,1.2118364735535515e-06,True
7238,EIF3H,8667.0,NOT,2.4074094807268668e-05,200.0,expressed,4.948595761489365e-05,True
7239,GRB7,2886.0,ND,4.7244338450388704e-05,216.0,expressed,9.288106825201603e-05,True
7240,ZNF540,163255.0,ND,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7241,BRCA1,672.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7242,HSPG2,3339.0,NOT,0.294924012810716,529.0,not,0.33432720790767895,False
7243,HPD,3242.0,ND,6.696272701031127e-05,224.5,expressed,0.00012913385902021962,True
7244,TAMM41,132001.0,ND,0.44785893999987025,514.0,not,0.49019924965708755,False
7245,ZNF169,169841.0,NOT,0.8355829250118764,616.0,not,0.8545800329004888,False
7246,RIBC1,158787.0,NOT,2.344791097412956e-08,59.0,expressed,9.197608130746778e-08,True
7247,TBL1XR1,79718.0,ND,1.5591448621045152e-09,12.0,expressed,1.2209531955056891e-08,True
7248,EEF2K,29904.0,NOT,0.007826177717240248,362.0,expressed,0.011317363139571848,True
7249,PRSS23,11098.0,NOT,0.13333362095374612,482.0,not,0.1611514938764405,False
7250,C11orf58,10944.0,ND,0.026731678648024063,372.0,expressed,0.03590341693707166,True
7251,ZBTB42,100128927.0,NOT,0.0003357893267141233,252.0,expressed,0.0005849309891082465,True
7252,TGFB1,7040.0,NOT,0.006965915082988269,309.0,expressed,0.010144679064122605,True
7253,CCT2,10576.0,NOT,1.7112150878431092e-09,7.0,expressed,1.296545642214461e-08,True
7254,FAM83F,113828.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7255,FAM154B,283726.0,ND,3.3651326713047556e-07,109.0,expressed,9.624613724634047e-07,True
7256,ENPP1,5167.0,NOT,0.9961489139450291,637.0,not,0.9963219365678774,False
7257,SLC25A34,284723.0,NOT,2.210226962994997e-05,186.0,expressed,4.5666392519720814e-05,True
7258,GMPR2,51292.0,ND,7.682547281057744e-08,64.0,expressed,2.5936291631868773e-07,True
7259,EHD4,30844.0,ND,9.530799618618074e-09,43.0,expressed,4.476469913312322e-08,True
7260,MRPS21,54460.0,ND,0.07811604935246409,455.0,not,0.09798538720329779,False
7261,ASXL2,55252.0,ND,0.08143553819251917,457.0,not,0.10178705754111632,False
7262,ACP1,52.0,NOT,1.4171696914869546e-08,50.0,expressed,6.131131084507173e-08,True
7263,C15orf65,145788.0,NOT,1.5496795271408795e-07,94.0,expressed,4.799339159440426e-07,True
7264,CDKL2,8999.0,ND,1.1548334686261787e-09,7.0,expressed,1.093136886055739e-08,True
7265,NPLOC4,55666.0,NOT,1.110698029568505e-08,31.0,expressed,5.107082369123216e-08,True
7266,GTF3C5,9328.0,NOT,2.9259876905925688e-08,63.0,expressed,1.1113967657615927e-07,True
7267,CEP44,80817.0,NOT,0.5527284110902966,576.0,not,0.5925887979634378,False
7268,STX6,10228.0,ND,1.383114626082743e-09,10.0,expressed,1.150375790350476e-08,True
7269,PALM3,342979.0,ND,1.6329285453687908e-07,95.0,expressed,5.028313836229208e-07,True
7270,DNAJC5,80331.0,ND,0.022435185148715356,383.0,expressed,0.030463113479046403,True
7271,RAB43,339122.0,ND,2.473756574659273e-07,103.0,expressed,7.309980298877685e-07,True
7272,PJA1,64219.0,ND,0.17610661174289155,476.5,not,0.2082871229534747,False
7273,CCL26,10344.0,ND,8.502529682098662e-09,41.0,expressed,4.10512018608872e-08,True
7274,ASCC2,84164.0,NOT,1.2910985763594576e-06,136.0,expressed,3.282856624464179e-06,True
7275,CADM2,253559.0,NOT,0.020736608272804644,380.0,expressed,0.028327131734358708,True
7276,SBK1,388228.0,ND,3.197509144816302e-06,155.0,expressed,7.610494692298377e-06,True
7277,ATAD5,79915.0,NOT,1.1098341111028545e-09,0.0,expressed,1.093136886055739e-08,True
7278,GEMIN2,8487.0,ND,1.6775305690463507e-08,53.0,expressed,6.998150345393796e-08,True
7279,FER1L6,654463.0,ND,0.014397425513598901,384.0,expressed,0.0200981215543756,True
7280,SPAG5,10615.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7281,NPPA,4878.0,NOT,1.6309661469240123e-05,191.0,expressed,3.4481325015603065e-05,True
7282,TET1,80312.0,NOT,4.067656952108499e-08,69.0,expressed,1.4774763214397458e-07,True
7283,RP11-247C2.2,0.0,NOT,0.24230137827509124,474.0,not,0.27983395572283737,False
7284,FBRS,64319.0,ND,0.7610682552125038,606.0,not,0.78816942082585,False
7285,TMCO4,255104.0,ND,3.108211060522182e-05,206.0,expressed,6.277837726004992e-05,True
7286,ATP6V1A,523.0,ND,0.15730162470388975,491.0,not,0.18759997009041735,False
7287,PALM2,114299.0,NOT,0.7537249310173678,605.0,not,0.7813140224017419,False
7288,TXNL1,9352.0,NOT,7.327454491069752e-06,173.0,expressed,1.64136120764043e-05,True
7289,PCSK5,5125.0,NOT,6.501207366629693e-05,211.0,expressed,0.0001257089291006581,True
7290,NABP1,64859.0,NOT,0.7832252432554863,609.0,not,0.8083049212759739,False
7291,DCLRE1C,64421.0,NOT,0.08662850412550041,460.0,not,0.10789527099985721,False
7292,PGBD3,2074.0,ND,0.8963138410681736,624.0,not,0.9095824240411619,False
7293,AURKA,6790.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7294,AC007382.1,0.0,NOT,6.332840673919576e-05,198.0,expressed,0.00012246705769837756,True
7295,OAF,220323.0,NOT,0.12363399711559386,478.0,not,0.15019530943543488,False
7296,SMYD3,64754.0,NOT,0.00012943824374041834,241.0,expressed,0.00023884273238792213,True
7297,PTGER2,5732.0,ND,1.2658797980080207e-08,48.0,expressed,5.6302969903678055e-08,True
7298,TMEM183A,92703.0,NOT,2.9937649854285763e-09,23.0,expressed,1.8583287863197503e-08,True
7299,ZGLP1,100125288.0,ND,1.253271740608575e-05,185.0,expressed,2.696844708397251e-05,True
7300,MPV17L,255027.0,NOT,0.015599803007704178,387.0,expressed,0.021685571494173148,True
7301,GRPEL1,80273.0,ND,0.0006670378894178456,285.0,expressed,0.0011130184042976222,True
7302,WAC,51322.0,NOT,0.14098712619772763,485.0,not,0.16966580320903832,False
7303,LIN9,286826.0,NOT,1.1812325186599061e-09,1.0,expressed,1.1075794898154324e-08,True
7304,C9orf147,0.0,NOT,0.4342615159429706,556.5,not,0.4764905797710122,False
7305,PPIG,9360.0,NOT,0.00021952363592534025,241.0,expressed,0.0003925746180755955,True
7306,YDJC,150223.0,NOT,1.0872449061578735e-09,6.0,expressed,1.093136886055739e-08,True
7307,FKBP11,51303.0,ND,0.027399815211928934,409.0,expressed,0.0367664912060022,True
7308,ZNF225,7768.0,NOT,0.35233378232990065,519.0,not,0.3937486149404214,False
7309,UBXN6,80700.0,NOT,0.03172531549900326,415.0,expressed,0.04212889732072268,True
7310,SCXA,642658.0,NOT,0.30391493569853856,531.0,not,0.3437299014136607,False
7311,RPAP2,79871.0,NOT,5.6363761403217416e-08,75.0,expressed,1.9630725367753647e-07,True
7312,CPSF3,51692.0,ND,1.0235189212610724e-09,5.0,expressed,1.093136886055739e-08,True
7313,CRB1,23418.0,NOT,1.146922441288821e-05,183.0,expressed,2.4818903176751316e-05,True
7314,MISP,126353.0,ND,7.524789949242506e-07,125.0,expressed,1.999242484976381e-06,True
7315,TIGD4,201798.0,NOT,0.0033919426674941695,334.0,expressed,0.005131263317692344,True
7316,UFSP2,55325.0,ND,7.160522709164976e-07,124.0,expressed,1.908036862576353e-06,True
7317,CNTN6,27255.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7318,GTPBP8,29083.0,ND,1.8763155422279055e-08,55.0,expressed,7.644658252827138e-08,True
7319,TRAF4,9618.0,NOT,1.1776298488446208e-07,80.0,expressed,3.7750149635908004e-07,True
7320,ZNF275,10838.0,ND,0.03492375090847877,419.0,expressed,0.046106824374778047,True
7321,RANBP1,5902.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7322,FUBP1,8880.0,NOT,0.05658100519591362,440.0,not,0.0725389036555661,False
7323,TDRD7,23424.0,NOT,4.5628539597638217e-07,115.0,expressed,1.2713435831438713e-06,True
7324,ASAP1,50807.0,NOT,0.9884471006904338,636.0,not,0.989592794229339,False
7325,CWC15,51503.0,NOT,0.49248134687410017,543.5,not,0.5341295371201709,False
7326,ZC3HAV1,56829.0,ND,3.656890887780099e-05,197.5,expressed,7.326080260512723e-05,True
7327,ZBED1,9189.0,ND,6.299968597646833e-05,223.0,expressed,0.00012185864687532084,True
7328,CSTF3,1479.0,NOT,7.1594666223879605e-09,38.0,expressed,3.584921330485565e-08,True
7329,IL10RA,3587.0,NOT,1.8648014196095014e-09,15.0,expressed,1.3529796104054656e-08,True
7330,SOCS5,9655.0,NOT,0.015599803007704178,387.0,expressed,0.021685571494173148,True
7331,CNOT10,25904.0,ND,0.05293112952760612,437.0,not,0.0681410882025036,False
7332,LGI3,203190.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7333,C12orf29,91298.0,NOT,1.2298152190805743e-06,135.0,expressed,3.1371910675748555e-06,True
7334,MAPK1IP1L,93487.0,NOT,0.010378834253614008,372.0,expressed,0.01475916708356783,True
7335,SOWAHD,347454.0,ND,1.422594945451938e-06,138.0,expressed,3.591309028595971e-06,True
7336,GPD1,2819.0,NOT,2.228554183152968e-09,18.0,expressed,1.5091443949026863e-08,True
7337,PIK3CG,5294.0,NOT,6.3812412695451034e-09,36.0,expressed,3.289643179092559e-08,True
7338,ADCYAP1,116.0,NOT,7.069213042305e-05,213.0,expressed,0.0001359010185909402,True
7339,BAI3,577.0,NOT,5.684387116025299e-09,34.0,expressed,3.0036006869247545e-08,True
7340,RPL24,6152.0,ND,0.004238451661570088,325.0,expressed,0.006335489526142014,True
7341,SFTA3,253970.0,ND,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7342,PTPMT1,114971.0,ND,0.0003488217382562794,253.0,expressed,0.0006060440036585765,True
7343,SAMD10,140700.0,NOT,1.1990424712214291e-05,184.0,expressed,2.5878883920977244e-05,True
7344,FGFR1OP2,26127.0,NOT,0.011277334916760704,375.0,expressed,0.015969830370279627,True
7345,TECPR1,25851.0,NOT,3.7259501078061126e-07,111.0,expressed,1.0532775014293993e-06,True
7346,ACTA1,58.0,ND,0.010670992924015925,373.0,expressed,0.015155915708490923,True
7347,MEOX1,4222.0,ND,0.4314327881730913,556.0,not,0.4735070785063629,False
7348,PGBD5,79605.0,NOT,3.836307642831257e-05,211.0,expressed,7.647382244393027e-05,True
7349,ARMC1,55156.0,NOT,5.339357587716575e-08,74.0,expressed,1.873601509807106e-07,True
7350,TYROBP,7305.0,NOT,1.4685612927356851e-09,11.0,expressed,1.1838262404110574e-08,True
7351,TIFA,92610.0,NOT,0.020253755177481125,397.0,expressed,0.027687237531928973,True
7352,KALRN,8997.0,ND,0.014019653747981576,383.0,expressed,0.0195898664156258,True
7353,WASF1,8936.0,NOT,1.5129202138873068e-09,5.0,expressed,1.2173123751701548e-08,True
7354,XAGE2B,9502.0,ND,3.632997357684415e-07,92.0,expressed,1.0325769883843084e-06,True
7355,CEP104,9731.0,ND,0.014400842176559257,384.0,expressed,0.0200981215543756,True
7356,FOXN1,8456.0,NOT,1.5859651576522734e-08,52.0,expressed,6.687221893688803e-08,True
7357,GIPC2,54810.0,NOT,2.099774562087798e-09,17.0,expressed,1.4529990816875506e-08,True
7358,FGF20,26281.0,ND,0.2804295500567884,504.0,not,0.31982215005530457,False
7359,ARHGEF35,445328.0,ND,5.866171908820745e-07,120.0,expressed,1.5963786976193822e-06,True
7360,MTX3,345778.0,ND,0.011277334916760704,375.0,expressed,0.015969830370279627,True
7361,MUC21,394263.0,ND,5.635377425575921e-08,75.0,expressed,1.9630725367753647e-07,True
7362,KLF4,9314.0,ND,4.123966703815868e-07,113.0,expressed,1.1565182598769338e-06,True
7363,RUNX1,861.0,NOT,0.05293112952760612,437.0,not,0.0681410882025036,False
7364,SERPINB3,6317.0,ND,3.3508172038662517e-06,156.0,expressed,7.9534717225597e-06,True
7365,RNASE10,338879.0,ND,1.0089294427154326e-08,44.0,expressed,4.682766287724099e-08,True
7366,PGAM4,441531.0,NOT,1.3090540235334458e-08,41.0,expressed,5.816334428122499e-08,True
7367,CTC-360G5.1,0.0,NOT,0.7245797902868737,601.0,not,0.7539977035844674,False
7368,TSPO,706.0,NOT,0.07811604935246409,455.0,not,0.09798538720329779,False
7369,CTR9,9646.0,NOT,0.0617746971525896,444.0,not,0.07865255699520823,False
7370,CYP2A6,1548.0,NOT,9.63547991972843e-08,85.0,expressed,3.150646749341313e-07,True
7371,EIF2B4,8890.0,NOT,2.526575207856571e-06,150.0,expressed,6.097595238295929e-06,True
7372,HSD17B1,3292.0,NOT,1.008731019424161e-08,44.0,expressed,4.682766287724099e-08,True
7373,MARCH5,54708.0,ND,5.579682013024585e-07,119.0,expressed,1.5278016607227723e-06,True
7374,PIGB,9488.0,ND,0.0005787254970199935,281.0,expressed,0.0009742236368174223,True
7375,FXYD2,486.0,NOT,0.04313897993310964,428.0,expressed,0.056162926998603445,False
7376,DONSON,29980.0,NOT,9.634403725281619e-10,4.0,expressed,1.093136886055739e-08,True
7377,PHYHIP,9796.0,NOT,0.0009134810927946906,294.0,expressed,0.0014944962475640002,True
7378,RGS6,9628.0,ND,0.16304636856443988,493.0,not,0.19399896613280815,False
7379,CKMT1B,1159.0,NOT,1.8648014196095014e-09,15.0,expressed,1.3529796104054656e-08,True
7380,FBXW9,84261.0,ND,7.411591777977753e-05,227.0,expressed,0.00014202467882924646,True
7381,MUC20,200958.0,NOT,0.017334581738329847,391.0,expressed,0.023928634741230265,True
7382,GNGT2,2793.0,NOT,8.031090907046913e-10,1.0,expressed,1.093136886055739e-08,True
7383,DPH5,51611.0,ND,0.001420717708905356,307.0,expressed,0.002264731791209747,True
7384,LRRC8E,80131.0,NOT,0.00032333866823250297,265.0,expressed,0.000564323650607849,True
7385,GPALPP1,55425.0,ND,0.0018508161079109884,315.0,expressed,0.002904510198415909,True
7386,RAB11FIP5,26056.0,ND,0.029004072577805576,393.0,expressed,0.03876559797149643,True
7387,ATP11C,286410.0,ND,0.07649809104336511,454.0,not,0.09611641012249125,False
7388,RBMX,26787.0,ND,0.00025842182211658195,259.0,expressed,0.000456886396178892,True
7389,FOXD2,2306.0,ND,0.04023446412692018,425.0,expressed,0.052674431206358494,False
7390,AC002398.9,0.0,ND,0.22570631301376298,512.0,not,0.26179154323222714,False
7391,SURF1,6834.0,NOT,1.849627704721443e-05,182.0,expressed,3.8744171940175734e-05,True
7392,CELA1,1990.0,NOT,0.008362959309890452,227.0,expressed,0.01205525050720607,True
7393,CXCL16,58191.0,NOT,9.06805772149548e-10,3.0,expressed,1.093136886055739e-08,True
7394,MARK1,4139.0,ND,1.256512710738659e-09,2.0,expressed,1.1272760177593774e-08,True
7395,SF3A1,10291.0,NOT,0.6887064978279134,596.0,not,0.7217109341812074,False
7396,NUCKS1,64710.0,NOT,3.851211595566846e-08,68.0,expressed,1.407115925250601e-07,True
7397,KRT32,3882.0,NOT,1.5447134314299555e-08,36.5,expressed,6.597014716428302e-08,True
7398,CCDC23,374969.0,ND,0.3224376107459681,535.0,not,0.3629445315460089,False
7399,AMBP,259.0,ND,1.4171696914869546e-08,50.0,expressed,6.131131084507173e-08,True
7400,TAL1,6886.0,NOT,7.556929455863566e-10,0.0,expressed,1.093136886055739e-08,True
7401,NKG2-E,0.0,NOT,5.076073473012731e-07,107.5,expressed,1.402802259579186e-06,True
7402,ZNF593,51042.0,NOT,0.00318724930851193,332.0,expressed,0.004836164409709583,True
7403,SMC5,23137.0,ND,0.055342720444479465,439.0,not,0.07108673475190593,False
7404,ZYG11A,440590.0,ND,1.2562187622600304e-09,2.0,expressed,1.1272760177593774e-08,True
7405,KRT85,3891.0,NOT,0.10960090842913872,340.5,not,0.1343281797171601,False
7406,NDUFB5,4711.0,ND,2.2479840144076452e-07,92.0,expressed,6.702437668086308e-07,True
7407,ELL2,22936.0,NOT,0.7537249310173678,605.0,not,0.7813140224017419,False
7408,GLT8D2,83468.0,NOT,0.06451517853717512,446.0,not,0.08196658889679342,False
7409,SRP19,6728.0,ND,0.8886810419424025,623.0,not,0.902791892184918,False
7410,NCBP1,4686.0,NOT,1.2910985763594576e-06,136.0,expressed,3.282856624464179e-06,True
7411,C11orf84,144097.0,ND,1.4223576309764776e-09,4.0,expressed,1.1790416542763268e-08,True
7412,SCAP,22937.0,NOT,0.0011220770031458965,300.0,expressed,0.0018134418775699655,True
7413,IPCEF1,26034.0,NOT,3.242413897703721e-05,207.0,expressed,6.529047684209323e-05,True
7414,MYO18B,84700.0,NOT,0.001107758780162625,270.0,expressed,0.0017944985865818966,True
7415,HSPA1L,3305.0,NOT,8.307614297134824e-07,127.0,expressed,2.1887149150984306e-06,True
7416,COL6A2,1292.0,NOT,0.5022824092698657,568.0,not,0.5434969383111137,False
7417,USH1C,10083.0,NOT,0.021855744358726822,382.0,expressed,0.029738554120053544,True
7418,SNTB2,6645.0,ND,0.0017911773711392484,314.0,expressed,0.002817060186310134,True
7419,TACR3,6870.0,ND,0.02353347729210126,350.0,expressed,0.031880553655979395,True
7420,ZNF771,51333.0,NOT,1.1913151364582724e-07,89.0,expressed,3.797042247659899e-07,True
7421,LMBRD2,92255.0,NOT,0.189232302822525,501.5,not,0.22266794028057485,False
7422,C22orf39,128977.0,NOT,0.00019511259076295684,238.0,expressed,0.00035168718754487475,True
7423,DERL1,79139.0,ND,2.11615211152453e-05,197.0,expressed,4.3859061459611585e-05,True
7424,CNTD2,79935.0,ND,9.598394956974107e-06,179.0,expressed,2.1020825669590223e-05,True
7425,EIF3K,27335.0,ND,0.011914077324997696,377.0,expressed,0.01680951370380065,True
7426,SH3GL1,6455.0,ND,1.2568067208130598e-09,2.0,expressed,1.1272760177593774e-08,True
7427,SERPINE2,5270.0,NOT,1.6775305690463507e-08,53.0,expressed,6.998150345393796e-08,True
7428,TRIM69,140691.0,ND,0.00779317950634905,345.0,expressed,0.011283813257244141,True
7429,JAGN1,84522.0,ND,4.532520634787186e-05,215.0,expressed,8.933176721728309e-05,True
7430,LPAR3,23566.0,ND,6.992792915521651e-08,79.0,expressed,2.374223616659523e-07,True
7431,HNRNPK,3190.0,ND,5.776408920148189e-07,110.0,expressed,1.5799186280414819e-06,True
7432,CX3CL1,6376.0,NOT,1.2298152190805743e-06,135.0,expressed,3.1371910675748555e-06,True
7433,ROPN1B,152015.0,ND,0.27748171276573774,525.0,not,0.31650687276514494,False
7434,FIBCD1,84929.0,ND,0.10589464868129149,470.0,not,0.13008106776429712,False
7435,SERPINB4,6318.0,ND,1.903100252397526e-08,40.0,expressed,7.751958703175491e-08,True
7436,NPIPB9,728734.0,ND,0.0034990021981686206,335.0,expressed,0.005284138733574868,True
7437,CHST5,23563.0,NOT,0.19981283049223386,463.0,not,0.23414507168317325,False
7438,POLB,5423.0,NOT,2.344791097412956e-08,59.0,expressed,9.197608130746778e-08,True
7439,ALOX12B,242.0,ND,2.228554183152968e-09,18.0,expressed,1.5091443949026863e-08,True
7440,CHFR,55743.0,ND,0.4064331765521304,551.5,not,0.44866337305502285,False
7441,TOE1,114034.0,ND,0.0023220926699910435,322.0,expressed,0.003594780076538693,True
7442,EGLN1,54583.0,ND,3.141720894569594e-05,194.0,expressed,6.340330426832912e-05,True
7443,RTP1,132112.0,NOT,0.004211175519277394,236.0,expressed,0.006297442615609157,True
7444,SH3BP2,6452.0,ND,0.022436016948996086,383.0,expressed,0.030463113479046403,True
7445,ATRX,546.0,ND,0.09371485753250737,444.0,not,0.11614349407231973,False
7446,CPA1,1357.0,ND,0.0023219556968567417,322.0,expressed,0.003594780076538693,True
7447,KIAA0125,9834.0,ND,0.6535181719012829,591.0,not,0.6890599976019389,False
7448,LEMD3,23592.0,NOT,0.8130405737621077,613.0,not,0.8347364740128617,False
7449,CCNYL1,151195.0,ND,0.00044172216000820343,273.5,expressed,0.0007560438238523447,True
7450,CDC42BPG,55561.0,NOT,0.0018508161079109884,315.0,expressed,0.002904510198415909,True
7451,MTMR6,9107.0,NOT,1.9791055568801153e-09,16.0,expressed,1.4011905120944259e-08,True
7452,CIT,11113.0,ND,0.7464038125448392,604.0,not,0.7746383557684775,False
7453,ARMC12,221481.0,ND,0.425802198406505,555.0,not,0.4678029113121581,False
7454,AC104809.3,0.0,ND,4.123966703815868e-07,113.0,expressed,1.1565182598769338e-06,True
7455,GCC2,9648.0,NOT,1.6709547983259312e-06,131.0,expressed,4.16653350766173e-06,True
7456,TMEM158,25907.0,NOT,1.0235189212610724e-09,5.0,expressed,1.093136886055739e-08,True
7457,BST2,684.0,NOT,0.00085235684944082,292.0,expressed,0.0014004626758693328,True
7458,POLK,51426.0,ND,1.3025210640480111e-09,9.0,expressed,1.1301381909306577e-08,True
7459,ZBTB11,27107.0,NOT,0.000115029232886914,238.0,expressed,0.00021412820938719498,True
7460,HEBP2,23593.0,NOT,8.02968346961793e-09,40.0,expressed,3.910707131030441e-08,True
7461,NLRP7,199713.0,ND,0.00016994593196152202,248.0,expressed,0.0003081897936841584,True
7462,RCOR1,23186.0,ND,0.6580155776157375,568.0,not,0.6934190876173894,False
7463,MTSS1L,92154.0,NOT,0.7610682552125038,606.0,not,0.78816942082585,False
7464,S100PBP,64766.0,ND,0.009815786879758204,370.0,expressed,0.014004601779635197,True
7465,GP6,51206.0,ND,5.866171908820745e-07,120.0,expressed,1.5963786976193822e-06,True
7466,RPL10,6134.0,ND,0.20775852744976409,507.0,not,0.24268230182532113,False
7467,RP11-706O15.1,0.0,ND,3.1749592482457436e-09,24.0,expressed,1.9449440075689794e-08,True
7468,CMTR2,55783.0,NOT,1.3688319850648005e-05,187.0,expressed,2.9283647726941196e-05,True
7469,GALR2,8811.0,ND,0.00010214275675092093,235.0,expressed,0.00019162859718420495,True
