,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expression
0,HIST3H2A,92815.0,NOT,5.044647213577163e-09,44.0,expressed
1,LIN7B,64130.0,NOT,0.1192479907943847,494.0,not
2,LXN,56925.0,NOT,0.9999991373666662,1133.0,not
3,CNKSR2,22866.0,ND,0.999999993670601,1227.0,not
4,SCML1,6322.0,NOT,0.9919907339062245,887.0,not
5,AC024592.12,0.0,NOT,0.03367761566561569,448.0,expressed
6,GSDMD,79792.0,NOT,0.9999992534591192,1136.0,not
7,AKR1C1,1645.0,NOT,5.982758703738161e-05,239.0,expressed
8,C3orf62,375341.0,ND,0.9999999770804304,1121.0,not
9,CRISPLD2,83716.0,NOT,0.9999989553364106,1129.0,not
10,DOCK5,80005.0,ND,0.999992527433297,1086.0,not
11,SLC33A1,9197.0,ND,2.5319249511604757e-09,32.0,expressed
12,GLI1,2735.0,NOT,0.05089565307576848,468.0,not
13,STK17B,9262.0,NOT,0.9999999978732408,1246.0,not
14,RP5-966M1.6,0.0,NOT,0.9999999962087776,1236.0,not
15,VPS52,6293.0,ND,0.4027803181725581,564.0,not
16,HAGHL,84264.0,NOT,0.0025214743946838057,347.0,expressed
17,CDC37L1,55664.0,NOT,0.9999999933027445,1226.0,not
18,KRT10,3858.0,NOT,1.114277091576484e-09,18.0,expressed
19,AEN,64782.0,ND,0.29273569787157827,581.0,not
20,CYHR1,50626.0,ND,0.00011982570984023135,257.0,expressed
21,VWA1,64856.0,ND,0.9994578475872881,941.0,not
22,EXOSC9,5393.0,ND,0.3694786879103053,579.0,not
23,TNFAIP8L2,79626.0,NOT,0.9999999995465971,1272.0,not
24,PFDN2,5202.0,ND,5.116455199614585e-10,5.0,expressed
25,TCP1,6950.0,NOT,1.7769826339871815e-09,19.0,expressed
26,ALG9,79796.0,NOT,0.9999997057258388,1075.0,not
27,RPS15A,6210.0,ND,0.5211711086413918,643.0,not
28,PMEL,6490.0,ND,0.019652140144233318,424.0,expressed
29,SFMBT1,51460.0,NOT,0.3198265009258189,589.0,not
30,CYBA,1535.0,NOT,0.9999996046562138,1149.0,not
31,GINS1,9837.0,NOT,5.550477317542801e-10,0.0,expressed
32,GPX3,2878.0,ND,0.9999999996221536,1275.0,not
33,IPO9,55705.0,ND,3.4303543159887697e-09,30.0,expressed
34,SHKBP1,92799.0,NOT,0.017461875454239384,419.0,expressed
35,ARHGAP40,343578.0,NOT,0.07180599433634986,486.0,not
36,ENO3,2027.0,ND,0.014041645569944567,410.0,expressed
37,COX19,90639.0,ND,4.5313798412395915e-05,232.0,expressed
38,LMF1,64788.0,NOT,0.9999999940187952,1228.0,not
39,S100P,6286.0,ND,0.040717769096259585,457.0,expressed
40,RDH14,57665.0,ND,0.9911030682349402,883.0,not
41,GDE1,51573.0,NOT,0.999985724151939,1071.0,not
42,LSM14B,149986.0,NOT,9.895527784400577e-10,16.0,expressed
43,TLE2,7089.0,NOT,0.9999999993487395,1266.0,not
44,ACOT8,10005.0,ND,0.9288427010378077,760.0,not
45,EIF4EBP3,8637.0,NOT,0.9999999889099461,1217.0,not
46,LRP2BP,55805.0,ND,0.9999999996221536,1275.0,not
47,PELO,53918.0,ND,0.9999999861560679,1213.0,not
48,CDIPT,10423.0,ND,0.9998259276672219,1008.0,not
49,C19orf44,84167.0,ND,0.9999857226202461,1071.0,not
50,PABPN1,8106.0,NOT,1.59880681135551e-07,108.0,expressed
51,NFKBIB,4793.0,NOT,0.01603175643580825,379.0,expressed
52,ZWINT,11130.0,ND,4.0155454535234565e-10,1.0,expressed
53,DYNLL1,8655.0,ND,3.5812629230958085e-06,172.5,expressed
54,NRXN3,9369.0,ND,0.9996780724334959,991.0,not
55,FYTTD1,84248.0,ND,4.732057964114549e-08,76.0,expressed
56,CAPRIN1,4076.0,ND,1.370983381652237e-07,105.0,expressed
57,AOC3,8639.0,NOT,0.9999999995984454,1274.0,not
58,KIFC3,3801.0,NOT,0.9999997210158994,1156.0,not
59,DOCK11,139818.0,NOT,0.9999999995732887,1273.0,not
60,NENF,29937.0,ND,0.03514868824122285,450.0,expressed
61,TMEM231,79583.0,NOT,0.9999961668020931,1101.0,not
62,DNAH17,8632.0,ND,0.003564652540003261,342.0,expressed
63,DCHS1,8642.0,NOT,0.9999995184671772,1145.0,not
64,ZFYVE19,84936.0,NOT,0.00012827519152786503,245.0,expressed
65,NTRK1,4914.0,NOT,0.9998755646548406,1017.0,not
66,CCDC62,84660.0,ND,0.9952281170769746,906.0,not
67,HS3ST4,9951.0,NOT,0.021146230843747716,321.0,expressed
68,SLC5A8,160728.0,NOT,0.9999999976108351,1244.0,not
69,WDR53,348793.0,NOT,3.778464727931783e-10,0.0,expressed
70,NLN,57486.0,NOT,6.512605320240056e-10,9.0,expressed
71,TBC1D31,93594.0,ND,6.915573130413715e-10,10.0,expressed
72,NOXRED1,122945.0,ND,0.7549700152851517,709.0,not
73,ZNF597,146434.0,NOT,0.9999999995984454,1274.0,not
74,RNF114,55905.0,ND,0.9995432594536027,981.0,not
75,JOSD2,126119.0,NOT,0.07724370347128261,490.0,not
76,SFRP2,6423.0,NOT,0.0004893231344628442,296.0,expressed
77,PNMA2,10687.0,ND,0.9999999995465971,1272.0,not
78,CDH10,1008.0,NOT,0.999999094950464,1132.0,not
79,HENMT1,113802.0,ND,0.0006004316378163303,302.0,expressed
80,STX16,8675.0,ND,0.00012921091105829097,259.0,expressed
81,PTX3,5806.0,NOT,0.9999961668020931,1101.0,not
82,BFAR,51283.0,NOT,0.9999949815049209,1095.0,not
83,MEP1B,4225.0,ND,0.37447501033085245,446.5,not
84,SHROOM3,57619.0,NOT,0.9999999994563775,1269.0,not
85,NUP107,57122.0,NOT,4.817201862640809e-10,4.0,expressed
86,HS6ST1,9394.0,ND,3.379734936966881e-09,37.0,expressed
87,BRWD3,254065.0,NOT,4.387225675184687e-06,177.0,expressed
88,FGF11,2256.0,NOT,3.778464727931783e-10,0.0,expressed
89,CCDC138,165055.0,NOT,1.0489475582434585e-08,57.0,expressed
90,FAM193B,54540.0,ND,0.9998442235054891,1011.0,not
91,BATF,10538.0,ND,0.9999272319145507,1031.0,not
92,COL4A2,1284.0,ND,0.9729371414067606,837.0,not
93,AGFG2,3268.0,NOT,0.9999999702531067,1199.0,not
94,TVP23B,51030.0,NOT,0.0005064095575477907,297.0,expressed
95,FBXO42,54455.0,ND,0.816625990511466,731.0,not
96,NBEAL1,65065.0,NOT,0.9999546862015876,1043.0,not
97,BCL6,604.0,NOT,0.999805606106245,1005.0,not
98,DNAJC3,5611.0,ND,0.999999094950464,1132.0,not
99,C1orf233,643988.0,NOT,0.0015920978056031111,316.0,expressed
100,ADH6,130.0,NOT,0.9977647952531977,932.0,not
101,VPS13B,157680.0,ND,0.5972202713792165,663.0,not
102,ZMYM3,9203.0,NOT,0.42534467647331176,618.0,not
103,SEMA3D,223117.0,NOT,0.8633833858655318,751.0,not
104,ITGB6,3694.0,ND,0.9999999976108351,1244.0,not
105,RBM44,375316.0,NOT,0.9984063753457441,943.0,not
106,CEACAM21,90273.0,ND,0.9999999992205975,1263.0,not
107,ETV6,2120.0,NOT,0.004772301707090876,369.0,expressed
108,C1RL,51279.0,NOT,0.9999994422320603,1142.0,not
109,CCDC181,57821.0,NOT,0.9999999907350793,1178.0,not
110,GPN3,51184.0,NOT,0.004385347227795418,366.0,expressed
111,RAP1GAP,5909.0,NOT,0.9999999900794782,1219.0,not
112,MAGED2,10916.0,ND,0.9999813139864225,1027.0,not
113,C1orf85,112770.0,ND,0.0015445485578587522,331.0,expressed
114,JRKL,8690.0,ND,9.293194674351626e-06,194.0,expressed
115,BHLHE40,8553.0,ND,0.9970744490904441,923.0,not
116,NMUR1,10316.0,ND,0.9999999995984454,1274.0,not
117,SPATA18,132671.0,NOT,0.9999999827433902,1209.0,not
118,NTPCR,84284.0,ND,2.3622169225194352e-05,216.0,expressed
119,CBWD3,55871.0,NOT,7.864800066953197e-05,246.0,expressed
120,TLDC2,140711.0,ND,0.9999150270340192,1027.0,not
121,C14orf119,55017.0,ND,0.2699437254763206,574.0,not
122,GNAI2,2771.0,NOT,0.9999999996221536,1275.0,not
123,MNDA,4332.0,NOT,0.9999999996221536,1275.0,not
124,RP11-347C12.3,0.0,NOT,0.9998442235054891,1011.0,not
125,CLEC6A,93978.0,NOT,0.9999999994563775,1269.0,not
126,FCGR2A,2212.0,NOT,0.999999998316593,1250.0,not
127,REV1,51455.0,NOT,0.9340966112112862,764.0,not
128,ECH1,1891.0,ND,0.9880545861820488,871.5,not
129,ZNF491,126069.0,NOT,0.9999999976108351,1244.0,not
130,SEP15,0.0,ND,0.9999808184617859,1064.0,not
131,LRRC24,441381.0,NOT,0.4692216090540264,629.5,not
132,C1orf109,54955.0,NOT,2.126759167843397e-09,29.0,expressed
133,GMFG,9535.0,NOT,0.9999999996221536,1275.0,not
134,MAGEH1,28986.0,NOT,0.9999999747123349,1202.0,not
135,GMFB,2764.0,NOT,0.999999414332332,1141.0,not
136,AC068987.1,0.0,NOT,5.081551621753215e-08,86.0,expressed
137,APOBEC3G,60489.0,NOT,0.5934797131189462,662.0,not
138,SLC7A2,6542.0,NOT,0.999997456581843,1110.0,not
139,IQCH,64799.0,ND,0.8140522085827573,730.0,not
140,FAM83G,644815.0,NOT,4.818564559614235e-08,85.0,expressed
141,CCNA2,890.0,NOT,4.0155454535234565e-10,1.0,expressed
142,PSMC1,5700.0,NOT,1.1746690712097766e-07,102.0,expressed
143,TGIF1,7050.0,ND,0.00014458914236945927,262.0,expressed
144,C18orf21,83608.0,NOT,4.9079528436199396e-05,234.0,expressed
145,CD180,4064.0,ND,0.9617509544783175,821.0,not
146,TDRKH,11022.0,ND,0.20458494477538358,552.0,not
147,TXNDC15,79770.0,NOT,0.9999999988859611,1257.0,not
148,RP11-849F2.7,0.0,ND,0.9188826238786671,753.0,not
149,CTNNA3,29119.0,NOT,0.8696305201158616,754.0,not
150,IPO5,3843.0,ND,0.0001282638864986797,245.0,expressed
151,C8B,732.0,ND,0.9999999959851583,1235.0,not
152,CCL3L1,6349.0,NOT,0.8289353973307269,708.0,not
153,ANKRD33B,651746.0,ND,0.9829503152083328,857.0,not
154,DGKD,8527.0,ND,0.9999999139752883,1179.0,not
155,TMPO,7112.0,NOT,1.114277091576484e-09,18.0,expressed
156,LY86,9450.0,NOT,0.9999999991215304,1261.0,not
157,LDOC1,23641.0,NOT,0.06420631841062577,480.0,not
158,MAD2L1,4085.0,ND,4.0155454535234565e-10,1.0,expressed
159,BHMT2,23743.0,NOT,0.9999998629016619,1170.0,not
160,BAI1,575.0,ND,0.24351508189038795,565.5,not
161,TOMM70A,9868.0,NOT,3.7776104381903367e-10,0.0,expressed
162,MRI1,84245.0,ND,5.7514616443457e-05,238.0,expressed
163,ARAP1,116985.0,NOT,0.9999999969881852,1240.0,not
164,DZIP1,22873.0,ND,0.052947324340645745,470.0,not
165,VDAC3,7419.0,NOT,7.465408807442647e-07,139.0,expressed
166,RBM42,79171.0,NOT,3.0239087011113534e-05,222.0,expressed
167,MROH7-TTC4,0.0,NOT,0.9972427460231653,925.0,not
168,ZNF2,7549.0,NOT,0.034039746311223265,448.5,expressed
169,ATP8B2,57198.0,NOT,0.9997908600161758,1003.0,not
170,MMADHC,27249.0,ND,9.494660096869376e-07,144.0,expressed
171,SIK3,23387.0,NOT,0.9999489286216245,1040.0,not
172,GOLIM4,27333.0,NOT,0.0004893231344628442,296.0,expressed
173,FLJ20306,0.0,ND,0.00024174395466787562,276.0,expressed
174,TSHZ2,128553.0,NOT,9.70482587088326e-06,195.0,expressed
175,ADAM11,4185.0,NOT,6.455492881797288e-07,136.0,expressed
176,SPCS2,9789.0,ND,0.08904933091539363,498.0,not
177,SNX18,112574.0,NOT,0.9999999956562405,1191.0,not
178,KIF17,57576.0,ND,0.9999999995984454,1274.0,not
179,PARP11,57097.0,ND,0.049893820394766746,467.0,expressed
180,RAB42,115273.0,NOT,0.5690977834754946,630.0,not
181,ACP6,51205.0,ND,0.10214812269512258,506.0,not
182,IL7,3574.0,NOT,0.9999997066914046,1155.0,not
183,RBPMS2,348093.0,NOT,0.9999999045276559,1177.0,not
184,AGTR2,186.0,NOT,0.9999999993085943,1265.0,not
185,PLA2G4D,283748.0,ND,1.536809057909329e-05,193.5,expressed
186,ANKRD20A4,441425.0,NOT,0.866312992933461,724.0,not
187,MTDH,92140.0,NOT,3.41721322422367e-05,225.0,expressed
188,MT-CYB,4519.0,ND,0.9999999264729121,1182.0,not
189,TRIP6,7205.0,NOT,1.7637551570819848e-05,209.0,expressed
190,CES1,1066.0,ND,0.9227562965287174,785.0,not
191,CYSLTR1,10800.0,NOT,0.9999999986694587,1254.0,not
192,TBL1Y,90665.0,ND,0.19284123901635736,294.0,not
193,SH3BGRL,6451.0,ND,0.999999999386744,1267.0,not
194,TAF15,8148.0,ND,3.2810248620926925e-05,224.0,expressed
195,NMU,10874.0,ND,1.4113274171169937e-09,22.0,expressed
196,IL17REL,400935.0,NOT,0.010382840268041163,345.5,expressed
197,AC079354.1,0.0,ND,0.9999997111332569,1115.0,not
198,NPIPA1,9284.0,NOT,0.9946645035379921,902.0,not
199,DNAJA3,9093.0,ND,1.172395548706478e-08,59.0,expressed
200,TIAF1,9220.0,NOT,0.9989795756170039,957.0,not
201,KAT5,10524.0,ND,0.9999999946602265,1230.0,not
202,CPNE9,151835.0,ND,0.9999999747123349,1202.0,not
203,KIAA0895,23366.0,NOT,0.2360183182210997,563.0,not
204,CHORDC1,26973.0,ND,1.0489475582434585e-08,57.0,expressed
205,IL26,55801.0,NOT,0.9820343075233329,732.5,not
206,TLR10,81793.0,ND,0.9496082389855119,807.5,not
207,ELP3,55140.0,NOT,0.9898731224112595,878.0,not
208,SLC38A11,151258.0,NOT,0.5096268180492184,640.0,not
209,RIOK1,83732.0,NOT,2.128590338785878e-09,22.0,expressed
210,HIBCH,26275.0,NOT,0.006823699538978129,382.0,expressed
211,OGFOD1,55239.0,NOT,0.00012540720824283906,218.0,expressed
212,RRH,10692.0,ND,0.998732041888985,916.0,not
213,ALDOB,229.0,NOT,0.9999879264141549,1037.0,not
214,CSNK1G2,1455.0,NOT,4.5890721066464895e-06,178.0,expressed
215,ADIPOR2,79602.0,ND,0.5822080655362618,659.0,not
216,GNA14,9630.0,NOT,0.9999999996221536,1275.0,not
217,CCDC68,80323.0,NOT,0.9999999995984454,1274.0,not
218,ZNF564,163050.0,NOT,0.9999931558400746,1088.0,not
219,ANKRD6,22881.0,ND,0.9999598267750889,1046.0,not
220,NDUFS3,4722.0,NOT,0.00021689872654982698,273.0,expressed
221,EFCAB4B,84766.0,ND,0.0003219275665040544,284.0,expressed
222,DLGAP1,9229.0,ND,0.9132634021177485,778.5,not
223,STRN,6801.0,ND,1.9721680577863994e-06,159.5,expressed
224,SCARF2,91179.0,NOT,0.9999907518614763,1043.0,not
225,C5orf22,55322.0,ND,1.254265470854043e-09,20.0,expressed
226,PTPN2,5771.0,NOT,0.04783959553332879,445.0,expressed
227,FBXO45,200933.0,ND,3.778464727931783e-10,0.0,expressed
228,TOP2B,7155.0,ND,0.9943513641410823,835.0,not
229,ZNF16,7564.0,ND,4.251264841049331e-09,41.0,expressed
230,CYP2F1,1572.0,NOT,0.9999966539668322,1104.0,not
231,AMIGO1,57463.0,NOT,0.9999999994563775,1269.0,not
232,STX16-NPEPL1,0.0,ND,0.9999340063517533,1033.5,not
233,PPDPF,79144.0,NOT,0.9858599387158615,833.0,not
234,ESPN,83715.0,NOT,2.682971676397776e-09,33.0,expressed
235,LAPTM4A,9741.0,NOT,0.9999999845408297,1211.0,not
236,KCNK3,3777.0,NOT,0.9999999996221536,1275.0,not
237,FABP7,2173.0,ND,9.044361472242289e-06,170.0,expressed
238,PDE2A,5138.0,ND,0.9999999991215304,1261.0,not
239,TTLL11,158135.0,NOT,0.999999998746001,1255.0,not
240,FBXO38,81545.0,ND,0.9999999995732887,1273.0,not
241,ANKMY1,51281.0,ND,0.9999999712247054,1158.0,not
242,GTF2IRD1,9569.0,ND,3.778464727931783e-10,0.0,expressed
243,BIRC6,57448.0,NOT,7.385360151578949e-05,231.0,expressed
244,EIF1AY,9086.0,NOT,0.9996117176066802,783.0,not
245,SEC22A,26984.0,NOT,9.05049535962373e-07,143.0,expressed
246,ZC3H15,55854.0,NOT,9.264920716159433e-09,47.0,expressed
247,DHCR24,1718.0,ND,0.9999999993084426,1265.0,not
248,ZDHHC2,51201.0,NOT,0.9986382796321781,948.0,not
249,C1orf220,400798.0,ND,1.5539402693300477e-05,206.0,expressed
250,GLG1,2734.0,NOT,0.00011982570984023135,257.0,expressed
251,CBR4,84869.0,NOT,0.6413232189250874,675.0,not
252,DKKL1,27120.0,ND,0.004255957507685623,348.0,expressed
253,AK3,50808.0,ND,0.9999970815710056,1107.0,not
254,CNPY3,10695.0,NOT,0.13451472055098507,523.0,not
255,RELT,84957.0,ND,0.870554867104974,726.0,not
256,HEATR2,54919.0,NOT,6.512605320240056e-10,9.0,expressed
257,TSTD2,158427.0,ND,0.6120904804977011,667.0,not
258,PRKX,5613.0,NOT,4.014841734808965e-09,40.0,expressed
259,PARD6A,50855.0,ND,0.9999509204715638,1041.0,not
260,ANKRD18B,441459.0,NOT,2.006296982585995e-09,28.0,expressed
261,GKN2,200504.0,NOT,0.9999999996221536,1275.0,not
262,FAM89B,23625.0,ND,0.015483060653103502,414.0,expressed
263,RABL2B,11158.0,NOT,0.9999931558400746,1088.0,not
264,PFN4,375189.0,ND,0.00012921091105829097,259.0,expressed
265,EPS8L3,79574.0,NOT,0.2297613881441563,337.0,not
266,RPS6KL1,83694.0,ND,0.3435236111775657,572.0,not
267,HDAC2,3066.0,ND,3.778464727931783e-10,0.0,expressed
268,TMEM182,130827.0,NOT,3.778464727931783e-10,0.0,expressed
269,ARNT,405.0,ND,0.999998736712396,1125.0,not
270,CHDH,55349.0,NOT,0.9999999464159268,1188.0,not
271,PRRG4,79056.0,NOT,1.256348687851861e-05,201.0,expressed
272,UVRAG,7405.0,NOT,0.9999150270340192,1027.0,not
273,C16orf96,342346.0,NOT,0.9999998940979063,1175.0,not
274,KCNQ4,9132.0,NOT,0.9884856089745235,841.0,not
275,SMIM8,57150.0,ND,0.013037909409274958,407.0,expressed
276,MFAP5,8076.0,ND,0.07585580270853662,489.0,not
277,DYNC2H1,79659.0,ND,0.9999996916592091,1154.0,not
278,THAP9,79725.0,NOT,0.325019957521916,590.5,not
279,C17orf53,78995.0,NOT,4.0155454535234565e-10,1.0,expressed
280,IST1,9798.0,ND,0.9999868882191164,1073.0,not
281,SLC39A10,57181.0,NOT,2.1262768501528013e-05,201.0,expressed
282,ZNF675,171392.0,NOT,0.018134198781503044,402.0,expressed
283,MAPK1,5594.0,ND,0.005957038662498848,377.0,expressed
284,TSR2,90121.0,NOT,0.9491043469242315,807.0,not
285,RIMBP2,23504.0,NOT,0.0004977645475916845,296.5,expressed
286,AL136218.1,0.0,ND,0.981865801218497,823.0,not
287,BUB1B,701.0,ND,4.0155454535234565e-10,1.0,expressed
288,CHST10,9486.0,NOT,0.9416361499002608,800.0,not
289,GABRR1,2569.0,NOT,3.183219473105877e-09,9.0,expressed
290,LCAT,3931.0,ND,0.9999999963167353,1236.5,not
291,AKR1C3,8644.0,NOT,0.00047277188696292767,295.0,expressed
292,IP6K3,117283.0,ND,0.9999964985644587,1103.0,not
293,DAPK3,1613.0,ND,0.9993995683621837,973.0,not
294,ZP2,7783.0,ND,0.999987544601847,999.0,not
295,SETDB1,9869.0,NOT,6.776569099293196e-07,137.0,expressed
296,GRIA2,2891.0,NOT,0.00011270630589862478,156.5,expressed
297,NODAL,4838.0,ND,0.4167321588726279,567.5,not
298,SLC6A9,6536.0,NOT,0.12433890778279039,518.0,not
299,ZNF17,7565.0,NOT,0.9717087778072719,835.0,not
300,GPR35,2859.0,NOT,0.9798821865919557,850.0,not
301,C20orf112,140688.0,NOT,0.9983039355401434,941.0,not
302,AEBP2,121536.0,NOT,2.254249304339607e-09,30.0,expressed
303,ABTB2,25841.0,NOT,0.0005064095575477907,297.0,expressed
304,EXOC3L4,91828.0,ND,0.9998707890889417,1016.0,not
305,RP11-77K12.7,0.0,NOT,0.9998615697888246,942.5,not
306,CLEC11A,6320.0,ND,0.057247082771746234,474.0,not
307,IL20RB,53833.0,ND,4.0155454535234565e-10,1.0,expressed
308,UBQLN4,56893.0,NOT,6.512605320240056e-10,9.0,expressed
309,ZFYVE9,9372.0,NOT,0.9999996419738646,1151.0,not
310,AGPAT4,56895.0,ND,0.999964416072968,1049.0,not
311,PSME1,5720.0,NOT,0.9999950934933332,1095.5,not
312,SCAMP1,9522.0,NOT,0.00349341464782581,325.0,expressed
313,TRAM2,9697.0,NOT,0.010126877588740563,397.0,expressed
314,PPP2R1B,5519.0,ND,0.0077141454077232175,369.0,expressed
315,INO80E,283899.0,NOT,0.35328001802128445,598.5,not
316,ATG5,9474.0,NOT,0.0016441179272159443,333.0,expressed
317,H2AFV,94239.0,NOT,3.2328066031310323e-09,29.0,expressed
318,ZNF232,7775.0,NOT,0.8388532568892841,712.0,not
319,SLC12A3,6559.0,NOT,0.9637162431474432,823.5,not
320,KARS,3735.0,NOT,9.547234419314483e-08,98.0,expressed
321,NAP1L2,4674.0,NOT,0.6767144074950243,685.0,not
322,ZNF440,126070.0,NOT,0.2894256056127623,580.0,not
323,C1D,10438.0,ND,0.2353997381801909,540.0,not
324,GFER,2671.0,NOT,0.16121598712484014,535.0,not
325,ANKRD2,26287.0,ND,0.00025988672220156046,278.0,expressed
326,NFIB,4781.0,NOT,0.999991156721878,1044.0,not
327,SRC,6714.0,NOT,0.00012921091105829097,259.0,expressed
328,EIF4EBP2,1979.0,NOT,0.9999999686040273,1198.0,not
329,EPHA7,2045.0,NOT,0.0011610463349955218,322.0,expressed
330,BANK1,55024.0,ND,0.9999999994882406,1270.0,not
331,SGSM3,27352.0,ND,0.8922231846019966,737.0,not
332,TMEM26,219623.0,NOT,0.9544222417487013,812.5,not
333,RNASEL,6041.0,NOT,0.9999963362727544,1102.0,not
334,FAM84A,151354.0,NOT,4.765399809309037e-09,43.0,expressed
335,TOMM40L,84134.0,NOT,0.054083355723320466,451.0,not
336,CEP128,145508.0,ND,4.106255752544714e-08,82.0,expressed
337,RPP21,79897.0,NOT,1.5456326010576415e-08,64.0,expressed
338,CCDC104,112942.0,ND,0.9999581778376497,1045.0,not
339,SLC4A7,9497.0,NOT,0.005957038662498848,377.0,expressed
340,SFMBT2,57713.0,ND,0.9999871665427377,1073.5,not
341,IGSF1,3547.0,NOT,3.312766272497322e-08,78.0,expressed
342,FAM189B,10712.0,ND,3.778464727931783e-10,0.0,expressed
343,SLC36A1,206358.0,NOT,2.5434181569635596e-06,165.0,expressed
344,CHI3L2,1117.0,NOT,0.9999999992657194,1264.0,not
345,TMEM8A,58986.0,ND,0.994810582873193,903.0,not
346,SLC30A1,7779.0,ND,0.8315984934045519,737.0,not
347,DPYSL2,1808.0,ND,0.9999999996221536,1275.0,not
348,FNDC1,84624.0,ND,5.057558035634738e-07,131.0,expressed
349,LGALS2,3957.0,NOT,0.999998324591398,1119.0,not
350,AGXT,189.0,ND,0.5541215085790882,441.0,not
351,ZNF354A,6940.0,ND,0.032961300642420956,447.0,expressed
352,ESM1,11082.0,NOT,0.7785887317167328,717.0,not
353,FAM179B,23116.0,NOT,0.9999709737874477,1054.0,not
354,SPAG4,6676.0,NOT,7.80704033913175e-06,190.0,expressed
355,HRH2,3274.0,NOT,0.9945147789815371,901.0,not
356,C3orf58,205428.0,NOT,0.0007849321623228261,310.0,expressed
357,ABT1,29777.0,NOT,0.02646556476380306,437.0,expressed
358,TNC,3371.0,NOT,4.5773346630385595e-07,119.0,expressed
359,ARNTL,406.0,NOT,0.9929901731260092,892.0,not
360,KCTD15,79047.0,NOT,5.9952123561071456e-06,184.0,expressed
361,CARD11,84433.0,ND,0.018581983710959368,403.0,expressed
362,CIDEB,27141.0,NOT,0.4269969407220191,594.0,not
363,POGLUT1,56983.0,NOT,9.061472881392966e-08,97.0,expressed
364,ETS2,2114.0,ND,0.9999997476685819,1158.0,not
365,SIVA1,10572.0,NOT,0.0003284677147775221,270.0,expressed
366,ITFG2,55846.0,NOT,0.9213491876480551,784.0,not
367,C8orf4,56892.0,NOT,0.9999999995732887,1273.0,not
368,DLL1,28514.0,NOT,0.29940808327362833,583.0,not
369,PDDC1,347862.0,NOT,0.7669448890044549,713.0,not
370,CXADR,1525.0,NOT,1.598754572408151e-06,155.0,expressed
371,MIB1,57534.0,ND,4.5773346630385595e-07,119.0,expressed
372,ELOVL6,79071.0,ND,1.1090053874659725e-08,58.0,expressed
373,ADAMTS10,81794.0,NOT,0.9999995636061446,1147.0,not
374,RHOF,54509.0,ND,0.9999966206737055,1065.0,not
375,APLP1,333.0,NOT,0.623137534491316,670.0,not
376,MOSPD2,158747.0,NOT,0.9999999827433902,1209.0,not
377,AMN1,196394.0,NOT,0.005335496462007963,373.0,expressed
378,SELENBP1,8991.0,ND,0.9999999996221536,1275.0,not
379,RSPH9,221421.0,NOT,0.9999999686040273,1198.0,not
380,TNFRSF11B,4982.0,NOT,0.999998324591398,1119.0,not
381,PIGU,128869.0,NOT,9.324007098047507e-10,15.0,expressed
382,PRELID1,27166.0,NOT,0.08597906579992204,496.0,not
383,NDUFV2,4729.0,NOT,0.5365342434739453,647.0,not
384,PLAC8L1,153770.0,NOT,0.02139806063688942,390.5,expressed
385,ZNF649,65251.0,NOT,0.9999835924407418,1030.0,not
386,NOSTRIN,115677.0,NOT,0.9999999996221536,1275.0,not
387,WDR91,29062.0,NOT,0.3695527563852622,603.0,not
388,XKR8,55113.0,ND,0.9999961668020931,1101.0,not
389,RCC1,1104.0,NOT,3.778464727931783e-10,0.0,expressed
390,FAM26F,441168.0,NOT,0.4596325719203272,627.0,not
391,CERK,64781.0,ND,0.0630028361808558,479.0,not
392,TMEM242,729515.0,NOT,0.2604550863078957,571.0,not
393,MANF,7873.0,ND,0.00013334102892330462,246.0,expressed
394,IFNAR1,3454.0,ND,0.9997056744131655,958.0,not
395,ANXA1,301.0,ND,0.17084078384701812,539.0,not
396,EMC4,51234.0,ND,0.0058404726629226935,359.0,expressed
397,ABCA6,23460.0,NOT,0.9999999995732887,1273.0,not
398,RAB7L1,8934.0,NOT,0.9978580746183706,866.5,not
399,CDKN1C,1028.0,NOT,0.9999975709891551,1111.0,not
400,KIAA0922,23240.0,NOT,0.9958567985297011,911.0,not
401,C15orf54,400360.0,NOT,0.9930838079955007,828.0,not
402,C19orf59,199675.0,ND,0.9999999996221536,1275.0,not
403,UTS2B,257313.0,ND,0.9992655418246658,967.0,not
404,AKAP11,11215.0,NOT,0.9999999982150312,1249.0,not
405,NMRK1,54981.0,ND,0.9986807851593069,949.0,not
406,MRPS5,64969.0,NOT,6.730394183766163e-05,242.0,expressed
407,GDPD3,79153.0,ND,0.999438961498427,975.0,not
408,CAMP,820.0,NOT,0.9999998994352186,1176.0,not
409,SMARCD2,6603.0,NOT,5.649835838684687e-08,88.0,expressed
410,SMARCAL1,50485.0,ND,0.014041645569944567,410.0,expressed
411,SLC39A12,221074.0,NOT,0.9999997479377696,1158.0,not
412,HELZ2,85441.0,ND,0.9077995364891567,775.0,not
413,CD1E,913.0,ND,0.9999999817702335,1208.0,not
414,ACR,49.0,NOT,0.9999999952346001,1232.0,not
415,SLC12A7,10723.0,ND,0.634084680743205,673.0,not
416,SYCE3,644186.0,ND,3.7057958889888764e-05,227.0,expressed
417,C12orf49,79794.0,NOT,0.9999999996221536,1275.0,not
418,HOOK3,84376.0,NOT,0.9710774022424025,834.0,not
419,PLEKHA5,54477.0,NOT,3.833197906903059e-06,174.0,expressed
