,Hugo_Symbol,Entrez_Gene_Id,normality,p,stat,expression
113,C1orf85,112770.0,ND,0.0006432587497805358,754.5,expressed
114,JRKL,8690.0,ND,0.00023173642766097778,715.5,expressed
115,BHLHE40,8553.0,ND,0.011402008316460165,1617.5,expressed
116,NMUR1,10316.0,ND,1.513016427373697e-16,2448.0,expressed
117,SPATA18,132671.0,NOT,4.4168691233699154e-13,2301.0,expressed
118,NTPCR,84284.0,ND,2.5612475518368708e-05,639.0,expressed
119,CBWD3,55871.0,NOT,0.0035419462157580328,826.5,expressed
120,TLDC2,140711.0,ND,1.256304755351651e-06,1953.5,expressed
121,C14orf119,55017.0,ND,0.9752487996611157,1245.0,not
122,GNAI2,2771.0,NOT,8.42669533825244e-17,2458.0,expressed
123,MNDA,4332.0,NOT,1.5557000456050822e-16,2447.5,expressed
124,RP11-347C12.3,0.0,NOT,0.00020803575910145452,1788.5,expressed
125,CLEC6A,93978.0,NOT,2.297749680927124e-13,2313.5,expressed
126,FCGR2A,2212.0,NOT,4.301136994810443e-13,2301.5,expressed
127,REV1,51455.0,NOT,0.15856160304109468,1455.0,not
128,ECH1,1891.0,ND,0.0023325275897488735,1692.0,expressed
129,ZNF491,126069.0,NOT,1.3353990833590553e-12,2279.0,expressed
130,SEP15,0.0,ND,3.165700890863518e-05,1854.0,expressed
131,LRRC24,441381.0,NOT,0.6968875498460603,1307.0,not
132,C1orf109,54955.0,NOT,1.2545367836999644e-11,267.0,expressed
133,GMFG,9535.0,NOT,5.608749943591709e-17,2465.0,expressed
134,MAGEH1,28986.0,NOT,5.393847730390106e-13,2297.0,expressed
135,GMFB,2764.0,NOT,1.832001504734549e-06,1942.5,expressed
136,AC068987.1,0.0,NOT,2.0390908247982065e-09,380.0,expressed
137,APOBEC3G,60489.0,NOT,0.23707372434223406,1422.0,not
138,SLC7A2,6542.0,NOT,3.713093908700818e-11,2210.0,expressed
139,IQCH,64799.0,ND,0.43191491559937945,1364.5,not
140,FAM83G,644815.0,NOT,3.014073998048888e-11,285.5,expressed
141,CCNA2,890.0,NOT,2.949336027225502e-17,24.0,expressed
142,PSMC1,5700.0,NOT,5.988598068270291e-11,300.5,expressed
143,TGIF1,7050.0,ND,0.0005958345635196633,751.5,expressed
144,C18orf21,83608.0,NOT,3.6843157227743336e-05,651.0,expressed
145,CD180,4064.0,ND,0.03343928491883678,1559.0,expressed
146,TDRKH,11022.0,ND,0.9203679149955436,1265.0,not
147,TXNDC15,79770.0,NOT,1.6290896043766125e-14,2364.0,expressed
148,RP11-849F2.7,0.0,ND,0.29624764568353235,1402.0,not
149,CTNNA3,29119.0,NOT,0.026289778492630655,1572.5,expressed
150,IPO5,3843.0,ND,0.0011789205884450635,779.0,expressed
151,C8B,732.0,ND,4.0008298978317437e-16,2427.0,expressed
152,CCL3L1,6349.0,NOT,0.4218828786959933,1367.0,not
153,ANKRD33B,651746.0,ND,0.000826890303153734,1735.5,expressed
154,DGKD,8527.0,ND,1.88740506659051e-10,2174.5,expressed
155,TMPO,7112.0,NOT,1.70697818800263e-11,273.5,expressed
156,LY86,9450.0,NOT,2.9253553387837985e-16,2436.5,expressed
157,LDOC1,23641.0,NOT,0.231638213341261,1076.0,not
158,MAD2L1,4085.0,ND,3.315796635566026e-17,26.0,expressed
159,BHMT2,23743.0,NOT,2.515528255771145e-13,2312.0,expressed
160,BAI1,575.0,ND,0.8577438815043971,1223.5,not
161,TOMM70A,9868.0,NOT,4.850062396409227e-16,72.5,expressed
162,MRI1,84245.0,ND,0.0004612561472684894,741.5,expressed
163,ARAP1,116985.0,NOT,8.288344142126347e-13,2288.5,expressed
164,DZIP1,22873.0,ND,0.19256729280716423,1060.5,not
165,VDAC3,7419.0,NOT,1.608275141185451e-07,489.5,expressed
166,RBM42,79171.0,NOT,0.00013733286349386007,696.5,expressed
167,MROH7-TTC4,0.0,NOT,0.006070702064109498,1648.5,expressed
168,ZNF2,7549.0,NOT,0.11279174433652185,1019.5,not
169,ATP8B2,57198.0,NOT,2.135499375638306e-05,1867.0,expressed
170,MMADHC,27249.0,ND,1.9972492911036738e-06,560.0,expressed
171,SIK3,23387.0,NOT,1.3570034330889016e-05,1881.5,expressed
172,GOLIM4,27333.0,NOT,0.0019872666180936745,801.0,expressed
173,FLJ20306,0.0,ND,0.006528118807085243,855.0,expressed
174,TSHZ2,128553.0,NOT,1.8024131476894437e-05,627.5,expressed
175,ADAM11,4185.0,NOT,1.492991192451451e-07,487.5,expressed
176,SPCS2,9789.0,ND,0.34842020873154,1113.5,not
177,SNX18,112574.0,NOT,1.0335756550088133e-12,2284.0,expressed
178,KIF17,57576.0,ND,2.3959607823802526e-17,2479.5,expressed
179,PARP11,57097.0,ND,0.20458788012849072,1065.5,not
180,RAB42,115273.0,NOT,0.9067005624794973,1267.5,not
181,ACP6,51205.0,ND,0.696873717458535,1193.0,not
182,IL7,3574.0,NOT,2.042026884357717e-09,2120.0,expressed
183,RBPMS2,348093.0,NOT,1.8870374601442075e-12,2272.0,expressed
184,AGTR2,186.0,NOT,3.064275627562728e-14,2348.5,expressed
185,PLA2G4D,283748.0,ND,6.1107064307880824e-06,593.5,expressed
186,ANKRD20A4,441425.0,NOT,0.056349368912402345,1527.0,not
187,MTDH,92140.0,NOT,3.4182763121697065e-05,648.5,expressed
188,MT-CYB,4519.0,ND,1.1223597151342425e-10,2186.0,expressed
189,TRIP6,7205.0,NOT,1.401322198699565e-05,619.5,expressed
190,CES1,1066.0,ND,7.793617451936366e-06,1899.0,expressed
191,CYSLTR1,10800.0,NOT,2.2846530703852367e-15,2400.0,expressed
192,TBL1Y,90665.0,ND,0.5815245865369723,1329.0,not
193,SH3BGRL,6451.0,ND,6.654757396371324e-16,2422.0,expressed
194,TAF15,8148.0,ND,7.794478816346858e-05,676.5,expressed
195,NMU,10874.0,ND,4.5082635894930746e-14,155.0,expressed
196,IL17REL,400935.0,NOT,0.010014679296278936,877.0,expressed
197,AC079354.1,0.0,ND,9.609243957976092e-10,2133.5,expressed
198,NPIPA1,9284.0,NOT,0.00309973187537626,1679.5,expressed
199,DNAJA3,9093.0,ND,3.84509904495834e-10,341.5,expressed
200,TIAF1,9220.0,NOT,0.00013746649729787087,1803.5,expressed
201,KAT5,10524.0,ND,1.0198159855709691e-10,2188.0,expressed
202,CPNE9,151835.0,ND,4.474741496953051e-11,2206.0,expressed
203,KIAA0895,23366.0,NOT,0.39452617505812126,1374.0,not
204,CHORDC1,26973.0,ND,1.1196603195089926e-12,217.5,expressed
205,IL26,55801.0,NOT,0.05435193031749288,1526.5,not
206,TLR10,81793.0,ND,0.03430355799434738,1557.5,expressed
207,ELP3,55140.0,NOT,0.010317542804838807,1622.5,expressed
208,SLC38A11,151258.0,NOT,0.8794476158698229,1272.5,not
209,RIOK1,83732.0,NOT,6.152192605545838e-14,161.0,expressed
210,HIBCH,26275.0,NOT,0.03342443319011161,941.0,expressed
211,OGFOD1,55239.0,NOT,0.0008150498431447701,764.0,expressed
212,RRH,10692.0,ND,0.0017415824915556137,1704.5,expressed
213,ALDOB,229.0,NOT,3.425738081089645e-06,1924.0,expressed
214,CSNK1G2,1455.0,NOT,4.770714659423532e-06,586.0,expressed
215,ADIPOR2,79602.0,ND,0.7354740204352038,1299.5,not
216,GNA14,9630.0,NOT,3.128630062244289e-17,2475.0,expressed
217,CCDC68,80323.0,NOT,1.1978573274517503e-16,2452.0,expressed
218,ZNF564,163050.0,NOT,3.52543562025967e-05,1850.5,expressed
219,ANKRD6,22881.0,ND,1.071623066413039e-05,1889.0,expressed
220,NDUFS3,4722.0,NOT,0.00035489576056298643,731.5,expressed
221,EFCAB4B,84766.0,ND,0.0017686820385387797,796.0,expressed
222,DLGAP1,9229.0,ND,0.0033151157902758794,1676.5,expressed
223,STRN,6801.0,ND,1.2528111231345481e-06,546.5,expressed
224,SCARF2,91179.0,NOT,1.8988558914649098e-06,1941.5,expressed
225,C5orf22,55322.0,ND,6.948131691081375e-13,208.0,expressed
226,PTPN2,5771.0,NOT,0.06168851904451536,978.5,not
227,FBXO45,200933.0,ND,1.0366733769232925e-16,45.5,expressed
228,TOP2B,7155.0,ND,0.0006848764111055884,1743.0,expressed
229,ZNF16,7564.0,ND,9.749707225829477e-11,311.0,expressed
230,CYP2F1,1572.0,NOT,1.5705748969929753e-09,2125.0,expressed
231,AMIGO1,57463.0,NOT,2.866655659435473e-14,2353.5,expressed
232,STX16-NPEPL1,0.0,ND,0.000473598284193843,1757.5,expressed
233,PPDPF,79144.0,NOT,0.003388219637693885,1675.5,expressed
234,ESPN,83715.0,NOT,4.807129199720271e-12,247.0,expressed
235,LAPTM4A,9741.0,NOT,9.821253335340087e-10,2137.0,expressed
236,KCNK3,3777.0,NOT,1.0739755926748692e-17,2493.0,expressed
237,FABP7,2173.0,ND,9.275996368344126e-05,684.5,expressed
238,PDE2A,5138.0,ND,5.632640315851327e-16,2425.0,expressed
239,TTLL11,158135.0,NOT,4.2573005056171785e-14,2346.0,expressed
240,FBXO38,81545.0,ND,3.3540165591328797e-16,2434.0,expressed
241,ANKMY1,51281.0,ND,7.122078544948741e-10,2144.5,expressed
242,GTF2IRD1,9569.0,ND,2.6231730144062266e-15,102.5,expressed
243,BIRC6,57448.0,NOT,0.00023141518222375627,715.5,expressed
244,EIF1AY,9086.0,NOT,0.06450345464839982,1518.0,not
245,SEC22A,26984.0,NOT,2.7428977672449467e-08,443.5,expressed
246,ZC3H15,55854.0,NOT,6.603905366148783e-11,302.5,expressed
247,DHCR24,1718.0,ND,4.2676884951484846e-14,2346.0,expressed
248,ZDHHC2,51201.0,NOT,4.282167203896214e-05,1844.0,expressed
249,C1orf220,400798.0,ND,7.408599536183276e-06,600.0,expressed
250,GLG1,2734.0,NOT,0.00025793400912852614,719.5,expressed
251,CBR4,84869.0,NOT,0.8013150345946123,1287.0,not
252,DKKL1,27120.0,ND,0.032025888990313195,938.5,expressed
253,AK3,50808.0,ND,6.22604934812836e-08,2035.5,expressed
254,CNPY3,10695.0,NOT,0.4776132637950855,1146.5,not
255,RELT,84957.0,ND,0.22498679037704472,1426.5,not
256,HEATR2,54919.0,NOT,8.242621843540768e-14,166.5,expressed
257,TSTD2,158427.0,ND,0.47334470810675744,1354.5,not
258,PRKX,5613.0,NOT,7.0750926578964445e-12,255.0,expressed
259,PARD6A,50855.0,ND,7.583122771230599e-05,1824.5,expressed
260,ANKRD18B,441459.0,NOT,2.9121619255830277e-12,237.0,expressed
261,GKN2,200504.0,NOT,7.458242031015232e-18,2498.0,expressed
262,FAM89B,23625.0,ND,0.11756629491395992,1022.5,not
263,RABL2B,11158.0,NOT,3.915574468125424e-06,1920.0,expressed
264,PFN4,375189.0,ND,0.013981619486540708,893.0,expressed
265,EPS8L3,79574.0,NOT,0.7484058009195635,1205.0,not
266,RPS6KL1,83694.0,ND,0.5214150663439842,1343.5,not
267,HDAC2,3066.0,ND,3.9419046978708906e-17,29.0,expressed
268,TMEM182,130827.0,NOT,8.111101951221235e-16,81.5,expressed
269,ARNT,405.0,ND,1.0929937885932202e-08,2079.5,expressed
270,CHDH,55349.0,NOT,5.858549206909988e-10,2149.0,expressed
271,PRRG4,79056.0,NOT,0.000685411923147382,757.0,expressed
272,UVRAG,7405.0,NOT,3.076861273754081e-05,1855.0,expressed
273,C16orf96,342346.0,NOT,6.736453389479094e-11,2197.0,expressed
274,KCNQ4,9132.0,NOT,0.0005048652379833067,1755.0,expressed
275,SMIM8,57150.0,ND,0.06075004489313307,977.5,not
276,MFAP5,8076.0,ND,0.38315974653895724,1123.0,not
277,DYNC2H1,79659.0,ND,3.3143849120391566e-09,2108.5,expressed
278,THAP9,79725.0,NOT,0.8631508753132743,1275.5,not
279,C17orf53,78995.0,NOT,2.1946430707265348e-17,19.0,expressed
280,IST1,9798.0,ND,8.830971925419455e-07,1963.5,expressed
281,SLC39A10,57181.0,NOT,0.0005665385054120282,749.5,expressed
282,ZNF675,171392.0,NOT,0.09730471535508488,1009.0,not
283,MAPK1,5594.0,ND,0.04481587926269675,958.5,expressed
284,TSR2,90121.0,NOT,0.05525991107928371,1528.5,not
285,RIMBP2,23504.0,NOT,0.0009825257538095054,771.5,expressed
286,AL136218.1,0.0,ND,0.043922684770316314,1542.5,expressed
287,BUB1B,701.0,ND,4.7227341992282074e-17,32.0,expressed
288,CHST10,9486.0,NOT,0.015672651717393044,1601.0,expressed
289,GABRR1,2569.0,NOT,3.913966802394856e-12,254.0,expressed
290,LCAT,3931.0,ND,1.4396039362784633e-12,2277.5,expressed
291,AKR1C3,8644.0,NOT,0.02786409357308821,930.5,expressed
292,IP6K3,117283.0,ND,1.54296461687784e-10,2179.0,expressed
293,DAPK3,1613.0,ND,0.0031684017557608367,1678.5,expressed
294,ZP2,7783.0,ND,9.74328497919869e-07,1954.5,expressed
295,SETDB1,9869.0,NOT,1.1958079767359862e-05,614.5,expressed
296,GRIA2,2891.0,NOT,0.011877275844273725,892.5,expressed
297,NODAL,4838.0,ND,0.5859407273681805,1329.5,not
298,SLC6A9,6536.0,NOT,0.6441323103628251,1182.5,not
299,ZNF17,7565.0,NOT,0.006261713166761537,1647.0,expressed
300,GPR35,2859.0,NOT,0.001517037152503479,1710.5,expressed
301,C20orf112,140688.0,NOT,0.00010533609778782106,1813.0,expressed
302,AEBP2,121536.0,NOT,2.878704256273438e-10,335.0,expressed
303,ABTB2,25841.0,NOT,0.0003241123984203784,728.0,expressed
304,EXOC3L4,91828.0,ND,1.12580737922829e-05,1887.5,expressed
305,RP11-77K12.7,0.0,NOT,1.991186549988593e-05,1868.0,expressed
306,CLEC11A,6320.0,ND,0.30269589566180044,1100.0,not
307,IL20RB,53833.0,ND,1.385920938242156e-15,91.0,expressed
308,UBQLN4,56893.0,NOT,9.715813806677029e-15,126.5,expressed
309,ZFYVE9,9372.0,NOT,1.0838651393121321e-07,2021.0,expressed
310,AGPAT4,56895.0,ND,1.425092319745996e-05,1880.0,expressed
311,PSME1,5720.0,NOT,1.3302784368236907e-09,2130.0,expressed
312,SCAMP1,9522.0,NOT,0.025492349204473408,925.5,expressed
313,TRAM2,9697.0,NOT,0.024825103782412403,924.0,expressed
314,PPP2R1B,5519.0,ND,0.021684535232338147,916.5,expressed
315,INO80E,283899.0,NOT,0.6098989631265299,1175.5,not
316,ATG5,9474.0,NOT,0.008027466862888117,865.0,expressed
317,H2AFV,94239.0,NOT,2.733262363077362e-11,283.5,expressed
318,ZNF232,7775.0,NOT,0.31081801625935335,1397.5,not
319,SLC12A3,6559.0,NOT,0.013316963523238357,1609.5,expressed
320,KARS,3735.0,NOT,1.1867738868219455e-06,545.0,expressed
321,NAP1L2,4674.0,NOT,0.23566995044221006,1422.5,not
322,ZNF440,126070.0,NOT,0.8903263325925187,1270.5,not
323,C1D,10438.0,ND,0.6816397343027406,1190.0,not
324,GFER,2671.0,NOT,0.7328774402774092,1200.0,not
325,ANKRD2,26287.0,ND,0.0071732007071733115,859.5,expressed
326,NFIB,4781.0,NOT,1.4525571370563976e-09,2128.0,expressed
327,SRC,6714.0,NOT,6.736507024124337e-05,671.5,expressed
328,EIF4EBP2,1979.0,NOT,5.2480304128739654e-11,2202.5,expressed
329,EPHA7,2045.0,NOT,0.08416667345254625,999.0,not
330,BANK1,55024.0,ND,1.0061743908407276e-16,2455.0,expressed
331,SGSM3,27352.0,ND,0.22892585996600878,1425.0,not
332,TMEM26,219623.0,NOT,0.03733940511362296,1552.5,expressed
333,RNASEL,6041.0,NOT,5.444259082194853e-06,1910.0,expressed
334,FAM84A,151354.0,NOT,3.5291774950208604e-10,339.5,expressed
335,TOMM40L,84134.0,NOT,0.12332580708111604,1026.0,not
336,CEP128,145508.0,ND,1.7226998082385814e-09,376.0,expressed
337,RPP21,79897.0,NOT,1.5722508564257973e-10,321.5,expressed
338,CCDC104,112942.0,ND,4.773217705740064e-06,1914.0,expressed
339,SLC4A7,9497.0,NOT,0.0038669785709349847,830.5,expressed
340,SFMBT2,57713.0,ND,3.7914208989973678e-06,1921.0,expressed
341,IGSF1,3547.0,NOT,2.3611189162427756e-10,330.5,expressed
342,FAM189B,10712.0,ND,2.1879290815409648e-17,19.0,expressed
343,SLC36A1,206358.0,NOT,2.6054030241924496e-05,639.5,expressed
344,CHI3L2,1117.0,NOT,3.0184153714369372e-15,2395.0,expressed
345,TMEM8A,58986.0,ND,0.0010316368781270063,1726.5,expressed
346,SLC30A1,7779.0,ND,0.5259099317633551,1342.5,not
347,DPYSL2,1808.0,ND,7.936624216711072e-18,2498.0,expressed
348,FNDC1,84624.0,ND,5.362078531202744e-06,589.5,expressed
349,LGALS2,3957.0,NOT,1.39746694727067e-08,2073.5,expressed
350,AGXT,189.0,ND,0.38980215711497546,1372.5,not
351,ZNF354A,6940.0,ND,0.25384608293021993,1084.0,not
352,ESM1,11082.0,NOT,0.7459197756623517,1202.5,not
353,FAM179B,23116.0,NOT,5.352344137400714e-06,1910.5,expressed
354,SPAG4,6676.0,NOT,6.314550491846903e-06,594.5,expressed
355,HRH2,3274.0,NOT,0.0012089704929047233,1720.0,expressed
356,C3orf58,205428.0,NOT,0.051047552178574394,966.5,not
357,ABT1,29777.0,NOT,0.04589541295103009,960.0,expressed
358,TNC,3371.0,NOT,6.920017314372731e-07,529.5,expressed
359,ARNTL,406.0,NOT,0.03926483921367898,1549.5,expressed
360,KCTD15,79047.0,NOT,1.7732145143101397e-05,627.0,expressed
361,CARD11,84433.0,ND,0.22236871044973583,1072.5,not
362,CIDEB,27141.0,NOT,0.7459050528676303,1297.5,not
363,POGLUT1,56983.0,NOT,9.121118207610319e-08,474.5,expressed
364,ETS2,2114.0,ND,8.474486456804755e-08,2027.5,expressed
365,SIVA1,10572.0,NOT,0.0012080244787705985,780.0,expressed
366,ITFG2,55846.0,NOT,0.044457282435696216,1542.0,expressed
367,C8orf4,56892.0,NOT,8.540149773014812e-15,2376.0,expressed
368,DLL1,28514.0,NOT,0.5765453663875475,1331.5,not
369,PDDC1,347862.0,NOT,0.2898739165084222,1404.0,not
370,CXADR,1525.0,NOT,1.641386450462895e-05,624.5,expressed
371,MIB1,57534.0,ND,4.184159487381372e-07,515.5,expressed
372,ELOVL6,79071.0,ND,1.8757537590348147e-09,378.0,expressed
373,ADAMTS10,81794.0,NOT,3.4843954834459547e-08,2050.5,expressed
374,RHOF,54509.0,ND,2.5275989930661273e-10,2168.0,expressed
375,APLP1,333.0,NOT,0.2553033402052428,1415.5,not
376,MOSPD2,158747.0,NOT,2.683614282635797e-09,2113.5,expressed
377,AMN1,196394.0,NOT,0.014381714852507377,894.5,expressed
378,SELENBP1,8991.0,ND,9.801941483340476e-18,2494.5,expressed
379,RSPH9,221421.0,NOT,2.2603155124798768e-10,2170.5,expressed
380,TNFRSF11B,4982.0,NOT,7.847865054158814e-08,2029.5,expressed
381,PIGU,128869.0,NOT,5.357332652676535e-15,115.5,expressed
382,PRELID1,27166.0,NOT,0.19844496876892803,1063.0,not
383,NDUFV2,4729.0,NOT,0.9615040137282703,1242.5,not
384,PLAC8L1,153770.0,NOT,0.25755273675139323,1085.5,not
385,ZNF649,65251.0,NOT,5.877863939144945e-08,2037.0,expressed
386,NOSTRIN,115677.0,NOT,8.43729638952523e-18,2497.0,expressed
387,WDR91,29062.0,NOT,0.5907350188790321,1328.5,not
388,XKR8,55113.0,ND,1.2363675980260775e-07,2017.5,expressed
389,RCC1,1104.0,NOT,3.5049053976813505e-17,27.0,expressed
390,FAM26F,441168.0,NOT,0.46492024633989804,1356.5,not
391,CERK,64781.0,ND,0.23296771324003063,1076.5,not
392,TMEM242,729515.0,NOT,0.9450315670737758,1239.5,not
393,MANF,7873.0,ND,2.72641153597378e-05,641.0,expressed
394,IFNAR1,3454.0,ND,1.255278342360753e-05,1884.0,expressed
